vehicle_id,vehicle_type,engine_type,vehicle_age
5835,Truck,Hybrid,1
5836,Car,Electric,11
5837,Car,Hybrid,2
5838,Car,Hybrid,7
5839,Truck,Electric,7
5840,Car,Hybrid,1
5841,Truck,Diesel,14
5842,Bus,Diesel,5
5843,Car,Diesel,1
5844,Car,Hybrid,12
5845,Car,Electric,6
5846,Bus,Hybrid,12
5847,Car,Electric,14
5848,Truck,Hybrid,9
5849,Truck,Electric,10
5850,Car,Hybrid,10
5851,Car,Hybrid,2
5852,Bus,Diesel,7
5853,Bus,Hybrid,2
5854,Bus,Diesel,9
5855,Car,Electric,5
5856,Bus,Electric,0
5857,Bus,Diesel,7
5858,Truck,Hybrid,6
5859,Bus,Electric,0
5860,Truck,Hybrid,13
5861,Truck,Hybrid,13
5862,Bus,Hybrid,6
5863,Truck,Electric,10
5864,Car,Electric,4
5865,Car,Hybrid,1
5866,Bus,Diesel,0
5867,Car,Diesel,13
5868,Truck,Diesel,1
5869,Car,Hybrid,12
5870,Bus,Diesel,5
5871,Bus,Electric,1
5872,Truck,Diesel,12
5873,Bus,Diesel,5
5874,Car,Hybrid,12
5875,Bus,Electric,14
5876,Truck,Electric,11
5877,Bus,Diesel,7
5878,Car,Hybrid,7
5879,Truck,Hybrid,5
5880,Car,Diesel,4
5881,Truck,Electric,3
5882,Bus,Electric,13
5883,Truck,Electric,5
5884,Truck,Hybrid,12
5885,Bus,Diesel,14
5886,Car,Hybrid,4
5887,Bus,Electric,9
5888,Truck,Hybrid,14
5889,Bus,Electric,14
5890,Truck,Diesel,3
5891,Bus,Electric,5
5892,Bus,Diesel,8
5893,Car,Hybrid,8
5894,Truck,Hybrid,7
5895,Car,Hybrid,9
5896,Truck,Electric,0
5897,Bus,Diesel,8
5898,Truck,Hybrid,4
5899,Car,Hybrid,10
5900,Car,Diesel,2
5901,Car,Electric,7
5902,Truck,Hybrid,7
5903,Car,Electric,8
5904,Car,Electric,1
5905,Car,Electric,9
5906,Bus,Hybrid,3
5907,Bus,Hybrid,9
5908,Truck,Diesel,1
5909,Truck,Diesel,12
5910,Car,Electric,12
5911,Bus,Hybrid,5
5912,Car,Electric,0
5913,Car,Diesel,13
5914,Bus,Electric,9
5915,Bus,Electric,2
5916,Bus,Hybrid,1
5917,Truck,Electric,6
5918,Truck,Electric,7
5919,Car,Hybrid,1
5920,Truck,Hybrid,8
5921,Bus,Diesel,10
5922,Bus,Hybrid,0
5923,Truck,Electric,1
5924,Car,Diesel,2
5925,Car,Diesel,1
5926,Truck,Diesel,13
5927,Car,Diesel,0
5928,Car,Electric,7
5929,Car,Electric,14
5930,Bus,Electric,0
5931,Bus,Electric,4
5932,Truck,Diesel,10
5933,Bus,Electric,12
5934,Car,Diesel,5
5935,Bus,Hybrid,6
5936,Truck,Electric,2
5937,Bus,Hybrid,11
5938,Car,Hybrid,14
5939,Car,Electric,10
5940,Truck,Diesel,14
5941,Bus,Hybrid,6
5942,Bus,Electric,7
5943,Bus,Hybrid,9
5944,Car,Hybrid,2
5945,Truck,Electric,4
5946,Bus,Hybrid,0
5947,Car,Diesel,8
5948,Car,Diesel,7
5949,Car,Hybrid,2
5950,Bus,Hybrid,3
5951,Bus,Electric,0
5952,Bus,Diesel,13
5953,Bus,Hybrid,0
5954,Bus,Diesel,14
5955,Bus,Hybrid,13
5956,Bus,Electric,5
5957,Bus,Electric,5
5958,Bus,Diesel,8
5959,Car,Diesel,11
5960,Bus,Hybrid,4
5961,Truck,Hybrid,2
5962,Car,Hybrid,5
5963,Bus,Diesel,7
5964,Truck,Electric,11
5965,Bus,Electric,14
5966,Truck,Diesel,6
5967,Truck,Electric,10
5968,Truck,Diesel,9
5969,Truck,Hybrid,13
5970,Car,Diesel,2
5971,Car,Electric,13
5972,Truck,Diesel,0
5973,Bus,Diesel,3
5974,Truck,Diesel,5
5975,Car,Diesel,3
5976,Bus,Electric,4
5977,Car,Hybrid,9
5978,Car,Electric,6
5979,Bus,Electric,14
5980,Truck,Hybrid,4
5981,Truck,Electric,4
5982,Truck,Hybrid,1
5983,Truck,Hybrid,0
5984,Bus,Diesel,3
5985,Bus,Electric,10
5986,Bus,Hybrid,9
5987,Car,Electric,12
5988,Bus,Electric,7
5989,Truck,Hybrid,14
5990,Car,Diesel,2
5991,Truck,Hybrid,5
5992,Truck,Diesel,9
5993,Bus,Hybrid,13
5994,Bus,Hybrid,1
5995,Truck,Diesel,8
5996,Truck,Diesel,13
5997,Car,Electric,8
5998,Bus,Hybrid,3
5999,Car,Electric,11
6000,Car,Electric,10
6001,Car,Diesel,11
6002,Truck,Diesel,7
6003,Car,Electric,13
6004,Car,Diesel,13
6005,Truck,Hybrid,1
6006,Bus,Diesel,9
6007,Bus,Diesel,1
6008,Car,Hybrid,5
6009,Truck,Diesel,1
6010,Bus,Electric,0
6011,Car,Electric,9
6012,Car,Electric,1
6013,Truck,Diesel,1
6014,Car,Diesel,4
6015,Bus,Diesel,13
6016,Truck,Electric,5
6017,Bus,Diesel,10
6018,Bus,Hybrid,13
6019,Bus,Diesel,14
6020,Car,Electric,2
6021,Car,Hybrid,7
6022,Bus,Hybrid,1
6023,Bus,Electric,13
6024,Truck,Hybrid,9
6025,Truck,Hybrid,2
6026,Car,Hybrid,3
6027,Car,Hybrid,4
6028,Truck,Hybrid,4
6029,Bus,Diesel,5
6030,Car,Electric,3
6031,Bus,Electric,9
6032,Truck,Diesel,10
6033,Car,Diesel,6
6034,Car,Electric,12
6035,Truck,Electric,11
6036,Car,Diesel,7
6037,Truck,Diesel,14
6038,Car,Hybrid,3
6039,Truck,Diesel,8
6040,Car,Diesel,5
6041,Bus,Hybrid,11
6042,Bus,Hybrid,7
6043,Bus,Electric,8
6044,Car,Electric,0
6045,Car,Diesel,13
6046,Bus,Hybrid,4
6047,Bus,Hybrid,14
6048,Truck,Electric,6
6049,Truck,Electric,9
6050,Truck,Diesel,1
6051,Bus,Hybrid,11
6052,Bus,Electric,10
6053,Bus,Diesel,6
6054,Truck,Diesel,6
6055,Car,Diesel,2
6056,Bus,Electric,8
6057,Car,Electric,6
6058,Car,Electric,13
6059,Car,Electric,11
6060,Truck,Electric,11
6061,Car,Hybrid,9
6062,Bus,Hybrid,10
6063,Truck,Hybrid,4
6064,Bus,Hybrid,6
6065,Bus,Diesel,6
6066,Truck,Diesel,5
6067,Bus,Hybrid,3
6068,Bus,Electric,7
6069,Truck,Hybrid,11
6070,Bus,Hybrid,1
6071,Car,Diesel,12
6072,Bus,Electric,12
6073,Car,Diesel,7
6074,Bus,Electric,12
6075,Truck,Diesel,13
6076,Truck,Hybrid,4
6077,Bus,Electric,6
6078,Truck,Diesel,2
6079,Bus,Hybrid,13
6080,Truck,Diesel,6
6081,Car,Diesel,8
6082,Bus,Diesel,6
6083,Car,Hybrid,12
6084,Car,Electric,0
6085,Bus,Diesel,8
6086,Car,Hybrid,6
6087,Bus,Diesel,1
6088,Car,Electric,4
6089,Bus,Diesel,10
6090,Bus,Hybrid,9
6091,Truck,Diesel,14
6092,Bus,Diesel,1
6093,Bus,Electric,6
6094,Car,Electric,8
6095,Bus,Electric,3
6096,Truck,Diesel,2
6097,Car,Hybrid,5
6098,Car,Diesel,7
6099,Truck,Diesel,7
6100,Car,Diesel,7
6101,Car,Diesel,4
6102,Car,Electric,12
6103,Car,Electric,10
6104,Truck,Electric,12
6105,Truck,Electric,11
6106,Car,Hybrid,5
6107,Car,Diesel,11
6108,Truck,Diesel,12
6109,Truck,Diesel,1
6110,Truck,Hybrid,5
6111,Car,Hybrid,13
6112,Car,Electric,12
6113,Bus,Diesel,4
6114,Truck,Diesel,2
6115,Car,Hybrid,7
6116,Truck,Diesel,3
6117,Car,Hybrid,13
6118,Truck,Electric,1
6119,Car,Hybrid,10
6120,Bus,Diesel,2
6121,Bus,Hybrid,1
6122,Truck,Hybrid,1
6123,Car,Electric,2
6124,Car,Diesel,12
6125,Truck,Diesel,6
6126,Car,Electric,9
6127,Truck,Hybrid,13
6128,Car,Hybrid,0
6129,Truck,Diesel,9
6130,Car,Hybrid,5
6131,Truck,Electric,10
6132,Car,Diesel,0
6133,Bus,Hybrid,2
6134,Car,Electric,11
6135,Truck,Electric,3
6136,Bus,Diesel,12
6137,Car,Diesel,7
6138,Bus,Hybrid,1
6139,Car,Hybrid,14
6140,Bus,Hybrid,6
6141,Truck,Electric,2
6142,Car,Electric,0
6143,Car,Hybrid,5
6144,Truck,Diesel,1
6145,Bus,Electric,12
6146,Truck,Electric,2
6147,Truck,Hybrid,13
6148,Bus,Diesel,5
6149,Truck,Electric,2
6150,Car,Diesel,11
6151,Car,Electric,4
6152,Car,Diesel,13
6153,Truck,Diesel,2
6154,Car,Electric,11
6155,Car,Diesel,6
6156,Car,Electric,6
6157,Car,Electric,11
6158,Car,Diesel,0
6159,Car,Electric,5
6160,Truck,Diesel,12
6161,Car,Electric,12
6162,Car,Diesel,14
6163,Bus,Electric,2
6164,Truck,Electric,6
6165,Truck,Hybrid,0
6166,Truck,Electric,9
6167,Truck,Electric,2
6168,Car,Diesel,11
6169,Car,Diesel,9
6170,Bus,Diesel,1
6171,Bus,Diesel,13
6172,Truck,Hybrid,7
6173,Bus,Hybrid,7
6174,Bus,Diesel,10
6175,Truck,Diesel,13
6176,Truck,Diesel,8
6177,Bus,Diesel,12
6178,Car,Electric,8
6179,Bus,Diesel,10
6180,Bus,Electric,12
6181,Car,Diesel,1
6182,Car,Hybrid,6
6183,Truck,Hybrid,6
6184,Truck,Diesel,3
6185,Bus,Hybrid,5
6186,Car,Hybrid,0
6187,Truck,Hybrid,13
6188,Bus,Hybrid,5
6189,Car,Electric,14
6190,Bus,Electric,12
6191,Truck,Electric,0
6192,Truck,Electric,4
6193,Car,Diesel,3
6194,Bus,Hybrid,5
6195,Car,Hybrid,10
6196,Truck,Diesel,14
6197,Truck,Diesel,10
6198,Bus,Electric,4
6199,Bus,Electric,4
6200,Bus,Hybrid,2
6201,Car,Diesel,9
6202,Bus,Hybrid,14
6203,Bus,Diesel,1
6204,Truck,Electric,6
6205,Truck,Hybrid,9
6206,Bus,Hybrid,14
6207,Bus,Diesel,11
6208,Truck,Hybrid,7
6209,Bus,Electric,4
6210,Car,Hybrid,8
6211,Car,Diesel,0
6212,Car,Hybrid,12
6213,Bus,Electric,2
6214,Truck,Diesel,7
6215,Bus,Diesel,4
6216,Bus,Electric,1
6217,Truck,Diesel,9
6218,Truck,Diesel,8
6219,Truck,Hybrid,12
6220,Car,Diesel,0
6221,Bus,Hybrid,2
6222,Truck,Electric,13
6223,Bus,Electric,13
6224,Car,Electric,13
6225,Car,Electric,3
6226,Truck,Diesel,6
6227,Truck,Diesel,3
6228,Bus,Hybrid,10
6229,Truck,Hybrid,1
6230,Bus,Hybrid,1
6231,Truck,Diesel,9
6232,Bus,Hybrid,0
6233,Bus,Diesel,6
6234,Bus,Electric,13
6235,Bus,Diesel,8
6236,Car,Electric,11
6237,Bus,Hybrid,9
6238,Truck,Diesel,1
6239,Car,Hybrid,6
6240,Car,Hybrid,13
6241,Bus,Electric,14
6242,Car,Hybrid,7
6243,Bus,Diesel,2
6244,Truck,Hybrid,3
6245,Bus,Electric,13
6246,Car,Electric,8
6247,Truck,Hybrid,3
6248,Bus,Electric,5
6249,Truck,Hybrid,7
6250,Truck,Electric,9
6251,Car,Hybrid,1
6252,Truck,Hybrid,0
6253,Car,Diesel,6
6254,Truck,Diesel,0
6255,Bus,Hybrid,3
6256,Truck,Diesel,4
6257,Bus,Diesel,1
6258,Bus,Electric,9
6259,Truck,Diesel,12
6260,Bus,Electric,3
6261,Truck,Diesel,10
6262,Truck,Diesel,10
6263,Bus,Hybrid,9
6264,Bus,Diesel,10
6265,Car,Hybrid,6
6266,Bus,Hybrid,3
6267,Car,Hybrid,10
6268,Bus,Hybrid,0
6269,Truck,Diesel,11
6270,Bus,Hybrid,12
6271,Truck,Diesel,9
6272,Truck,Diesel,3
6273,Truck,Electric,10
6274,Car,Electric,11
6275,Bus,Electric,5
6276,Truck,Hybrid,12
6277,Truck,Diesel,13
6278,Car,Diesel,11
6279,Bus,Hybrid,4
6280,Bus,Electric,12
6281,Car,Electric,3
6282,Car,Diesel,1
6283,Bus,Diesel,14
6284,Car,Diesel,9
6285,Bus,Electric,10
6286,Bus,Diesel,5
6287,Truck,Electric,11
6288,Truck,Electric,5
6289,Bus,Electric,5
6290,Bus,Hybrid,3
6291,Bus,Hybrid,7
6292,Bus,Diesel,0
6293,Bus,Electric,9
6294,Bus,Diesel,7
6295,Car,Electric,7
6296,Bus,Diesel,4
6297,Car,Diesel,8
6298,Car,Hybrid,11
6299,Bus,Hybrid,8
6300,Bus,Hybrid,9
6301,Car,Hybrid,3
6302,Car,Electric,13
6303,Bus,Diesel,13
6304,Bus,Diesel,1
6305,Car,Electric,0
6306,Car,Electric,7
6307,Car,Diesel,7
6308,Truck,Hybrid,10
6309,Car,Hybrid,6
6310,Truck,Hybrid,12
6311,Bus,Electric,12
6312,Bus,Diesel,14
6313,Car,Electric,14
6314,Bus,Diesel,10
6315,Bus,Hybrid,2
6316,Bus,Hybrid,2
6317,Bus,Hybrid,9
6318,Truck,Diesel,7
6319,Truck,Hybrid,11
6320,Car,Diesel,10
6321,Car,Electric,7
6322,Car,Hybrid,1
6323,Bus,Electric,13
6324,Bus,Electric,0
6325,Truck,Diesel,0
6326,Truck,Electric,10
6327,Car,Diesel,0
6328,Truck,Diesel,2
6329,Truck,Electric,0
6330,Truck,Diesel,7
6331,Truck,Diesel,7
6332,Truck,Diesel,8
6333,Car,Electric,3
6334,Car,Diesel,7
6335,Truck,Hybrid,6
6336,Car,Electric,3
6337,Bus,Electric,0
6338,Truck,Diesel,11
6339,Bus,Electric,10
6340,Car,Hybrid,12
6341,Car,Electric,2
6342,Bus,Electric,7
6343,Car,Electric,7
6344,Truck,Diesel,11
6345,Bus,Hybrid,1
6346,Truck,Hybrid,6
6347,Bus,Hybrid,0
6348,Car,Electric,3
6349,Bus,Hybrid,13
6350,Bus,Diesel,13
6351,Truck,Electric,14
6352,Car,Diesel,6
6353,Truck,Electric,3
6354,Car,Diesel,3
6355,Truck,Electric,13
6356,Bus,Diesel,14
6357,Truck,Hybrid,10
6358,Car,Electric,6
6359,Car,Electric,0
6360,Bus,Diesel,4
6361,Car,Diesel,13
6362,Truck,Diesel,13
6363,Bus,Electric,5
6364,Car,Diesel,6
6365,Car,Hybrid,6
6366,Truck,Diesel,11
6367,Truck,Diesel,6
6368,Bus,Diesel,1
6369,Car,Hybrid,5
6370,Truck,Diesel,8
6371,Bus,Diesel,6
6372,Car,Electric,6
6373,Car,Electric,12
6374,Bus,Diesel,13
6375,Bus,Electric,1
6376,Truck,Diesel,13
6377,Car,Diesel,14
6378,Car,Hybrid,12
6379,Car,Diesel,12
6380,Bus,Electric,13
6381,Truck,Electric,6
6382,Car,Electric,8
6383,Bus,Electric,2
6384,Car,Diesel,1
6385,Truck,Hybrid,5
6386,Car,Hybrid,11
6387,Truck,Diesel,12
6388,Truck,Electric,1
6389,Car,Hybrid,0
6390,Car,Hybrid,9
6391,Truck,Diesel,11
6392,Bus,Electric,3
6393,Truck,Hybrid,8
6394,Car,Diesel,9
6395,Car,Hybrid,13
6396,Bus,Hybrid,2
6397,Truck,Electric,2
6398,Truck,Electric,5
6399,Truck,Hybrid,12
6400,Car,Electric,5
6401,Truck,Hybrid,14
6402,Bus,Hybrid,7
6403,Car,Hybrid,12
6404,Car,Diesel,9
6405,Truck,Electric,5
6406,Bus,Electric,7
6407,Car,Hybrid,7
6408,Car,Electric,6
6409,Truck,Hybrid,4
6410,Truck,Electric,3
6411,Bus,Electric,0
6412,Truck,Hybrid,12
6413,Bus,Electric,5
6414,Car,Hybrid,7
6415,Bus,Diesel,10
6416,Bus,Hybrid,13
6417,Bus,Electric,3
6418,Car,Diesel,6
6419,Truck,Diesel,2
6420,Car,Hybrid,12
6421,Truck,Diesel,13
6422,Bus,Hybrid,4
6423,Bus,Electric,6
6424,Bus,Hybrid,11
6425,Bus,Diesel,10
6426,Bus,Hybrid,8
6427,Truck,Hybrid,8
6428,Truck,Electric,6
6429,Bus,Hybrid,3
6430,Car,Electric,5
6431,Car,Diesel,12
6432,Bus,Diesel,13
6433,Truck,Hybrid,3
6434,Car,Hybrid,2
6435,Car,Diesel,8
6436,Car,Diesel,4
6437,Bus,Diesel,7
6438,Car,Hybrid,2
6439,Car,Diesel,8
6440,Car,Hybrid,0
6441,Car,Diesel,1
6442,Truck,Diesel,12
6443,Bus,Hybrid,3
6444,Bus,Electric,1
6445,Truck,Hybrid,8
6446,Truck,Electric,12
6447,Bus,Hybrid,6
6448,Car,Electric,14
6449,Car,Electric,12
6450,Bus,Electric,1
6451,Car,Hybrid,10
6452,Truck,Hybrid,10
6453,Car,Hybrid,14
6454,Car,Electric,3
6455,Car,Electric,12
6456,Bus,Hybrid,5
6457,Truck,Hybrid,1
6458,Car,Diesel,8
6459,Bus,Diesel,2
6460,Car,Diesel,1
6461,Truck,Diesel,11
6462,Car,Diesel,3
6463,Truck,Hybrid,13
6464,Car,Electric,4
6465,Truck,Electric,3
6466,Car,Hybrid,11
6467,Truck,Hybrid,13
6468,Car,Hybrid,13
6469,Car,Diesel,2
6470,Bus,Diesel,2
6471,Bus,Diesel,11
6472,Truck,Hybrid,14
6473,Car,Hybrid,13
6474,Truck,Electric,14
6475,Bus,Hybrid,12
6476,Truck,Diesel,2
6477,Truck,Electric,2
6478,Bus,Hybrid,5
6479,Car,Electric,14
6480,Truck,Electric,3
6481,Bus,Hybrid,12
6482,Car,Diesel,6
6483,Bus,Diesel,6
6484,Truck,Electric,3
6485,Car,Hybrid,0
6486,Car,Hybrid,8
6487,Bus,Diesel,6
6488,Bus,Hybrid,5
6489,Bus,Hybrid,4
6490,Car,Electric,8
6491,Car,Hybrid,13
6492,Truck,Hybrid,12
6493,Car,Hybrid,8
6494,Truck,Diesel,9
6495,Bus,Diesel,10
6496,Bus,Electric,5
6497,Car,Diesel,7
6498,Bus,Diesel,6
6499,Bus,Diesel,11
6500,Car,Diesel,12
6501,Truck,Electric,0
6502,Car,Hybrid,14
6503,Truck,Hybrid,1
6504,Car,Hybrid,8
6505,Car,Electric,9
6506,Bus,Diesel,3
6507,Car,Electric,10
6508,Car,Electric,14
6509,Truck,Electric,2
6510,Bus,Hybrid,1
6511,Truck,Diesel,7
6512,Truck,Hybrid,13
6513,Bus,Electric,6
6514,Bus,Electric,8
6515,Bus,Hybrid,2
6516,Car,Hybrid,0
6517,Bus,Hybrid,12
6518,Bus,Diesel,8
6519,Bus,Hybrid,13
6520,Truck,Diesel,4
6521,Truck,Diesel,4
6522,Car,Hybrid,2
6523,Truck,Electric,12
6524,Car,Electric,7
6525,Truck,Diesel,7
6526,Bus,Diesel,0
6527,Truck,Diesel,14
6528,Car,Electric,3
6529,Truck,Diesel,5
6530,Bus,Diesel,8
6531,Car,Electric,1
6532,Bus,Hybrid,6
6533,Bus,Electric,9
6534,Car,Hybrid,0
6535,Bus,Hybrid,9
6536,Bus,Diesel,3
6537,Truck,Diesel,9
6538,Bus,Hybrid,10
6539,Bus,Diesel,14
6540,Bus,Hybrid,14
6541,Bus,Diesel,14
6542,Car,Electric,11
6543,Truck,Hybrid,6
6544,Bus,Hybrid,2
6545,Bus,Diesel,2
6546,Car,Electric,14
6547,Bus,Diesel,3
6548,Car,Electric,7
6549,Truck,Diesel,13
6550,Truck,Hybrid,2
6551,Bus,Electric,7
6552,Bus,Electric,9
6553,Bus,Diesel,8
6554,Car,Electric,11
6555,Bus,Diesel,7
6556,Bus,Electric,14
6557,Truck,Diesel,7
6558,Bus,Diesel,8
6559,Truck,Diesel,3
6560,Bus,Hybrid,11
6561,Truck,Electric,2
6562,Bus,Hybrid,7
6563,Truck,Hybrid,0
6564,Car,Hybrid,13
6565,Truck,Hybrid,14
6566,Truck,Electric,9
6567,Truck,Electric,0
6568,Bus,Hybrid,3
6569,Bus,Electric,9
6570,Bus,Electric,2
6571,Car,Diesel,9
6572,Car,Electric,1
6573,Truck,Hybrid,8
6574,Car,Electric,11
6575,Truck,Hybrid,11
6576,Truck,Electric,11
6577,Truck,Hybrid,4
6578,Car,Electric,2
6579,Bus,Electric,8
6580,Car,Electric,7
6581,Truck,Hybrid,3
6582,Truck,Diesel,9
6583,Car,Hybrid,4
6584,Truck,Electric,10
6585,Truck,Hybrid,11
6586,Car,Electric,4
6587,Car,Electric,7
6588,Car,Diesel,6
6589,Truck,Electric,2
6590,Truck,Electric,5
6591,Bus,Electric,5
6592,Bus,Diesel,1
6593,Car,Hybrid,14
6594,Bus,Diesel,12
6595,Truck,Hybrid,0
6596,Bus,Electric,6
6597,Truck,Hybrid,2
6598,Car,Hybrid,4
6599,Car,Hybrid,7
6600,Truck,Hybrid,4
6601,Bus,Electric,10
6602,Car,Diesel,4
6603,Car,Hybrid,4
6604,Bus,Electric,10
6605,Bus,Electric,6
6606,Truck,Electric,1
6607,Bus,Electric,13
6608,Bus,Hybrid,0
6609,Bus,Diesel,10
6610,Truck,Electric,3
6611,Truck,Diesel,4
6612,Car,Diesel,6
6613,Truck,Diesel,0
6614,Car,Electric,8
6615,Bus,Electric,10
6616,Car,Electric,11
6617,Car,Diesel,11
6618,Bus,Electric,9
6619,Car,Electric,3
6620,Truck,Diesel,5
6621,Truck,Electric,10
6622,Truck,Hybrid,0
6623,Truck,Hybrid,8
6624,Car,Hybrid,3
6625,Car,Hybrid,4
6626,Bus,Diesel,14
6627,Car,Electric,7
6628,Car,Hybrid,5
6629,Car,Hybrid,14
6630,Bus,Electric,9
6631,Truck,Diesel,11
6632,Car,Hybrid,13
6633,Bus,Electric,2
6634,Bus,Electric,9
6635,Bus,Hybrid,7
6636,Truck,Hybrid,5
6637,Car,Electric,11
6638,Bus,Electric,1
6639,Truck,Hybrid,4
6640,Bus,Hybrid,2
6641,Bus,Hybrid,3
6642,Bus,Hybrid,8
6643,Bus,Diesel,2
6644,Bus,Electric,4
6645,Truck,Hybrid,13
6646,Car,Electric,7
6647,Car,Hybrid,12
6648,Car,Diesel,8
6649,Car,Electric,6
6650,Truck,Diesel,10
6651,Truck,Electric,3
6652,Truck,Diesel,8
6653,Bus,Hybrid,14
6654,Bus,Hybrid,11
6655,Bus,Diesel,1
6656,Car,Hybrid,11
6657,Bus,Diesel,1
6658,Car,Diesel,3
6659,Bus,Electric,1
6660,Car,Diesel,2
6661,Bus,Electric,14
6662,Bus,Diesel,4
6663,Truck,Electric,2
6664,Bus,Electric,0
6665,Bus,Hybrid,10
6666,Truck,Electric,2
6667,Car,Electric,12
6668,Truck,Diesel,5
6669,Truck,Electric,2
6670,Car,Hybrid,8
6671,Bus,Diesel,2
6672,Car,Electric,10
6673,Bus,Diesel,2
6674,Bus,Diesel,14
6675,Car,Diesel,2
6676,Truck,Diesel,4
6677,Car,Diesel,6
6678,Bus,Electric,4
6679,Car,Diesel,8
6680,Car,Diesel,5
6681,Bus,Hybrid,0
6682,Truck,Hybrid,8
6683,Car,Diesel,13
6684,Bus,Electric,2
6685,Bus,Hybrid,7
6686,Car,Hybrid,13
6687,Truck,Diesel,11
6688,Car,Electric,14
6689,Truck,Electric,2
6690,Truck,Hybrid,7
6691,Truck,Hybrid,3
6692,Truck,Hybrid,0
6693,Car,Hybrid,10
6694,Bus,Hybrid,13
6695,Bus,Diesel,5
6696,Bus,Diesel,6
6697,Bus,Diesel,7
6698,Bus,Hybrid,5
6699,Bus,Diesel,13
6700,Car,Hybrid,0
6701,Truck,Electric,4
6702,Bus,Electric,8
6703,Car,Diesel,2
6704,Bus,Electric,4
6705,Bus,Electric,5
6706,Truck,Electric,4
6707,Truck,Diesel,3
6708,Truck,Electric,1
6709,Bus,Diesel,4
6710,Bus,Hybrid,9
6711,Bus,Hybrid,0
6712,Truck,Diesel,0
6713,Car,Diesel,7
6714,Bus,Electric,12
6715,Bus,Hybrid,3
6716,Bus,Electric,0
6717,Car,Hybrid,1
6718,Bus,Electric,4
6719,Car,Electric,6
6720,Bus,Hybrid,12
6721,Car,Electric,11
6722,Bus,Hybrid,4
6723,Truck,Diesel,10
6724,Truck,Electric,9
6725,Truck,Hybrid,14
6726,Truck,Hybrid,5
6727,Bus,Electric,6
6728,Truck,Hybrid,2
6729,Car,Electric,10
6730,Truck,Electric,9
6731,Truck,Diesel,4
6732,Truck,Diesel,7
6733,Bus,Diesel,12
6734,Truck,Electric,10
6735,Car,Electric,5
6736,Truck,Hybrid,1
6737,Truck,Diesel,8
6738,Truck,Diesel,1
6739,Car,Hybrid,5
6740,Truck,Diesel,10
6741,Car,Diesel,1
6742,Car,Diesel,9
6743,Truck,Hybrid,6
6744,Car,Diesel,0
6745,Bus,Electric,3
6746,Truck,Diesel,11
6747,Truck,Electric,7
6748,Car,Diesel,8
6749,Car,Electric,9
6750,Truck,Diesel,2
6751,Bus,Electric,8
6752,Car,Electric,11
6753,Car,Diesel,13
6754,Bus,Hybrid,7
6755,Bus,Diesel,3
6756,Truck,Hybrid,0
6757,Bus,Hybrid,9
6758,Truck,Hybrid,4
6759,Bus,Hybrid,10
6760,Car,Hybrid,6
6761,Truck,Hybrid,4
6762,Truck,Diesel,10
6763,Truck,Electric,4
6764,Bus,Electric,4
6765,Car,Diesel,2
6766,Truck,Diesel,5
6767,Truck,Diesel,10
6768,Truck,Hybrid,3
6769,Truck,Hybrid,9
6770,Car,Electric,1
6771,Bus,Diesel,3
6772,Car,Electric,5
6773,Truck,Electric,12
6774,Car,Hybrid,5
6775,Truck,Hybrid,13
6776,Bus,Electric,10
6777,Bus,Hybrid,8
6778,Bus,Hybrid,7
6779,Truck,Hybrid,4
6780,Car,Electric,9
6781,Bus,Electric,2
6782,Truck,Electric,3
6783,Truck,Diesel,13
6784,Car,Electric,4
6785,Bus,Hybrid,14
6786,Truck,Electric,0
6787,Car,Diesel,12
6788,Bus,Hybrid,11
6789,Car,Electric,8
6790,Car,Electric,12
6791,Truck,Hybrid,3
6792,Truck,Electric,7
6793,Truck,Diesel,4
6794,Car,Hybrid,14
6795,Truck,Electric,10
6796,Car,Hybrid,4
6797,Car,Electric,13
6798,Truck,Electric,11
6799,Bus,Hybrid,1
6800,Bus,Electric,7
6801,Bus,Electric,11
6802,Car,Hybrid,12
6803,Car,Electric,10
6804,Car,Electric,9
6805,Truck,Hybrid,14
6806,Car,Diesel,6
6807,Truck,Diesel,13
6808,Truck,Diesel,11
6809,Bus,Diesel,1
6810,Bus,Diesel,10
6811,Bus,Diesel,5
6812,Truck,Hybrid,8
6813,Truck,Hybrid,7
6814,Truck,Hybrid,9
6815,Car,Electric,11
6816,Truck,Diesel,2
6817,Bus,Diesel,6
6818,Bus,Hybrid,3
6819,Truck,Electric,10
6820,Truck,Electric,3
6821,Bus,Hybrid,6
6822,Truck,Diesel,10
6823,Bus,Electric,14
6824,Car,Diesel,12
6825,Bus,Electric,6
6826,Car,Diesel,11
6827,Truck,Electric,10
6828,Truck,Diesel,0
6829,Car,Diesel,14
6830,Truck,Diesel,10
6831,Car,Hybrid,0
6832,Truck,Diesel,5
6833,Bus,Diesel,1
6834,Truck,Electric,2
6835,Bus,Electric,1
6836,Bus,Hybrid,1
6837,Car,Electric,7
6838,Truck,Diesel,7
6839,Car,Hybrid,12
6840,Truck,Hybrid,5
6841,Bus,Hybrid,2
6842,Bus,Diesel,4
6843,Truck,Diesel,13
6844,Truck,Electric,6
6845,Car,Electric,4
6846,Truck,Electric,6
6847,Truck,Hybrid,9
6848,Truck,Diesel,6
6849,Car,Electric,3
6850,Truck,Diesel,9
6851,Bus,Hybrid,13
6852,Car,Diesel,13
6853,Car,Diesel,9
6854,Bus,Hybrid,5
6855,Bus,Electric,8
6856,Bus,Diesel,3
