hr_event_id,region_id,required_technicians,availability_rate
9990,10500,1,0.32
9991,427,16,0.23
9992,18598,7,0.42
9993,12611,13,0.32
9994,14902,6,0.94
9995,3077,17,0.18
9996,18256,14,0.52
9997,13971,4,0.41
9998,28903,2,0.84
9999,11869,6,0.34
10000,8327,18,0.27
10001,24677,13,0.45
10002,23323,10,0.47
10003,10905,3,0.03
10004,3700,4,0.4
10005,28128,11,0.66
10006,2346,13,0.26
10007,5906,8,0.18
10008,27362,7,0.34
10009,4951,7,0.94
10010,479,14,0.44
10011,30924,7,0.87
10012,26701,16,0.25
10013,34609,7,0.08
10014,11191,18,0.02
10015,6236,4,0.36
10016,31006,6,0.49
10017,930,18,0.79
10018,5591,18,0.72
10019,7420,9,0.66
10020,14514,13,0.87
10021,17524,14,0.21
10022,12861,3,0.89
10023,15007,19,0.27
10024,11977,9,0.61
10025,29141,2,0.79
10026,30841,16,0.27
10027,2894,2,0.61
10028,15197,7,0.85
10029,10738,7,0.39
10030,24900,5,0.66
10031,30036,15,0.94
10032,4463,17,0.44
10033,33590,17,0.59
10034,25733,1,0.49
10035,2335,15,0.32
10036,30038,7,0.16
10037,31999,18,0.61
10038,30588,14,0.47
10039,23601,11,0.03
10040,29102,9,0.19
10041,31598,16,0.69
10042,16299,10,0.58
10043,25339,9,0.27
10044,13317,19,0.49
10045,2913,7,0.04
10046,6206,3,0.23
10047,15964,10,0.55
10048,10702,13,0.0
10049,12444,6,0.38
10050,18168,12,0.82
10051,30626,5,0.85
10052,8345,19,0.69
10053,4406,12,0.83
10054,23719,6,0.06
10055,10189,9,0.62
10056,26569,8,0.45
10057,5257,18,0.19
10058,34792,4,0.65
10059,5329,4,0.23
10060,20198,14,0.38
10061,13943,6,0.11
10062,15295,2,0.61
10063,33684,18,0.83
10064,5829,12,0.96
10065,809,12,0.16
10066,13862,18,0.06
10067,15371,16,0.53
10068,9374,13,0.17
10069,20699,18,0.75
10070,6124,6,0.06
10071,32295,13,0.95
10072,30091,6,0.1
10073,13762,10,0.1
10074,9751,7,0.53
10075,23546,11,0.68
10076,15593,15,0.37
10077,2200,18,0.73
10078,28345,9,0.23
10079,19491,8,0.89
10080,20134,15,0.01
10081,30777,4,0.07
10082,2940,13,0.29
10083,16560,8,0.8
10084,7308,13,0.46
10085,12001,13,0.16
10086,7566,13,0.72
10087,28689,2,0.13
10088,7466,12,0.63
10089,24491,17,0.81
10090,26068,15,0.76
10091,14514,3,0.89
10092,22092,13,0.94
10093,16340,3,0.99
10094,21908,5,0.67
10095,24169,16,0.83
10096,34215,12,0.18
10097,11352,19,0.52
10098,24019,12,0.3
10099,2332,16,0.32
10100,14661,3,0.73
10101,12316,4,0.07
10102,22575,9,0.67
10103,25879,18,0.81
10104,32797,8,0.29
10105,32017,6,0.16
10106,34163,5,0.57
10107,2426,17,0.91
10108,1908,7,0.48
10109,9446,8,0.75
10110,31196,18,0.37
10111,4177,13,0.68
10112,3291,13,0.16
10113,24899,15,0.98
10114,6440,5,0.81
10115,31691,5,0.76
10116,17401,6,0.27
10117,34978,5,0.76
10118,13503,14,0.18
10119,17365,1,0.12
10120,12840,10,0.69
10121,9365,7,0.35
10122,21315,7,0.76
10123,22616,7,0.94
10124,22300,8,0.01
10125,1116,8,0.5
10126,5487,7,0.21
10127,2301,19,0.78
10128,18148,1,0.26
10129,7054,4,0.29
10130,13324,19,0.35
10131,33624,14,0.22
10132,2888,11,0.41
10133,1277,9,0.48
10134,11836,17,0.44
10135,33161,19,1.0
10136,15909,4,0.13
10137,26441,3,0.23
10138,21198,9,0.54
10139,13684,2,0.33
10140,5703,14,0.4
10141,2532,18,0.77
10142,30718,2,0.45
10143,29156,14,0.92
10144,6911,17,0.74
10145,33075,17,0.67
10146,12900,6,0.69
10147,24141,5,0.52
10148,17331,17,0.66
10149,31185,9,0.24
10150,13192,5,0.56
10151,13018,14,0.13
10152,12068,1,0.87
10153,3996,14,0.04
10154,6633,19,0.25
10155,21565,6,0.07
10156,23457,13,0.25
10157,33702,10,0.23
10158,26507,7,0.01
10159,16411,18,0.8
10160,29693,1,0.03
10161,16664,1,0.2
10162,4188,5,0.78
10163,865,11,0.9
10164,31064,1,0.0
10165,10468,14,0.58
10166,15828,16,0.95
10167,17543,2,0.05
10168,34332,1,0.19
10169,9802,17,0.29
10170,7716,2,0.73
10171,5184,3,0.13
10172,33617,1,0.17
10173,15230,11,0.86
10174,30592,6,0.96
10175,6794,5,0.0
10176,2289,3,0.17
10177,29966,7,0.58
10178,1153,16,0.12
10179,32487,10,0.93
10180,8437,8,0.36
10181,1509,18,0.22
10182,25594,19,0.81
10183,520,15,0.91
10184,19162,5,0.98
10185,14966,15,0.16
10186,21644,5,0.07
10187,13698,16,0.71
10188,4130,13,0.11
10189,2911,17,0.69
10190,25206,6,0.42
10191,14495,17,0.35
10192,7556,15,0.53
10193,34026,5,0.86
10194,20277,11,0.86
10195,5703,12,0.62
10196,26839,4,0.24
10197,15312,7,0.09
10198,13152,3,0.77
10199,26223,13,0.05
10200,10545,17,0.13
10201,8864,8,0.93
10202,12890,4,0.59
10203,159,11,0.69
10204,7891,14,0.42
10205,23689,16,0.18
10206,3108,5,0.27
10207,17186,9,0.79
10208,30257,9,0.01
10209,27964,18,0.4
10210,21438,12,0.01
10211,13952,6,0.37
10212,29090,18,0.35
10213,26438,10,0.4
10214,28356,13,0.06
10215,34424,14,0.29
10216,33578,3,0.68
10217,19378,6,0.83
10218,26753,2,0.03
10219,32472,2,0.84
10220,1371,10,0.24
10221,26071,10,0.58
10222,4234,7,0.49
10223,2876,11,0.22
10224,25670,19,0.78
10225,6945,1,0.04
10226,30083,9,0.47
10227,9822,6,0.96
10228,31786,7,0.6
10229,9050,3,0.31
10230,16367,18,0.54
10231,15073,2,0.37
10232,13436,1,0.9
10233,17946,9,0.68
10234,1625,6,0.85
10235,23178,11,0.48
10236,22874,9,0.37
10237,6662,7,0.75
10238,2546,5,0.48
10239,5235,5,0.51
10240,13045,10,0.81
10241,13494,17,0.94
10242,27120,13,0.14
10243,17207,11,0.41
10244,28373,19,0.32
10245,15014,19,0.88
10246,2054,19,0.88
10247,27594,6,0.81
10248,5057,11,0.28
10249,30536,4,0.26
10250,7681,7,0.63
10251,11910,12,0.38
10252,11946,19,0.08
10253,23828,18,0.91
10254,1025,6,0.17
10255,3078,17,0.64
10256,171,7,0.34
10257,10273,3,0.7
10258,27574,2,0.1
10259,23827,7,0.34
10260,21977,9,0.12
10261,16508,1,0.84
10262,21067,13,0.54
10263,23155,5,0.36
10264,32031,15,0.83
10265,2552,13,0.41
10266,10029,18,0.56
10267,19212,11,0.24
10268,23322,10,0.81
10269,18653,8,0.57
10270,5297,7,0.63
10271,26306,9,0.31
10272,25086,12,0.73
10273,10478,16,0.03
10274,27233,1,0.04
10275,22464,19,0.5
10276,22710,13,0.75
10277,18213,17,0.68
10278,20304,1,0.11
10279,2615,9,0.01
10280,31574,3,0.16
10281,21489,5,0.64
10282,25533,6,0.12
10283,19034,11,0.76
10284,19078,5,0.37
10285,28558,12,0.02
10286,7459,19,0.06
10287,12947,18,0.37
10288,8731,9,1.0
10289,28854,17,0.29
10290,28407,1,0.33
10291,15856,18,0.5
10292,30936,18,0.43
10293,33718,7,0.55
10294,32573,2,0.15
10295,15351,11,0.14
10296,12749,11,0.57
10297,23972,11,0.05
10298,801,14,0.45
10299,26409,6,0.66
10300,3241,3,0.14
10301,9560,10,0.65
10302,9005,18,0.11
10303,29619,1,0.67
10304,6733,2,0.14
10305,860,1,0.29
10306,11242,2,0.25
10307,9539,6,0.93
10308,9202,12,0.69
10309,30434,3,0.36
10310,18191,4,0.82
10311,1245,2,0.14
10312,634,4,0.34
10313,34866,7,0.0
10314,33246,4,0.15
10315,12784,3,0.23
10316,29851,4,0.19
10317,14705,14,0.56
10318,8258,7,0.55
10319,6471,5,0.28
10320,22085,13,0.55
10321,1674,19,0.99
10322,23606,17,0.21
10323,32243,19,0.02
10324,33803,11,0.88
10325,6829,14,0.76
10326,23981,7,0.18
10327,31725,7,0.45
10328,5620,2,0.64
10329,20807,11,0.24
10330,13043,14,0.57
10331,15411,7,0.43
10332,25679,9,0.88
10333,1472,19,0.09
10334,1154,17,0.33
10335,13819,5,0.65
10336,27194,4,0.61
10337,8083,4,0.63
10338,9267,12,0.78
10339,14818,4,0.04
10340,21113,10,0.63
10341,25360,15,0.74
10342,15827,2,0.81
10343,15361,17,0.62
10344,18071,10,0.18
10345,15909,14,0.88
10346,33282,4,0.18
10347,11696,17,0.83
10348,25380,7,0.16
10349,29271,15,0.15
10350,30500,16,0.76
10351,30858,12,0.05
10352,20677,3,0.25
10353,23143,11,0.57
10354,5359,15,0.84
10355,18403,6,0.63
10356,9107,4,0.27
10357,9314,15,0.77
10358,23920,2,0.56
10359,17056,12,0.96
10360,19328,3,0.88
10361,12109,19,0.94
10362,6998,5,0.65
10363,8540,12,0.56
10364,1140,11,0.95
10365,19146,19,0.1
10366,34200,15,0.22
10367,4063,7,0.23
10368,28042,8,0.16
10369,34141,3,0.52
10370,8535,10,0.18
10371,16838,11,0.27
10372,9248,8,0.6
10373,14777,11,0.28
10374,21151,17,0.44
10375,31524,10,0.25
10376,28795,14,0.26
10377,4121,15,0.15
10378,7113,9,0.31
10379,21384,2,0.83
10380,1079,5,0.52
10381,30793,19,0.26
10382,19166,4,0.66
10383,20182,14,0.97
10384,19,7,0.45
10385,33240,8,0.66
10386,25835,9,0.85
10387,12629,8,0.99
10388,18268,5,0.01
10389,14199,12,0.27
10390,8125,13,0.8
10391,12134,6,0.88
10392,7410,16,0.12
10393,6053,3,0.36
10394,9142,13,0.71
10395,13778,19,0.9
10396,26835,7,0.09
10397,18345,4,0.45
10398,10951,3,0.05
10399,10240,15,0.08
10400,2152,17,0.86
10401,9026,18,0.49
10402,17893,8,0.21
10403,11824,13,0.24
10404,13837,10,0.01
10405,20963,5,0.4
10406,11905,16,0.95
10407,31215,2,0.49
10408,11265,6,0.02
10409,27216,6,0.77
10410,20633,18,0.72
10411,21093,8,0.37
10412,3354,8,0.32
10413,4752,15,0.0
10414,2399,7,0.37
10415,18769,14,0.94
10416,34991,4,0.9
10417,24992,8,0.72
10418,10174,14,0.56
10419,16252,19,0.81
10420,16449,6,0.24
10421,22681,14,0.1
10422,28464,18,0.39
10423,31642,9,1.0
10424,4144,5,0.51
10425,22585,13,0.54
10426,7938,14,0.99
10427,1481,17,0.29
10428,21107,2,0.22
10429,296,6,0.5
10430,33056,7,0.82
10431,5063,10,0.34
10432,33850,12,0.24
10433,13077,5,0.68
10434,25651,5,0.46
10435,7169,18,0.96
10436,21973,2,0.16
10437,8799,14,0.41
10438,10416,5,0.48
10439,19925,5,0.13
10440,26201,13,0.59
10441,21085,7,0.66
10442,16029,9,0.81
10443,32265,15,0.99
10444,9881,13,0.35
10445,32371,8,0.91
10446,6413,7,0.93
10447,11426,13,0.55
10448,8482,8,0.72
10449,27223,8,0.03
10450,10009,7,0.53
10451,20631,8,0.65
10452,31637,15,0.95
10453,24250,4,0.33
10454,25041,9,0.42
10455,23792,17,0.02
10456,18314,17,0.87
10457,33706,4,0.32
10458,17660,18,0.24
10459,29938,10,0.08
10460,27224,2,0.86
10461,24507,8,0.57
10462,4637,1,0.49
10463,10420,10,0.11
10464,11936,8,0.84
10465,26825,12,0.95
10466,6854,2,0.22
10467,4175,2,0.76
10468,8420,19,0.85
10469,26692,10,0.29
10470,26624,1,0.79
10471,17331,2,0.07
10472,27945,17,0.66
10473,9902,7,0.26
10474,34840,8,0.87
10475,24873,8,0.91
10476,4440,17,0.54
10477,11531,13,0.19
10478,33205,8,0.4
10479,804,10,0.59
10480,26564,10,0.22
10481,4639,18,0.78
10482,12851,4,0.78
10483,27358,8,0.33
10484,34636,10,0.63
10485,21852,9,0.42
10486,301,7,0.12
10487,3176,6,0.67
10488,7586,17,0.64
10489,3733,3,0.47
10490,30532,16,0.84
10491,28864,18,0.21
10492,31024,9,0.99
10493,4981,7,0.78
10494,28419,15,0.58
10495,25206,7,0.75
10496,20666,5,0.04
10497,32415,16,0.58
10498,6589,15,0.7
10499,19124,13,0.15
10500,17571,8,0.37
10501,18318,2,0.2
10502,29524,6,0.81
10503,10995,10,0.2
10504,7246,4,0.5
10505,25043,16,0.68
10506,28696,10,0.01
10507,426,18,0.28
10508,6475,4,0.66
10509,9195,7,0.86
10510,28656,19,0.37
10511,20019,16,0.73
10512,2139,10,0.38
10513,10110,18,0.43
10514,10802,9,0.34
10515,27228,1,0.99
10516,20892,6,0.88
10517,3900,6,0.43
10518,26165,19,0.53
10519,16281,16,0.76
10520,27939,5,0.99
10521,20913,7,0.77
10522,12918,16,0.68
10523,30431,18,0.26
10524,14758,12,0.53
10525,33301,3,0.62
10526,8018,12,0.96
10527,25047,14,0.49
10528,32073,7,0.15
10529,15347,17,0.53
10530,22785,17,0.75
10531,22151,16,0.51
10532,21903,7,0.38
10533,21066,7,0.73
10534,13714,4,0.16
10535,16905,10,0.23
10536,27903,8,0.46
10537,1800,8,0.41
10538,34153,7,0.42
10539,34606,17,0.2
10540,22012,10,0.03
10541,6686,5,0.36
10542,6791,17,0.49
10543,9266,12,0.16
10544,13927,9,0.2
10545,31551,6,0.55
10546,17703,9,0.81
10547,8420,9,0.14
10548,18982,19,0.03
10549,34185,5,0.53
10550,27099,17,0.33
10551,32441,10,0.29
10552,10668,9,0.92
10553,26205,14,0.53
10554,22785,15,0.55
10555,4066,15,0.34
10556,29778,15,0.49
10557,6523,10,0.78
10558,2439,18,0.64
10559,30169,17,0.19
10560,18194,17,0.14
10561,24599,11,0.56
10562,32616,17,0.32
10563,34604,7,0.1
10564,14645,3,0.21
10565,11893,5,0.33
10566,3924,12,0.19
10567,23312,10,0.84
10568,16848,17,0.51
10569,24588,10,0.44
10570,18072,13,0.6
10571,13752,19,0.58
10572,3873,17,0.77
10573,7529,13,0.83
10574,22469,11,0.87
10575,9088,11,0.33
10576,32373,14,0.31
10577,22743,13,0.3
10578,23395,1,0.98
10579,9663,17,0.65
10580,10843,12,0.12
10581,9641,2,0.28
10582,12048,8,0.91
10583,16630,15,0.12
10584,21424,13,0.83
10585,20295,16,0.25
10586,33540,14,0.2
10587,20259,8,0.23
10588,2129,19,0.66
10589,3802,12,0.76
10590,27968,10,0.68
10591,14976,14,0.59
10592,33954,4,0.15
10593,21247,14,0.99
10594,24694,5,0.37
10595,223,11,0.21
10596,10576,19,0.97
10597,3820,1,0.19
10598,14366,12,0.64
10599,10419,8,0.75
10600,32519,10,0.21
10601,11197,3,0.94
10602,13465,7,0.69
10603,12544,15,0.7
10604,9633,5,0.08
10605,20755,11,0.31
10606,29250,7,0.64
10607,33491,6,0.61
10608,8394,7,0.01
10609,18092,11,0.07
10610,33527,3,0.63
10611,32301,17,0.31
10612,8946,11,0.1
10613,15489,13,0.16
10614,3035,14,0.46
10615,17292,12,0.29
10616,13943,4,0.94
10617,16834,3,0.5
10618,19685,4,0.27
10619,1725,9,0.84
10620,23199,3,0.46
10621,12139,10,0.65
10622,5134,3,0.86
10623,21796,3,0.88
10624,16704,4,0.1
10625,5659,11,0.42
10626,7266,15,0.94
10627,32710,19,0.15
10628,13522,10,0.49
10629,17796,16,0.05
10630,28814,8,0.18
10631,11351,4,0.41
10632,14070,8,0.29
10633,16973,14,0.23
10634,16267,9,0.22
10635,24538,14,0.16
10636,29171,9,0.52
10637,19910,5,0.72
10638,30597,7,0.95
10639,12039,1,0.06
10640,25744,2,0.58
10641,20151,4,0.42
10642,17309,18,0.9
10643,15135,2,0.83
10644,28759,12,0.48
10645,2299,6,0.92
10646,453,1,0.34
10647,31984,2,0.19
10648,12777,7,0.38
10649,8870,9,0.15
10650,19068,13,0.77
10651,28961,2,0.36
10652,24246,12,0.96
10653,2479,14,0.98
10654,9496,12,0.31
10655,30875,5,0.66
10656,13291,19,0.77
10657,19349,2,0.51
10658,27116,8,0.05
10659,25851,14,0.24
10660,3119,1,0.81
10661,16662,10,0.85
10662,25351,10,0.57
10663,19222,11,0.58
10664,24944,5,0.66
10665,18398,7,0.28
10666,34592,15,0.11
10667,18166,18,0.4
10668,32758,3,0.68
10669,20841,15,0.72
10670,24207,14,0.89
10671,24858,14,0.74
10672,16413,15,0.0
10673,29925,13,0.54
10674,17983,1,0.88
10675,18768,3,0.27
10676,29491,10,0.41
10677,15271,15,0.1
10678,15353,4,0.46
10679,14194,5,0.71
10680,20119,5,0.42
10681,13099,17,0.14
10682,22874,13,0.13
10683,29535,4,0.93
10684,4,10,0.98
10685,27996,15,0.53
10686,17111,4,0.22
10687,12929,9,0.28
10688,11009,17,0.46
10689,13003,10,0.19
10690,26713,11,0.44
10691,18312,4,0.27
10692,30191,11,0.75
10693,1494,3,0.01
10694,22635,7,0.18
10695,13529,5,0.13
10696,14204,7,0.86
10697,8399,10,0.73
10698,13009,16,0.83
10699,2455,10,0.39
10700,8897,3,0.32
10701,5128,4,0.83
10702,17674,7,0.83
10703,16660,2,0.31
10704,636,9,0.64
10705,28971,5,0.56
10706,12541,19,0.28
10707,14903,19,0.98
10708,350,13,0.28
10709,28490,12,0.27
10710,4340,16,0.56
10711,2135,1,0.45
10712,15046,5,0.76
10713,280,10,0.45
10714,435,14,0.4
10715,15079,11,0.6
10716,10477,12,0.11
10717,25788,11,0.43
10718,30123,15,0.34
10719,13652,8,0.11
10720,3036,10,0.68
10721,2903,17,0.76
10722,11589,5,0.55
10723,12914,14,0.42
10724,12542,14,0.39
10725,3399,11,0.88
10726,23065,19,0.74
10727,25133,2,0.29
10728,18249,9,0.29
10729,23520,14,0.92
10730,30767,11,0.84
10731,33520,18,0.84
10732,32096,1,0.78
10733,20528,6,0.2
10734,31792,12,0.42
10735,30023,10,0.53
10736,22186,16,0.78
10737,32090,12,0.38
10738,26001,17,0.47
10739,2640,1,0.64
10740,15129,6,0.27
10741,18472,10,0.07
10742,17383,9,0.48
10743,25429,9,0.81
10744,28,1,0.37
10745,9641,1,0.56
10746,32561,16,0.88
10747,18427,2,0.08
10748,21730,13,0.74
10749,31421,16,0.24
10750,23723,17,0.95
10751,14349,16,0.5
10752,27077,6,0.14
10753,183,17,0.92
10754,5384,3,0.11
10755,18679,10,0.02
10756,4328,12,0.62
10757,839,1,0.4
10758,24519,14,0.34
10759,5872,13,0.29
10760,5421,10,1.0
10761,17335,14,0.82
10762,9535,8,0.9
10763,13561,9,0.44
10764,22347,4,0.86
10765,4261,15,0.14
10766,30583,6,0.93
10767,34630,9,0.04
10768,7744,17,0.95
10769,21428,15,0.26
10770,2288,18,0.28
10771,18587,15,0.42
10772,7557,12,0.01
10773,24320,1,0.08
10774,33011,12,0.73
10775,30319,5,0.05
10776,29144,3,0.0
10777,5448,4,0.96
10778,29195,17,0.31
10779,32806,5,0.55
10780,14238,17,0.11
10781,10302,11,0.22
10782,10734,6,0.29
10783,15958,9,0.61
10784,9972,11,0.32
10785,26764,10,0.57
10786,3264,2,0.91
10787,2356,8,0.47
10788,2511,12,0.71
10789,18,15,0.38
10790,19445,18,0.38
10791,22423,12,0.58
10792,2770,4,0.78
10793,9898,17,0.74
10794,19550,14,0.78
10795,23036,10,0.18
10796,24001,17,0.3
10797,19694,12,0.52
10798,14642,17,0.22
10799,8431,11,0.25
10800,11000,17,0.39
10801,20924,5,0.64
10802,26607,19,0.68
10803,20653,18,0.89
10804,8893,18,0.47
10805,4851,4,0.65
10806,13997,3,0.6
10807,34196,1,0.11
10808,20712,5,0.48
10809,5367,9,0.17
10810,26254,13,0.36
10811,13602,15,0.83
10812,27029,9,0.8
10813,18742,3,0.6
10814,4629,15,0.29
10815,20857,2,0.75
10816,29968,4,0.39
10817,26297,9,0.58
10818,28585,14,0.45
10819,19918,10,0.04
10820,8595,3,0.34
10821,4918,12,0.58
10822,28525,11,0.64
10823,21508,4,0.68
10824,31300,19,0.65
10825,11026,5,0.84
10826,2792,6,0.61
10827,5891,17,0.03
10828,17144,6,0.58
10829,30721,17,0.34
10830,26402,10,0.8
10831,10172,18,0.7
10832,412,16,0.84
10833,8318,18,0.57
10834,7110,15,0.42
10835,19618,15,0.18
10836,16175,9,0.71
10837,30237,14,0.79
10838,23858,2,0.31
10839,6493,19,0.86
10840,22116,15,0.69
10841,10828,14,0.48
10842,30882,13,0.01
10843,18204,10,0.4
10844,1442,1,0.98
10845,18396,6,0.08
10846,8305,3,0.07
10847,8383,2,0.35
10848,18336,19,0.34
10849,27469,15,0.84
10850,28536,8,0.72
10851,30597,5,0.66
10852,8753,15,0.19
10853,1792,13,0.16
10854,54,9,0.01
10855,15802,9,0.33
10856,32222,19,0.96
10857,17950,16,0.98
10858,3332,14,0.03
10859,13383,1,0.18
10860,15980,9,0.01
10861,29090,7,0.89
10862,12832,4,0.06
10863,14602,5,0.57
10864,28650,1,0.49
10865,11004,10,0.68
10866,790,11,0.23
10867,29816,7,0.14
10868,31543,10,0.54
10869,4861,12,0.17
10870,17613,4,0.53
10871,15710,4,0.77
10872,9325,3,0.69
10873,18869,19,0.01
10874,3317,17,0.73
10875,28482,15,0.69
10876,16022,1,0.91
10877,28486,2,0.14
10878,730,8,0.08
10879,31323,12,0.84
10880,1999,4,0.45
10881,497,1,0.42
10882,1768,3,0.93
10883,26821,15,0.83
10884,30826,4,0.85
10885,24144,17,0.53
10886,12441,14,0.94
10887,34549,14,0.23
10888,376,4,0.04
10889,19983,9,0.18
10890,15676,10,0.61
10891,14368,10,0.04
10892,6356,4,0.91
10893,25370,12,0.37
10894,5079,7,0.66
10895,6823,9,0.75
10896,12597,12,0.67
10897,8872,15,0.21
10898,33519,8,0.12
10899,15259,12,0.79
10900,32304,6,0.87
10901,5133,3,0.78
10902,18149,12,0.05
10903,19238,14,0.25
10904,8324,10,0.68
10905,27166,13,0.36
10906,8958,15,0.16
10907,731,12,0.21
10908,21219,19,0.87
10909,22626,19,0.22
10910,9779,2,0.51
10911,10458,8,0.25
10912,1040,14,0.92
10913,30739,14,0.74
10914,21299,14,0.66
10915,13658,10,0.07
10916,9783,6,0.72
10917,21622,8,0.23
10918,456,7,0.38
10919,27347,4,0.64
10920,29094,2,0.94
10921,27116,1,0.45
10922,29547,3,0.85
10923,14846,11,0.91
10924,19014,5,0.01
10925,15849,13,0.82
10926,25398,7,0.6
10927,14145,10,0.92
10928,18826,13,0.93
10929,26597,18,0.28
10930,3466,15,0.55
10931,24623,16,0.71
10932,2892,10,0.5
10933,19837,16,0.44
10934,29489,7,0.61
10935,18255,15,0.33
10936,32144,4,0.47
10937,17010,15,0.95
10938,31890,17,0.25
10939,5161,12,0.67
10940,3194,7,0.04
10941,19623,18,0.96
10942,28203,17,0.43
10943,27098,11,0.61
10944,16203,1,0.48
10945,22167,9,0.56
10946,15742,8,0.41
10947,11468,17,0.71
10948,23898,16,0.91
10949,16766,13,0.24
10950,8710,5,0.49
10951,28314,6,0.57
10952,17611,15,0.41
10953,23106,17,0.07
10954,3349,13,0.39
10955,31861,13,0.92
10956,11665,17,0.36
10957,33900,17,0.87
10958,7610,11,0.11
10959,29394,4,0.48
10960,26119,5,0.89
10961,30283,8,0.56
10962,32670,7,0.0
10963,20422,14,0.15
10964,29070,13,0.23
10965,8767,4,0.32
10966,29299,3,0.34
10967,4754,8,0.15
10968,33531,15,0.48
10969,22019,16,0.43
10970,3735,1,0.85
10971,10627,7,0.83
10972,2623,7,0.12
10973,2951,2,0.99
10974,20274,15,0.63
10975,25921,19,0.5
10976,18213,1,0.26
10977,14537,10,0.95
10978,21288,10,0.3
10979,33022,3,0.63
10980,8149,17,0.62
10981,15292,2,0.52
10982,10589,4,0.07
10983,34995,15,0.87
10984,13759,2,0.9
10985,11809,2,0.54
10986,23372,14,0.62
10987,21147,18,0.87
10988,11590,19,0.26
10989,2716,7,0.62
10990,30092,3,0.18
10991,29854,17,0.26
10992,5650,2,0.02
10993,18829,12,0.88
10994,33662,15,0.65
10995,3865,16,0.61
10996,9837,5,0.66
10997,15872,14,0.79
10998,12106,12,0.7
10999,8478,11,0.87
11000,4889,17,0.75
11001,14057,18,0.89
11002,33824,6,0.12
11003,32908,14,0.4
11004,14116,13,0.65
11005,25995,18,0.01
11006,33608,7,0.38
11007,33560,19,0.27
11008,6885,12,0.28
11009,10436,19,0.6
11010,34419,19,0.51
11011,31361,6,0.13
11012,28974,9,0.31
11013,18732,4,0.25
11014,10263,14,0.59
11015,34388,10,0.41
11016,29444,9,0.02
11017,21585,4,0.95
11018,27864,16,0.57
11019,2850,7,0.66
11020,22045,13,0.89
11021,4771,2,0.79
11022,28015,7,0.64
11023,8441,8,0.21
11024,3465,12,0.15
11025,1720,3,0.47
11026,9935,15,0.81
11027,9992,17,0.19
11028,9483,4,0.69
11029,18710,14,0.77
11030,24686,5,0.15
11031,8047,8,0.18
11032,8412,3,0.81
11033,7377,4,0.66
11034,16363,7,0.77
11035,4482,1,0.97
11036,30114,14,0.44
11037,2908,15,0.48
11038,16768,11,0.35
11039,4577,8,0.55
11040,14607,10,0.5
11041,22463,1,0.26
11042,27040,19,0.23
11043,14040,16,0.21
11044,7633,8,0.35
11045,12310,7,0.34
11046,18667,18,0.73
11047,30305,6,0.64
11048,27887,13,0.95
11049,26127,15,0.73
11050,31760,5,0.42
11051,21716,5,0.73
11052,20696,6,0.54
11053,19316,15,0.9
11054,2733,18,0.09
11055,1292,7,0.15
11056,5257,9,0.9
11057,17959,7,0.24
11058,22442,10,0.83
11059,34277,5,0.24
11060,308,13,0.87
11061,1852,9,0.23
11062,12840,9,0.94
11063,21030,19,0.6
11064,20160,15,0.56
11065,11521,16,0.14
11066,18682,12,0.45
11067,24280,11,0.95
11068,4688,6,0.64
11069,17846,16,0.58
11070,32532,17,0.8
11071,16575,8,0.03
11072,23639,11,0.65
11073,22106,5,0.26
11074,3709,11,0.62
11075,25322,1,0.9
11076,2566,17,0.21
11077,12797,6,0.62
11078,1643,19,0.3
11079,33967,14,0.62
11080,11439,13,0.53
11081,26125,15,0.42
11082,27162,19,0.63
11083,11612,7,0.12
11084,25287,4,0.71
11085,30182,8,0.36
11086,7781,13,0.74
11087,8874,11,0.77
11088,4960,17,0.71
11089,31765,15,0.37
11090,5628,6,0.54
11091,17881,10,0.58
11092,5149,4,0.75
11093,12961,1,0.91
11094,25302,4,0.5
11095,26953,8,0.22
11096,24633,19,0.55
11097,1122,17,0.02
11098,15447,4,0.87
11099,15142,9,0.87
11100,4822,17,0.31
11101,28666,17,0.9
11102,25945,11,0.03
11103,11344,18,0.56
11104,22901,12,0.86
11105,25214,15,0.17
11106,19241,1,0.75
11107,26090,9,0.14
11108,30975,8,0.36
11109,14582,13,0.09
11110,15069,1,0.5
11111,22532,14,0.13
11112,1925,10,0.31
11113,4800,9,0.14
11114,21462,3,0.61
11115,13422,12,0.06
11116,31546,14,0.85
11117,2033,12,0.59
11118,3474,2,0.19
11119,13800,9,0.18
11120,8821,19,0.16
11121,3807,3,0.39
11122,5048,2,0.21
11123,23843,9,0.88
11124,8463,17,0.84
11125,10086,2,0.42
11126,15067,13,0.39
11127,11171,15,0.05
11128,7332,17,0.11
11129,34779,17,0.99
11130,21885,2,0.05
11131,22101,9,0.29
11132,12703,11,0.3
11133,15893,15,0.76
11134,19192,1,0.6
11135,25887,4,0.09
11136,11251,8,0.02
11137,20673,7,0.12
11138,877,12,0.54
11139,16586,8,0.16
11140,30704,19,0.28
11141,8829,16,0.12
11142,23072,1,0.99
11143,28774,15,0.21
11144,6360,18,0.55
11145,12885,7,0.0
11146,107,10,0.88
11147,4393,17,0.3
11148,29489,5,0.63
11149,11690,15,0.34
11150,19691,7,0.14
11151,1962,19,0.51
11152,8886,8,0.74
11153,18571,4,0.91
11154,6208,10,0.39
11155,6561,11,0.82
11156,10682,14,0.91
