inventory_event_id,part_id,stock_level,reorder_probability
9801,8835,478,0.58
9802,7930,364,0.01
9803,17395,173,0.45
9804,1411,245,0.39
9805,23249,396,0.24
9806,33539,2,0.84
9807,4266,309,0.8
9808,21162,50,0.49
9809,1160,374,0.92
9810,10018,421,0.29
9811,16425,458,0.64
9812,3378,129,0.8
9813,24018,1,0.56
9814,32101,236,0.61
9815,26774,493,0.36
9816,18439,47,0.09
9817,12399,18,0.84
9818,26860,300,0.46
9819,14085,360,0.54
9820,11357,202,0.37
9821,6468,200,0.43
9822,545,137,0.33
9823,5613,452,0.09
9824,6417,458,0.26
9825,1773,306,0.74
9826,32158,161,0.96
9827,31032,393,0.3
9828,8096,276,0.32
9829,33914,412,0.69
9830,1202,26,0.08
9831,17430,486,0.99
9832,19622,141,0.39
9833,9474,119,0.76
9834,12045,473,0.35
9835,728,327,0.77
9836,5648,310,0.57
9837,13471,15,0.25
9838,16291,273,0.02
9839,1525,337,0.87
9840,16053,337,0.35
9841,28235,413,0.56
9842,16654,216,0.21
9843,3321,261,0.91
9844,24892,230,0.08
9845,31449,288,0.33
9846,32966,484,0.34
9847,10965,112,0.32
9848,28772,175,0.3
9849,4795,400,0.72
9850,7841,409,0.88
9851,17813,441,0.81
9852,13623,189,0.42
9853,34667,12,0.02
9854,22669,437,0.26
9855,34367,210,0.34
9856,23349,479,0.99
9857,6964,127,0.62
9858,5660,442,0.33
9859,28404,159,0.34
9860,18618,8,0.23
9861,34803,189,0.08
9862,11573,93,0.42
9863,16842,6,0.2
9864,17407,105,0.4
9865,27616,270,0.25
9866,25578,23,0.99
9867,19371,384,0.93
9868,3646,163,0.42
9869,32642,83,0.75
9870,29181,366,0.5
9871,23815,135,0.52
9872,23787,211,0.46
9873,21752,187,0.89
9874,25513,252,0.99
9875,7790,203,0.19
9876,10211,484,0.67
9877,34342,50,0.29
9878,25812,203,0.54
9879,7720,224,0.72
9880,29608,46,0.16
9881,5977,263,0.77
9882,29768,46,0.67
9883,20844,355,0.42
9884,2595,31,0.32
9885,8267,128,0.66
9886,4397,89,0.3
9887,7628,486,0.1
9888,7259,282,0.15
9889,3072,1,0.86
9890,17871,481,0.03
9891,11037,307,0.86
9892,4522,185,0.52
9893,22184,135,0.97
9894,32047,261,0.45
9895,20466,103,0.23
9896,9291,175,0.8
9897,24777,248,0.65
9898,21213,161,0.9
9899,14776,324,0.03
9900,3357,29,0.93
9901,789,86,0.42
9902,11122,350,0.43
9903,9141,446,0.05
9904,22570,167,0.94
9905,7604,205,0.96
9906,25929,263,0.56
9907,29055,451,0.85
9908,29696,144,0.77
9909,19265,358,0.35
9910,19069,293,0.99
9911,25105,154,0.2
9912,28094,184,0.29
9913,9742,10,0.58
9914,27300,197,0.39
9915,28067,490,0.57
9916,8511,257,0.61
9917,11834,355,0.25
9918,956,170,0.62
9919,6680,307,0.58
9920,23466,445,0.73
9921,8330,21,0.62
9922,29875,260,0.2
9923,1551,487,0.43
9924,2956,67,0.98
9925,31510,150,0.95
9926,28853,20,0.42
9927,15095,364,0.64
9928,33297,332,0.99
9929,8923,328,0.22
9930,25348,143,0.42
9931,34658,74,0.61
9932,34976,355,0.02
9933,31127,346,0.38
9934,9272,229,0.56
9935,17346,280,0.24
9936,2654,168,0.13
9937,13576,314,0.01
9938,15074,6,0.06
9939,4305,269,0.78
9940,24957,287,0.56
9941,17652,453,0.26
9942,23010,353,0.34
9943,21869,131,0.04
9944,130,404,0.73
9945,21221,132,0.98
9946,6401,316,0.42
9947,11998,215,0.93
9948,21131,427,0.81
9949,28337,429,0.47
9950,26194,270,0.96
9951,10827,446,0.68
9952,1760,166,0.31
9953,20434,100,0.69
9954,2480,300,0.51
9955,8104,48,0.91
9956,15588,347,0.86
9957,5111,15,0.93
9958,17340,21,0.28
9959,34313,116,0.78
9960,13433,113,0.67
9961,1816,464,0.96
9962,28154,51,0.43
9963,10870,51,0.72
9964,1477,78,0.54
9965,33055,299,0.46
9966,30803,357,0.52
9967,33174,191,0.98
9968,17108,87,0.93
9969,29853,228,0.59
9970,9534,106,0.19
9971,9588,313,0.01
9972,29626,206,0.02
9973,16495,393,0.09
9974,454,450,0.79
9975,14181,285,0.29
9976,30297,427,0.62
9977,33866,40,0.49
9978,21652,454,0.98
9979,16155,480,0.08
9980,23652,273,0.62
9981,408,353,0.57
9982,20254,72,0.14
9983,6146,189,0.78
9984,786,42,0.84
9985,12266,483,0.83
9986,31524,350,0.3
9987,17486,71,0.23
9988,24325,328,0.95
9989,23381,268,0.18
9990,9931,406,0.72
9991,3733,69,0.59
9992,15601,243,0.88
9993,9656,155,0.47
9994,24584,152,0.88
9995,11227,345,0.94
9996,14375,174,0.61
9997,1639,483,0.28
9998,2649,464,0.95
9999,21959,366,0.92
10000,7059,330,0.85
10001,21638,413,0.09
10002,20791,382,0.83
10003,20793,106,0.06
10004,1608,395,0.58
10005,29301,301,0.48
10006,6152,441,0.74
10007,1336,308,0.02
10008,10759,208,0.15
10009,9154,471,0.48
10010,21670,310,0.7
10011,26523,317,0.65
10012,33485,16,0.25
10013,23229,321,0.2
10014,12657,361,0.54
10015,4177,305,0.7
10016,30257,115,0.95
10017,22897,494,0.84
10018,930,228,0.84
10019,16554,81,0.04
10020,9116,22,0.73
10021,20518,92,0.62
10022,7428,19,0.32
10023,3275,201,0.88
10024,30104,365,0.53
10025,29988,175,0.52
10026,5294,123,0.69
10027,5755,45,0.54
10028,29866,414,0.42
10029,15465,8,0.6
10030,10749,303,0.68
10031,2636,360,0.44
10032,18363,188,0.35
10033,3021,256,0.08
10034,1564,458,0.94
10035,5661,356,0.77
10036,9274,403,0.49
10037,28056,445,0.49
10038,28367,478,0.26
10039,13311,37,0.95
10040,9075,83,0.57
10041,4702,54,0.86
10042,32042,30,0.02
10043,2620,350,0.85
10044,5454,293,0.32
10045,13174,196,0.7
10046,900,136,0.52
10047,3637,87,0.17
10048,10326,167,0.78
10049,18172,228,0.89
10050,24133,444,0.37
10051,27231,336,0.18
10052,32976,103,0.3
10053,23851,262,0.4
10054,4121,76,0.24
10055,22850,309,0.5
10056,13336,37,0.38
10057,20936,360,0.76
10058,1526,309,0.36
10059,22971,87,0.08
10060,9174,73,0.33
10061,21466,95,0.82
10062,31307,292,0.91
10063,27256,379,0.42
10064,26066,315,0.81
10065,11705,180,0.6
10066,32120,424,0.51
10067,12257,322,0.03
10068,20028,116,0.49
10069,29983,252,0.61
10070,16820,280,0.2
10071,17884,337,0.26
10072,23194,341,0.25
10073,27553,46,0.11
10074,3659,280,0.08
10075,7824,325,0.04
10076,13121,346,0.51
10077,23934,178,0.65
10078,16586,45,0.57
10079,28602,331,0.53
10080,7720,114,0.1
10081,16045,322,0.94
10082,21388,430,0.91
10083,14247,31,0.98
10084,33606,322,0.56
10085,17974,192,0.12
10086,4474,388,0.96
10087,33583,239,0.55
10088,13445,38,0.27
10089,3681,282,0.95
10090,27280,396,0.18
10091,907,41,0.15
10092,12784,440,0.55
10093,19487,257,0.2
10094,13890,20,0.95
10095,10706,135,0.46
10096,26182,134,0.64
10097,22001,139,0.11
10098,4557,67,0.54
10099,31612,259,0.83
10100,22733,398,0.01
10101,19818,357,0.67
10102,23374,82,0.68
10103,11708,219,0.71
10104,34635,62,0.39
10105,14470,421,0.52
10106,26698,191,0.34
10107,31441,75,0.13
10108,27840,472,0.88
10109,4920,3,0.29
10110,1482,300,0.89
10111,29460,78,0.89
10112,34034,192,0.66
10113,9968,215,0.61
10114,27155,261,0.98
10115,12411,21,0.13
10116,31131,51,0.7
10117,32385,76,0.91
10118,7845,385,0.66
10119,31682,419,0.48
10120,26726,365,0.88
10121,29494,1,0.9
10122,29659,415,0.95
10123,10838,141,0.32
10124,14137,412,0.23
10125,2801,178,0.7
10126,21380,246,0.54
10127,7447,127,0.33
10128,28912,447,0.9
10129,15787,403,0.64
10130,1280,166,0.69
10131,24584,23,0.11
10132,5329,240,0.42
10133,3926,339,0.56
10134,8696,494,0.16
10135,5502,120,0.42
10136,18197,494,0.03
10137,25665,213,0.76
10138,18878,63,0.62
10139,8580,477,0.62
10140,14510,44,0.61
10141,32862,399,0.83
10142,17536,187,0.51
10143,17654,52,0.7
10144,25666,98,0.29
10145,886,302,0.77
10146,24619,223,0.77
10147,25358,154,0.08
10148,16288,242,0.85
10149,21506,373,0.12
10150,8972,468,0.78
10151,17479,410,0.99
10152,31242,120,0.81
10153,17720,215,0.63
10154,15985,329,0.89
10155,20731,363,0.4
10156,23163,368,0.62
10157,9882,60,0.54
10158,15266,285,0.04
10159,4174,278,0.35
10160,342,150,0.66
10161,19077,219,0.6
10162,27920,216,0.9
10163,27155,105,0.51
10164,26728,465,0.47
10165,11367,303,0.07
10166,6035,121,0.59
10167,6375,185,0.92
10168,24492,90,0.15
10169,12983,6,0.32
10170,25564,82,0.25
10171,4254,245,0.54
10172,24460,221,0.18
10173,27885,481,0.61
10174,12762,288,0.91
10175,14084,84,0.64
10176,6166,203,0.78
10177,17311,392,0.65
10178,10841,379,0.05
10179,91,390,0.97
10180,21686,61,0.71
10181,8052,110,0.42
10182,26053,407,0.86
10183,33997,312,0.87
10184,30178,365,0.9
10185,21873,61,0.78
10186,2468,28,0.96
10187,24738,132,0.03
10188,25746,297,0.56
10189,11223,79,0.96
10190,25517,470,0.76
10191,20331,349,0.93
10192,15955,106,0.28
10193,3111,158,0.03
10194,23500,139,0.88
10195,14265,441,0.44
10196,17453,80,0.45
10197,2600,273,0.68
10198,32795,261,0.19
10199,25479,1,0.49
10200,27102,95,0.24
10201,22458,93,0.29
10202,906,194,0.04
10203,27284,475,0.47
10204,23528,289,0.28
10205,26726,482,0.66
10206,8976,2,0.15
10207,10209,416,0.24
10208,29584,392,0.01
10209,10595,490,0.53
10210,21645,159,0.19
10211,2334,432,0.55
10212,6652,255,0.14
10213,12313,95,0.09
10214,23464,80,0.11
10215,11068,163,0.68
10216,1788,0,0.34
10217,5056,175,0.94
10218,28940,40,0.68
10219,18752,144,0.71
10220,14756,200,0.89
10221,1979,178,0.67
10222,15847,204,1.0
10223,26420,345,0.04
10224,28213,455,0.99
10225,30252,70,0.3
10226,26355,391,0.81
10227,22748,160,0.1
10228,6749,348,0.67
10229,30750,390,0.46
10230,14358,362,0.84
10231,24226,330,0.79
10232,31248,260,0.12
10233,17349,87,0.84
10234,29616,317,0.7
10235,18254,132,0.26
10236,13043,70,0.66
10237,26250,299,0.26
10238,806,146,0.17
10239,15323,343,0.85
10240,11670,245,0.25
10241,24501,473,0.76
10242,30402,156,0.87
10243,24370,360,0.3
10244,10520,289,0.25
10245,23060,73,0.95
10246,12000,215,0.85
10247,31208,51,0.16
10248,30723,211,0.39
10249,20252,408,0.34
10250,14403,125,0.6
10251,11496,40,0.21
10252,26572,313,0.91
10253,5026,222,0.79
10254,30844,79,0.9
10255,11090,250,0.88
10256,6832,333,0.81
10257,28638,328,1.0
10258,816,161,0.34
10259,6094,377,0.01
10260,21361,34,0.61
10261,24706,129,0.38
10262,15425,186,0.26
10263,18992,170,0.93
10264,23864,167,0.96
10265,16437,228,0.42
10266,17648,485,0.77
10267,18143,427,0.17
10268,2732,129,0.8
10269,18966,401,0.96
10270,8951,177,0.2
10271,62,20,0.06
10272,6493,355,0.15
10273,32153,191,0.98
10274,33751,42,0.48
10275,33451,385,0.15
10276,12001,297,0.23
10277,22607,220,0.1
10278,6504,150,0.21
10279,9160,151,0.43
10280,12851,397,0.36
10281,33095,347,0.45
10282,31697,198,0.16
10283,31080,151,0.35
10284,34171,124,0.4
10285,9558,166,0.79
10286,10335,274,0.73
10287,25919,426,0.53
10288,28846,442,0.05
10289,26297,34,0.44
10290,7824,297,0.52
10291,32355,55,0.61
10292,14898,1,0.72
10293,18048,52,0.98
10294,3193,147,0.46
10295,2114,381,0.64
10296,11364,38,0.54
10297,7785,168,0.5
10298,20206,377,0.2
10299,23393,360,0.77
10300,28248,241,0.33
10301,6690,163,0.05
10302,15520,260,0.94
10303,2396,92,0.63
10304,1554,81,0.98
10305,4187,222,0.04
10306,20970,77,0.93
10307,25621,416,0.88
10308,15221,346,0.76
10309,3636,163,0.08
10310,6310,327,0.17
10311,689,145,0.71
10312,11435,65,0.37
10313,5395,360,0.36
10314,9829,281,0.58
10315,22153,231,0.54
10316,24887,12,0.25
10317,10442,258,0.65
10318,16288,314,0.15
10319,12741,393,0.37
10320,11635,56,0.87
10321,26979,30,0.74
10322,14478,0,0.67
10323,31872,55,0.9
10324,28993,286,0.85
10325,21121,348,0.01
10326,708,235,0.84
10327,4475,254,0.42
10328,9656,120,0.23
10329,2449,261,0.69
10330,19353,42,0.47
10331,23001,377,0.35
10332,23300,132,0.14
10333,13846,322,0.98
10334,22738,428,0.83
10335,2751,452,0.62
10336,13871,408,0.33
10337,6716,425,0.03
10338,13101,452,0.14
10339,29600,89,0.85
10340,31288,359,0.69
10341,12209,405,0.15
10342,30009,154,0.93
10343,32818,423,0.85
10344,29372,21,0.68
10345,14366,138,0.16
10346,24420,387,0.84
10347,23557,301,0.25
10348,10905,480,0.28
10349,5432,292,0.86
10350,28121,293,0.33
10351,19326,244,0.15
10352,33214,249,0.86
10353,14235,100,0.22
10354,20894,417,0.97
10355,21390,493,0.19
10356,6613,260,0.33
10357,30718,295,0.49
10358,32946,229,0.43
10359,16660,310,0.78
10360,22673,237,0.56
10361,6369,126,0.84
10362,11161,485,0.3
10363,17118,308,0.42
10364,27193,112,0.28
10365,30806,488,0.33
10366,7418,198,0.28
10367,26381,244,0.06
10368,2991,46,0.19
10369,17918,223,0.91
10370,32601,168,0.6
10371,23310,474,0.72
10372,11431,128,0.25
10373,12247,353,0.84
10374,8109,71,0.52
10375,12837,491,0.08
10376,26970,433,0.4
10377,3715,113,0.92
10378,16370,72,0.16
10379,12816,407,0.94
10380,30802,220,0.69
10381,11297,74,0.31
10382,3215,237,0.17
10383,2008,211,0.91
10384,29437,350,0.44
10385,18832,79,0.26
10386,30886,374,0.16
10387,13404,294,0.28
10388,17648,128,0.54
10389,28312,155,0.42
10390,19888,282,0.34
10391,26759,139,0.13
10392,20138,74,0.51
10393,8774,460,0.01
10394,2994,457,0.43
10395,12711,331,0.43
10396,34885,360,0.47
10397,23544,162,0.23
10398,11451,93,0.61
10399,9279,375,0.01
10400,6810,373,0.19
10401,2935,280,0.59
10402,26093,385,0.08
10403,28573,171,0.56
10404,22240,377,0.85
10405,7607,78,0.32
10406,1976,275,0.08
10407,19903,133,0.25
10408,15787,479,0.89
10409,20810,350,0.76
10410,14357,37,0.62
10411,2823,388,0.25
10412,11489,421,0.34
10413,19119,280,0.61
10414,32127,282,0.35
10415,13579,117,0.59
10416,17595,341,0.41
10417,29041,437,0.94
10418,34756,173,0.56
10419,5114,112,0.59
10420,2119,5,0.09
10421,8971,390,0.68
10422,22646,162,0.51
10423,16041,383,0.77
10424,2176,195,0.9
10425,26056,141,0.3
10426,34856,93,0.46
10427,28700,371,0.26
10428,3634,303,0.28
10429,31312,228,0.78
10430,29423,263,0.48
10431,30157,8,0.41
10432,34448,484,0.65
10433,20254,45,0.45
10434,18678,295,0.23
10435,5401,167,0.97
10436,4729,428,0.95
10437,4469,91,0.41
10438,11237,379,0.99
10439,20167,316,0.64
10440,17873,281,0.55
10441,3411,0,0.84
10442,30172,141,0.52
10443,13261,164,0.21
10444,2840,44,0.47
10445,5737,162,0.0
10446,7448,346,0.29
10447,10933,145,0.25
10448,10057,281,0.51
10449,29174,445,0.12
10450,3909,327,0.47
10451,25953,50,0.4
10452,26764,200,0.57
10453,31030,275,0.44
10454,26873,101,0.27
10455,18011,267,0.89
10456,19233,159,0.56
10457,27425,240,0.11
10458,14840,431,0.04
10459,8862,102,0.81
10460,20642,386,0.67
10461,4594,440,0.35
10462,19704,128,0.28
10463,34636,436,0.13
10464,18379,207,0.76
10465,2209,360,0.43
10466,5373,180,0.49
10467,13679,300,0.45
10468,29030,54,0.96
10469,16958,61,0.62
10470,279,345,0.49
10471,15365,166,0.62
10472,21792,371,1.0
10473,17137,38,0.26
10474,34763,110,0.86
10475,26706,35,0.28
10476,20505,291,0.32
10477,7047,262,0.13
10478,4883,153,0.22
10479,18263,211,0.24
10480,24670,303,0.85
10481,4514,287,0.61
10482,34110,373,0.07
10483,23840,283,0.23
10484,33169,236,0.38
10485,27090,141,0.49
10486,30031,456,0.71
10487,16777,123,0.15
10488,20342,492,0.22
10489,13273,232,0.3
10490,22432,176,0.11
10491,1790,492,0.01
10492,11741,431,0.99
10493,19867,364,0.33
10494,21648,191,0.5
10495,3482,286,0.48
10496,4981,218,0.49
10497,2795,422,0.47
10498,28256,273,0.21
10499,29225,37,0.79
10500,33161,461,0.95
10501,15229,128,0.46
10502,12757,245,0.59
10503,11034,368,0.45
10504,14038,58,0.85
10505,17748,437,0.59
10506,5909,183,0.7
10507,18619,209,0.81
10508,32648,211,0.24
10509,29695,311,0.42
10510,33064,119,0.47
10511,14170,404,0.55
10512,26060,386,0.41
10513,433,265,0.82
10514,20615,237,0.19
10515,6858,274,0.59
10516,6889,16,0.24
10517,27815,285,0.06
10518,6685,284,0.84
10519,17812,105,0.15
10520,24778,391,0.49
10521,7685,425,0.14
10522,4857,208,0.29
10523,16513,112,0.23
10524,28686,48,0.16
10525,22557,314,0.95
10526,527,222,0.59
10527,351,275,0.06
10528,30720,220,0.46
10529,18613,7,0.13
10530,20061,98,0.85
10531,20890,257,0.16
10532,20001,321,0.59
10533,32817,288,0.81
10534,106,491,0.26
10535,21745,301,0.59
10536,2991,495,0.82
10537,20909,460,0.19
10538,15022,352,0.19
10539,12821,349,0.26
10540,17458,228,0.61
10541,6967,114,0.43
10542,14086,108,0.86
10543,10277,257,0.86
10544,666,19,0.78
10545,22709,319,0.57
10546,19106,445,0.38
10547,5949,479,0.11
10548,20154,407,0.41
10549,10952,179,0.31
10550,20922,227,0.61
10551,30734,292,0.12
10552,7114,119,0.9
10553,4799,42,0.48
10554,626,238,0.05
10555,30661,321,0.33
10556,25320,198,0.55
10557,27532,15,0.32
10558,8463,177,0.02
10559,1577,165,0.21
10560,6622,291,0.34
10561,21203,6,0.11
10562,18922,395,0.27
10563,28566,18,0.61
10564,27380,91,0.35
10565,23893,89,0.39
10566,4068,298,0.26
10567,28404,168,0.87
10568,4089,188,0.36
10569,4823,115,0.92
10570,19263,13,0.76
10571,8898,330,0.59
10572,29655,244,0.37
10573,9259,191,0.01
10574,2537,27,0.81
10575,28573,145,0.6
10576,4560,58,0.86
10577,32092,463,0.24
10578,6027,247,0.05
10579,33518,310,0.27
10580,9886,397,0.71
10581,34519,256,0.6
10582,31200,111,0.54
10583,4829,316,0.19
10584,26043,269,0.07
10585,31027,125,0.35
10586,21229,489,0.6
10587,4058,261,0.93
10588,19733,97,0.6
10589,4104,399,0.6
10590,12304,333,0.87
10591,1238,389,0.95
10592,25735,466,0.43
10593,20931,39,0.84
10594,29933,191,0.99
10595,8428,487,0.25
10596,14059,83,0.52
10597,8265,29,0.58
10598,30741,439,0.88
10599,4426,393,0.6
10600,6071,380,0.1
10601,4662,155,0.14
10602,21397,479,0.83
10603,1290,409,0.52
10604,31119,22,0.57
10605,9143,326,0.65
10606,225,409,0.9
10607,22612,435,0.53
10608,24088,384,0.45
10609,30798,341,0.88
10610,1090,345,0.44
10611,15062,352,0.48
10612,1879,286,0.17
10613,6175,144,0.23
10614,24499,76,0.81
10615,27168,431,0.5
10616,34490,32,0.42
10617,11197,408,0.23
10618,34388,128,0.38
10619,1810,21,0.87
10620,15564,221,0.62
10621,12236,333,0.8
10622,33500,6,0.2
10623,30441,9,0.81
10624,9756,194,0.97
10625,6660,412,0.56
10626,23102,14,0.93
10627,2039,466,0.66
10628,1951,48,0.14
10629,21941,83,0.89
10630,7282,80,0.07
10631,5645,364,0.18
10632,19845,102,0.43
10633,24068,222,0.18
10634,30866,216,0.14
10635,6811,469,0.37
10636,13811,480,0.16
10637,10185,257,0.23
10638,9875,190,0.29
10639,3494,131,0.22
10640,10795,251,0.13
10641,33168,111,0.58
10642,5476,83,0.82
10643,30479,481,0.09
10644,1438,168,0.15
10645,23033,149,0.48
10646,20926,430,0.03
10647,7490,246,0.91
10648,34403,223,0.82
10649,3139,43,0.53
10650,9935,389,0.71
10651,24059,334,0.98
10652,4997,285,0.48
10653,19544,498,0.91
10654,28702,451,0.46
10655,22471,169,0.52
10656,12467,211,0.28
10657,717,443,0.41
10658,9980,11,0.39
10659,23356,308,0.24
10660,12610,284,0.23
10661,23289,50,0.62
10662,27914,257,0.38
10663,1614,84,0.37
10664,33313,488,0.96
10665,30425,418,0.47
10666,1531,487,0.39
10667,30842,259,0.06
10668,18247,153,0.11
10669,19510,376,0.76
10670,33508,462,0.49
10671,6390,475,0.49
10672,26639,56,0.03
10673,1172,383,0.64
10674,28500,289,0.99
10675,15593,116,0.53
10676,591,412,0.61
10677,18193,45,0.7
10678,25380,427,0.14
10679,22858,175,0.74
10680,13719,187,0.27
10681,20771,181,0.35
10682,594,104,0.66
10683,19184,166,0.86
10684,4956,482,0.48
10685,3811,409,0.16
10686,20766,341,0.31
10687,28375,408,0.2
10688,8984,131,0.08
10689,12987,407,0.77
10690,375,389,0.54
10691,13316,226,0.63
10692,28546,235,0.3
10693,6016,64,0.33
10694,11141,13,0.74
10695,27438,288,0.02
10696,27433,428,0.17
10697,29952,469,0.86
10698,21604,83,0.42
10699,9684,193,0.21
10700,6924,313,0.35
10701,12774,228,0.09
10702,34518,193,0.36
10703,3466,498,0.35
10704,18602,291,0.54
10705,933,365,0.89
10706,11216,363,0.8
10707,20189,368,0.22
10708,34663,52,0.69
10709,21196,45,0.97
10710,29676,224,0.88
10711,22321,7,0.9
10712,14004,199,0.61
10713,19167,142,0.62
10714,24827,350,0.28
10715,2283,186,0.38
10716,1457,391,0.67
10717,3342,497,0.51
10718,8245,275,0.08
10719,31419,331,0.99
10720,22481,254,0.72
10721,12468,218,0.38
10722,24860,200,0.19
10723,29334,66,0.31
10724,31989,209,0.06
10725,7313,404,0.84
10726,27138,63,0.2
10727,10917,65,0.23
10728,34189,36,0.85
10729,15376,54,0.05
10730,9353,382,0.36
10731,19652,409,0.44
10732,21284,4,0.11
10733,28637,421,0.29
10734,13506,272,0.03
10735,14329,71,0.19
10736,23681,232,0.25
10737,1066,227,0.29
10738,1697,138,0.16
10739,32813,20,0.27
10740,26416,309,0.62
10741,3915,115,0.18
10742,16827,207,1.0
10743,12146,356,0.7
10744,33019,131,0.21
10745,5240,55,0.55
10746,32107,236,0.87
10747,28328,378,0.43
10748,27139,451,0.52
10749,32309,93,0.16
10750,8657,234,0.61
10751,30859,418,0.11
10752,8004,493,0.55
10753,26527,454,0.61
10754,23407,298,0.86
10755,21638,252,0.56
10756,270,493,0.28
10757,3848,451,0.9
10758,27533,199,0.25
10759,6026,158,0.7
10760,19392,179,0.99
10761,2440,296,0.05
10762,3787,494,0.41
10763,14054,235,0.5
10764,27770,430,0.81
10765,13747,426,0.11
10766,8737,282,0.94
10767,3013,174,0.92
10768,12760,84,0.08
10769,5251,328,0.87
10770,20593,370,0.45
10771,3265,237,0.69
10772,14414,357,0.97
10773,783,209,0.15
10774,1737,23,0.33
10775,3396,131,0.11
10776,18029,431,0.22
10777,3829,404,0.02
10778,17698,139,0.52
10779,24982,176,0.08
10780,20519,449,0.64
10781,1674,362,0.68
10782,14467,376,0.99
10783,28029,401,0.58
10784,34727,313,0.02
10785,6306,219,0.39
10786,34204,304,0.32
10787,27296,8,0.51
10788,33974,405,0.77
10789,11237,253,0.59
10790,30931,226,0.46
10791,15531,426,0.61
10792,17301,344,0.36
10793,9806,5,0.28
10794,30174,495,0.29
10795,25671,256,0.95
10796,34096,394,0.92
10797,24006,438,0.01
10798,2921,261,0.51
10799,3198,80,0.49
10800,11477,247,0.86
10801,29834,346,0.26
10802,24433,21,0.78
10803,33103,380,0.78
10804,27390,372,0.67
10805,26059,335,0.85
10806,10398,416,0.81
10807,15733,439,0.81
10808,14024,409,0.52
10809,17029,51,0.33
10810,3453,167,0.96
10811,11884,167,0.39
10812,12138,414,0.2
10813,33384,198,0.39
10814,10109,237,0.21
10815,24268,346,0.52
10816,8962,13,0.31
10817,11075,344,0.87
10818,29938,170,0.93
10819,21688,135,0.68
10820,13966,186,0.91
10821,17196,5,0.87
10822,33840,147,0.26
10823,22540,221,0.52
10824,23426,129,0.58
10825,17205,159,0.7
10826,24613,333,0.12
10827,15911,390,0.07
10828,24857,175,0.36
10829,1753,116,0.54
10830,10514,450,0.79
10831,3480,484,0.16
10832,34334,54,0.22
10833,21031,438,0.79
10834,8921,123,0.36
10835,1637,360,0.39
10836,3643,495,0.12
10837,12717,475,0.06
10838,5646,392,0.05
10839,32430,69,0.27
10840,10497,46,0.83
10841,2918,293,0.09
10842,9802,259,0.97
10843,33678,170,0.24
10844,23174,23,0.61
10845,15681,334,0.5
10846,23321,193,0.23
10847,17957,79,0.16
10848,34131,162,0.89
10849,9944,180,0.55
10850,10733,373,0.0
10851,5621,7,0.73
10852,25879,58,0.59
10853,9669,314,0.33
10854,8727,32,0.04
10855,15771,5,0.06
10856,23078,314,0.12
10857,31003,115,0.31
10858,14968,196,0.24
10859,2680,158,0.28
10860,26962,143,0.32
10861,24139,287,0.28
10862,25506,318,0.56
10863,28632,21,0.76
10864,17563,379,0.23
10865,12663,170,0.04
10866,17636,1,0.72
10867,12895,425,0.92
10868,11632,294,0.01
10869,28833,59,0.42
10870,28228,32,0.55
10871,14717,381,0.08
10872,25948,83,0.6
10873,13714,486,0.92
10874,25907,470,0.04
10875,18147,260,0.95
10876,10993,149,0.62
10877,10401,110,0.1
10878,22242,495,0.31
10879,8667,98,0.29
10880,3646,93,0.01
10881,22005,469,0.74
10882,4419,21,0.11
10883,14161,262,0.92
10884,6184,259,0.81
10885,11002,161,0.73
10886,26190,238,0.41
10887,14931,194,0.49
10888,30204,431,0.4
10889,4700,19,0.14
10890,23161,79,0.52
10891,4223,79,0.0
10892,29309,12,0.57
10893,29933,179,0.29
10894,17565,302,0.26
10895,32747,266,0.07
10896,21937,83,0.11
10897,15915,43,0.02
10898,14454,403,0.46
10899,31930,247,0.99
10900,34212,238,0.29
10901,15166,369,0.78
10902,8836,4,0.26
10903,30906,376,0.4
10904,11140,172,0.01
10905,22442,122,0.68
10906,5559,3,0.85
10907,7415,205,0.37
10908,20583,102,0.17
10909,5317,408,0.58
10910,174,441,0.8
10911,18265,142,0.4
10912,24709,491,0.28
10913,16933,411,0.7
10914,34801,351,0.51
10915,25865,488,0.79
10916,14892,243,0.57
10917,3315,427,0.54
10918,18103,174,0.79
10919,1152,251,0.71
10920,18254,461,0.44
10921,4372,412,0.95
10922,26076,369,0.57
10923,6668,198,0.16
10924,7064,266,0.02
10925,16233,354,0.27
10926,8467,177,0.15
10927,27675,167,0.44
10928,10727,423,0.55
10929,22262,408,0.7
10930,27832,416,0.98
10931,10591,270,0.03
10932,33626,96,0.45
10933,21134,204,0.42
10934,12419,334,0.53
10935,19349,334,0.5
10936,14289,322,0.8
10937,16151,352,0.47
10938,14022,16,0.94
10939,32776,484,0.27
10940,2713,175,0.81
10941,652,247,0.81
10942,23389,224,0.24
10943,8603,0,0.85
10944,24536,21,0.25
10945,29314,487,0.17
10946,7081,427,0.61
10947,14059,478,0.75
10948,7318,198,0.05
10949,30692,56,0.22
10950,16688,437,0.02
10951,1795,342,0.61
10952,26778,465,0.45
10953,34968,99,0.21
10954,6502,233,0.51
10955,12591,281,0.61
10956,23730,498,0.03
10957,17626,157,0.34
10958,17749,88,0.38
10959,28254,407,0.7
10960,31623,211,0.72
10961,7287,321,0.62
10962,23505,459,0.15
10963,12695,375,0.27
10964,22176,322,0.65
10965,32685,128,0.14
10966,4529,220,0.14
10967,8989,44,0.21
