part_id,part_name,criticality_level
6614,Engine,Medium
6615,Brake,Low
6616,Engine,Medium
6617,Engine,Low
6618,Sensor,High
6619,Engine,High
6620,Sensor,Low
6621,Engine,Low
6622,Engine,Low
6623,Sensor,High
6624,Battery,Low
6625,Battery,Low
6626,Brake,Medium
6627,Battery,Low
6628,Engine,Medium
6629,Sensor,High
6630,Sensor,Medium
6631,Sensor,Low
6632,Battery,High
6633,Engine,Low
6634,Engine,Medium
6635,Sensor,Low
6636,Engine,Low
6637,Brake,High
6638,Battery,Medium
6639,Engine,High
6640,Sensor,Medium
6641,Battery,Medium
6642,Sensor,High
6643,Engine,High
6644,Engine,Medium
6645,Sensor,High
6646,Battery,High
6647,Engine,High
6648,Brake,High
6649,Battery,Medium
6650,Sensor,High
6651,Brake,High
6652,Engine,High
6653,Engine,High
6654,Sensor,High
6655,Sensor,Low
6656,Sensor,Low
6657,Brake,High
6658,Engine,Low
6659,Battery,Low
6660,Battery,Low
6661,Brake,Low
6662,Battery,High
6663,Engine,Low
6664,Battery,Medium
6665,Brake,Medium
6666,Brake,Low
6667,Engine,High
6668,Brake,Low
6669,Battery,High
6670,Engine,High
6671,Sensor,Low
6672,Battery,Medium
6673,Engine,High
6674,Engine,Low
6675,Engine,Medium
6676,Engine,High
6677,Battery,High
6678,Engine,High
6679,Engine,Medium
6680,Engine,Low
6681,Sensor,Low
6682,Battery,High
6683,Sensor,Medium
6684,Brake,Medium
6685,Brake,Low
6686,Brake,High
6687,Engine,High
6688,Brake,Low
6689,Engine,Low
6690,Engine,Medium
6691,Engine,Medium
6692,Battery,Low
6693,Battery,Low
6694,Brake,High
6695,Brake,High
6696,Brake,High
6697,Battery,Medium
6698,Battery,Medium
6699,Battery,High
6700,Battery,Low
6701,Battery,High
6702,Brake,Medium
6703,Brake,Medium
6704,Sensor,Low
6705,Sensor,High
6706,Engine,Medium
6707,Sensor,Low
6708,Brake,Medium
6709,Sensor,High
6710,Sensor,High
6711,Battery,Low
6712,Brake,Low
6713,Sensor,Medium
6714,Sensor,Medium
6715,Sensor,Low
6716,Engine,High
6717,Battery,Medium
6718,Engine,High
6719,Brake,Medium
6720,Brake,High
6721,Battery,High
6722,Battery,Medium
6723,Engine,Low
6724,Battery,High
6725,Sensor,Low
6726,Brake,Low
6727,Sensor,Medium
6728,Engine,Low
6729,Battery,Low
6730,Engine,Medium
6731,Engine,Medium
6732,Engine,Medium
6733,Battery,Medium
6734,Brake,High
6735,Engine,High
6736,Sensor,High
6737,Brake,Low
6738,Sensor,Medium
6739,Sensor,High
6740,Sensor,High
6741,Engine,High
6742,Engine,High
6743,Sensor,High
6744,Engine,High
6745,Engine,Low
6746,Sensor,Medium
6747,Sensor,Low
6748,Sensor,Medium
6749,Sensor,Medium
6750,Brake,Low
6751,Sensor,Medium
6752,Engine,High
6753,Battery,Low
6754,Engine,High
6755,Battery,Low
6756,Brake,Medium
6757,Battery,Low
6758,Sensor,High
6759,Engine,Low
6760,Brake,High
6761,Battery,High
6762,Brake,Medium
6763,Engine,Medium
6764,Battery,High
6765,Battery,Low
6766,Engine,Medium
6767,Sensor,High
6768,Sensor,Low
6769,Battery,High
6770,Battery,Medium
6771,Battery,High
6772,Engine,Low
6773,Battery,High
6774,Engine,Low
6775,Sensor,Medium
6776,Battery,High
6777,Engine,High
6778,Battery,Low
6779,Battery,Medium
6780,Battery,Medium
6781,Brake,High
6782,Engine,Medium
6783,Brake,Medium
6784,Battery,Medium
6785,Engine,Medium
6786,Brake,Low
6787,Sensor,High
6788,Battery,Low
6789,Battery,Medium
6790,Battery,High
6791,Brake,Medium
6792,Sensor,Medium
6793,Engine,Low
6794,Sensor,Low
6795,Battery,Low
6796,Sensor,Medium
6797,Engine,Low
6798,Sensor,Low
6799,Battery,Medium
6800,Engine,Medium
6801,Sensor,Low
6802,Battery,Medium
6803,Brake,High
6804,Battery,Low
6805,Brake,High
6806,Battery,High
6807,Sensor,Low
6808,Engine,Medium
6809,Battery,Low
6810,Sensor,High
6811,Battery,High
6812,Sensor,High
6813,Engine,High
6814,Battery,Medium
6815,Engine,Medium
6816,Brake,Low
6817,Battery,Low
6818,Engine,Low
6819,Engine,High
6820,Brake,High
6821,Brake,Medium
6822,Battery,Low
6823,Engine,Medium
6824,Battery,Low
6825,Sensor,High
6826,Battery,High
6827,Sensor,Medium
6828,Brake,Low
6829,Engine,Medium
6830,Sensor,Low
6831,Sensor,Low
6832,Sensor,High
6833,Sensor,Low
6834,Brake,Low
6835,Sensor,High
6836,Sensor,Low
6837,Engine,Medium
6838,Battery,High
6839,Engine,High
6840,Brake,Low
6841,Brake,Low
6842,Engine,High
6843,Engine,Low
6844,Sensor,Medium
6845,Engine,Low
6846,Engine,Medium
6847,Battery,High
6848,Battery,Low
6849,Battery,Low
6850,Battery,High
6851,Brake,High
6852,Engine,High
6853,Sensor,Low
6854,Engine,Medium
6855,Battery,High
6856,Brake,High
6857,Brake,Medium
6858,Brake,High
6859,Engine,Medium
6860,Engine,Low
6861,Battery,Low
6862,Brake,Medium
6863,Brake,High
6864,Battery,Medium
6865,Engine,High
6866,Engine,High
6867,Battery,High
6868,Brake,Low
6869,Sensor,High
6870,Sensor,Medium
6871,Sensor,High
6872,Battery,Low
6873,Brake,Medium
6874,Brake,Low
6875,Sensor,Medium
6876,Battery,High
6877,Battery,Medium
6878,Brake,High
6879,Brake,Medium
6880,Sensor,Medium
6881,Sensor,High
6882,Battery,High
6883,Brake,Low
6884,Brake,Medium
6885,Brake,Low
6886,Battery,High
6887,Brake,Medium
6888,Brake,Medium
6889,Engine,High
6890,Sensor,Low
6891,Battery,Low
6892,Battery,High
6893,Brake,High
6894,Engine,Low
6895,Battery,Low
6896,Brake,Low
6897,Sensor,Low
6898,Brake,High
6899,Sensor,High
6900,Brake,Low
6901,Engine,Medium
6902,Engine,Low
6903,Engine,Medium
6904,Battery,Low
6905,Battery,High
6906,Battery,High
6907,Engine,Low
6908,Battery,High
6909,Engine,Medium
6910,Engine,Medium
6911,Brake,Low
6912,Brake,Low
6913,Brake,High
6914,Brake,High
6915,Sensor,Low
6916,Engine,Low
6917,Brake,High
6918,Brake,Low
6919,Engine,Medium
6920,Battery,Low
6921,Battery,Low
6922,Sensor,High
6923,Sensor,High
6924,Battery,High
6925,Battery,Low
6926,Battery,Medium
6927,Battery,High
6928,Sensor,Medium
6929,Engine,High
6930,Brake,Low
6931,Brake,Medium
6932,Battery,Low
6933,Sensor,High
6934,Brake,Low
6935,Sensor,High
6936,Sensor,Medium
6937,Battery,Medium
6938,Brake,Medium
6939,Engine,Low
6940,Sensor,Low
6941,Battery,Low
6942,Engine,Medium
6943,Brake,High
6944,Engine,Low
6945,Engine,Medium
6946,Sensor,High
6947,Battery,High
6948,Battery,Medium
6949,Engine,High
6950,Brake,High
6951,Brake,Low
6952,Brake,Low
6953,Battery,High
6954,Battery,Low
6955,Battery,Low
6956,Battery,Low
6957,Battery,Low
6958,Brake,High
6959,Engine,Low
6960,Sensor,High
6961,Battery,High
6962,Sensor,Medium
6963,Sensor,Low
6964,Sensor,High
6965,Sensor,High
6966,Brake,Medium
6967,Brake,Medium
6968,Sensor,Medium
6969,Brake,Medium
6970,Sensor,Low
6971,Battery,High
6972,Brake,Medium
6973,Brake,Medium
6974,Brake,High
6975,Battery,High
6976,Sensor,Low
6977,Engine,Medium
6978,Engine,High
6979,Engine,High
6980,Brake,Medium
6981,Battery,Medium
6982,Battery,High
6983,Brake,Medium
6984,Battery,High
6985,Battery,Low
6986,Engine,Low
6987,Brake,Medium
6988,Brake,High
6989,Engine,Medium
6990,Engine,Medium
6991,Battery,Medium
6992,Battery,Low
6993,Engine,Low
6994,Engine,Low
6995,Brake,Medium
6996,Brake,High
6997,Sensor,High
6998,Engine,Medium
6999,Engine,Medium
7000,Battery,High
7001,Sensor,Medium
7002,Sensor,Low
7003,Brake,Low
7004,Engine,Medium
7005,Engine,Low
7006,Sensor,High
7007,Brake,Medium
7008,Engine,Low
7009,Brake,High
7010,Battery,Medium
7011,Brake,Low
7012,Battery,Low
7013,Battery,Low
7014,Sensor,Medium
7015,Battery,Low
7016,Sensor,Medium
7017,Battery,Low
7018,Sensor,Low
7019,Sensor,Low
7020,Brake,Medium
7021,Brake,Low
7022,Sensor,Low
7023,Battery,High
7024,Engine,Medium
7025,Battery,High
7026,Sensor,Low
7027,Battery,High
7028,Battery,High
7029,Sensor,Medium
7030,Sensor,Low
7031,Engine,High
7032,Engine,Medium
7033,Battery,Medium
7034,Sensor,High
7035,Brake,Low
7036,Engine,Low
7037,Engine,Low
7038,Battery,High
7039,Sensor,High
7040,Brake,High
7041,Sensor,Low
7042,Brake,Medium
7043,Sensor,High
7044,Brake,Low
7045,Engine,Low
7046,Engine,High
7047,Battery,Low
7048,Battery,Medium
7049,Engine,Medium
7050,Brake,Low
7051,Sensor,Medium
7052,Brake,Low
7053,Engine,Low
7054,Engine,Medium
7055,Battery,Medium
7056,Brake,Medium
7057,Brake,Medium
7058,Sensor,Low
7059,Sensor,Low
7060,Brake,High
7061,Battery,Low
7062,Engine,Medium
7063,Sensor,Medium
7064,Battery,Medium
7065,Engine,Low
7066,Engine,Low
7067,Battery,High
7068,Engine,Medium
7069,Engine,Low
7070,Battery,High
7071,Sensor,Medium
7072,Engine,Medium
7073,Engine,High
7074,Battery,Medium
7075,Engine,High
7076,Sensor,High
7077,Sensor,Low
7078,Brake,Low
7079,Battery,Low
7080,Sensor,High
7081,Battery,Low
7082,Battery,Low
7083,Sensor,High
7084,Battery,High
7085,Engine,High
7086,Brake,High
7087,Brake,High
7088,Battery,High
7089,Battery,Low
7090,Sensor,Low
7091,Sensor,Medium
7092,Battery,High
7093,Battery,Low
7094,Sensor,High
7095,Engine,Medium
7096,Battery,Medium
7097,Brake,High
7098,Battery,High
7099,Battery,Low
7100,Brake,Medium
7101,Sensor,Low
7102,Brake,Medium
7103,Engine,Low
7104,Brake,Medium
7105,Sensor,Medium
7106,Sensor,Low
7107,Battery,Low
7108,Sensor,Medium
7109,Brake,High
7110,Battery,Medium
7111,Engine,High
7112,Engine,Low
7113,Brake,Medium
7114,Engine,High
7115,Sensor,Medium
7116,Battery,Low
7117,Engine,Medium
7118,Engine,Medium
7119,Engine,Low
7120,Engine,Low
7121,Battery,Medium
7122,Battery,High
7123,Battery,High
7124,Battery,Low
7125,Engine,Low
7126,Engine,Medium
7127,Engine,Medium
7128,Brake,Low
7129,Engine,High
7130,Brake,High
7131,Sensor,High
7132,Engine,Low
7133,Brake,High
7134,Engine,Low
7135,Brake,Medium
7136,Sensor,Low
7137,Sensor,Medium
7138,Engine,Medium
7139,Sensor,Medium
7140,Battery,Low
7141,Sensor,Low
7142,Sensor,Medium
7143,Sensor,Medium
7144,Engine,Low
7145,Battery,Low
7146,Engine,Medium
7147,Battery,Low
7148,Brake,Medium
7149,Sensor,High
7150,Brake,High
7151,Battery,Low
7152,Battery,High
7153,Brake,Medium
7154,Battery,High
7155,Brake,High
7156,Brake,Medium
7157,Battery,High
7158,Battery,Low
7159,Sensor,High
7160,Battery,High
7161,Brake,High
7162,Engine,Low
7163,Brake,Medium
7164,Engine,Medium
7165,Brake,High
7166,Sensor,Medium
7167,Battery,Low
7168,Brake,Low
7169,Sensor,Medium
7170,Battery,High
7171,Engine,Medium
7172,Battery,Medium
7173,Battery,Low
7174,Battery,Medium
7175,Brake,High
7176,Battery,High
7177,Brake,High
7178,Sensor,High
7179,Engine,Medium
7180,Brake,Low
7181,Engine,High
7182,Battery,High
7183,Sensor,Medium
7184,Battery,Medium
7185,Engine,Medium
7186,Sensor,Medium
7187,Brake,Low
7188,Battery,Medium
7189,Sensor,Low
7190,Brake,High
7191,Brake,High
7192,Brake,High
7193,Sensor,Low
7194,Sensor,Medium
7195,Engine,High
7196,Engine,High
7197,Brake,High
7198,Engine,Medium
7199,Brake,Medium
7200,Brake,Medium
7201,Sensor,Medium
7202,Battery,Low
7203,Sensor,High
7204,Engine,Medium
7205,Engine,Medium
7206,Brake,High
7207,Brake,Low
7208,Engine,High
7209,Battery,Medium
7210,Engine,Medium
7211,Brake,Low
7212,Sensor,High
7213,Battery,High
7214,Sensor,High
7215,Sensor,Medium
7216,Sensor,Low
7217,Engine,Low
7218,Sensor,High
7219,Sensor,High
7220,Brake,Low
7221,Sensor,Medium
7222,Sensor,High
7223,Brake,Medium
7224,Battery,High
7225,Battery,Low
7226,Brake,High
7227,Engine,High
7228,Engine,High
7229,Battery,High
7230,Battery,Medium
7231,Sensor,Low
7232,Sensor,Medium
7233,Engine,Low
7234,Engine,Low
7235,Sensor,Medium
7236,Brake,Medium
7237,Sensor,Low
7238,Brake,Medium
7239,Engine,High
7240,Sensor,High
7241,Brake,Medium
7242,Brake,High
7243,Engine,Low
7244,Sensor,Medium
7245,Sensor,Medium
7246,Engine,Medium
7247,Brake,High
7248,Brake,Medium
7249,Battery,Medium
7250,Brake,High
7251,Engine,High
7252,Brake,Low
7253,Sensor,High
7254,Battery,Medium
7255,Battery,Medium
7256,Engine,Low
7257,Sensor,High
7258,Battery,Low
7259,Engine,High
7260,Engine,Low
7261,Sensor,Low
7262,Brake,Low
7263,Sensor,Low
7264,Battery,Medium
7265,Battery,High
7266,Brake,High
7267,Engine,Medium
7268,Brake,Medium
7269,Battery,Medium
7270,Battery,Medium
7271,Battery,Medium
7272,Brake,High
7273,Brake,Medium
7274,Sensor,Low
7275,Engine,Low
7276,Brake,Low
7277,Battery,Low
7278,Sensor,Medium
7279,Engine,High
7280,Sensor,Medium
7281,Engine,High
7282,Brake,High
7283,Brake,Low
7284,Engine,Low
7285,Engine,High
7286,Battery,High
7287,Engine,Medium
7288,Engine,Medium
7289,Brake,Low
7290,Engine,Medium
7291,Battery,Medium
7292,Brake,Low
7293,Brake,Low
7294,Brake,Low
7295,Brake,Medium
7296,Brake,Medium
7297,Battery,High
7298,Brake,Low
7299,Brake,High
7300,Battery,Medium
7301,Sensor,Medium
7302,Engine,Low
7303,Battery,Low
7304,Battery,High
7305,Battery,Low
7306,Sensor,Medium
7307,Sensor,Low
7308,Battery,High
7309,Battery,Medium
7310,Brake,High
7311,Sensor,High
7312,Brake,Low
7313,Sensor,Medium
7314,Sensor,High
7315,Sensor,Medium
7316,Brake,Medium
7317,Engine,Low
7318,Battery,Low
7319,Sensor,High
7320,Engine,Low
7321,Brake,Medium
7322,Brake,Low
7323,Sensor,High
7324,Battery,High
7325,Brake,Medium
7326,Battery,Low
7327,Sensor,Low
7328,Battery,Medium
7329,Battery,Low
7330,Brake,High
7331,Battery,Medium
7332,Engine,Low
7333,Battery,Medium
7334,Battery,Medium
7335,Sensor,Low
7336,Battery,Medium
7337,Brake,Low
7338,Sensor,High
7339,Engine,High
7340,Engine,Low
7341,Battery,Medium
7342,Battery,High
7343,Battery,Low
7344,Engine,High
7345,Engine,Medium
7346,Brake,Low
7347,Sensor,Low
7348,Brake,High
7349,Sensor,High
7350,Engine,Low
7351,Engine,Medium
7352,Battery,Low
7353,Engine,High
7354,Battery,High
7355,Battery,Medium
7356,Engine,Low
7357,Brake,High
7358,Brake,High
7359,Battery,Low
7360,Sensor,Medium
7361,Sensor,Low
7362,Sensor,High
7363,Engine,High
7364,Brake,Medium
7365,Battery,Medium
7366,Battery,Medium
7367,Engine,Low
7368,Sensor,Medium
7369,Sensor,Medium
7370,Engine,Low
7371,Engine,Medium
7372,Battery,Medium
7373,Brake,Medium
7374,Brake,Low
7375,Brake,High
7376,Sensor,High
7377,Battery,High
7378,Battery,Low
7379,Engine,Medium
7380,Engine,Low
7381,Battery,Medium
7382,Battery,Low
7383,Engine,Medium
7384,Brake,Medium
7385,Sensor,Low
7386,Brake,High
7387,Brake,Low
7388,Sensor,High
7389,Engine,Low
7390,Sensor,Medium
7391,Brake,Medium
7392,Battery,High
7393,Battery,High
7394,Engine,Medium
7395,Sensor,High
7396,Brake,Medium
7397,Battery,High
7398,Engine,High
7399,Brake,Low
7400,Battery,Medium
7401,Brake,Low
7402,Engine,Low
7403,Battery,High
7404,Engine,High
7405,Battery,Medium
7406,Battery,Low
7407,Battery,Low
7408,Brake,High
7409,Engine,Medium
7410,Engine,Medium
7411,Brake,High
7412,Engine,Low
7413,Brake,High
7414,Battery,Medium
7415,Brake,High
7416,Sensor,Medium
7417,Brake,High
7418,Brake,Medium
7419,Sensor,Medium
7420,Battery,Low
7421,Battery,Low
7422,Brake,High
7423,Battery,Low
7424,Sensor,Medium
7425,Battery,High
7426,Battery,High
7427,Battery,Low
7428,Brake,High
7429,Battery,Low
7430,Sensor,Low
7431,Engine,Medium
7432,Engine,High
7433,Brake,Low
7434,Battery,Medium
7435,Battery,Low
7436,Engine,High
7437,Sensor,Low
7438,Battery,Medium
7439,Brake,Low
7440,Sensor,High
7441,Engine,High
7442,Brake,Medium
7443,Engine,Low
7444,Brake,High
7445,Brake,Low
7446,Battery,High
7447,Battery,Medium
7448,Battery,Low
7449,Battery,Low
7450,Battery,Medium
7451,Engine,Medium
7452,Brake,Medium
7453,Brake,High
7454,Battery,High
7455,Sensor,Low
7456,Brake,High
7457,Brake,Medium
7458,Battery,Low
7459,Brake,High
7460,Sensor,Low
7461,Brake,High
7462,Brake,Low
7463,Brake,Low
7464,Brake,Medium
7465,Battery,Medium
7466,Sensor,High
7467,Battery,Low
7468,Brake,High
7469,Battery,Medium
7470,Sensor,High
7471,Battery,High
7472,Sensor,Low
7473,Battery,High
7474,Battery,Low
7475,Sensor,Low
7476,Sensor,High
7477,Battery,Low
7478,Brake,High
7479,Sensor,High
7480,Sensor,Low
7481,Sensor,Low
7482,Sensor,High
7483,Battery,High
7484,Battery,Low
7485,Engine,Medium
7486,Battery,Medium
7487,Brake,Low
7488,Battery,Low
7489,Engine,High
7490,Sensor,Medium
7491,Brake,High
7492,Battery,Medium
7493,Engine,High
7494,Engine,High
7495,Battery,Medium
7496,Battery,High
7497,Battery,Medium
7498,Engine,Medium
7499,Sensor,High
7500,Sensor,High
7501,Brake,Medium
7502,Battery,High
7503,Battery,Low
7504,Sensor,Medium
7505,Battery,High
7506,Brake,Medium
7507,Sensor,Medium
7508,Battery,Low
7509,Engine,High
7510,Engine,High
7511,Brake,Low
7512,Sensor,Low
7513,Brake,Low
7514,Battery,Low
7515,Sensor,Medium
7516,Battery,Low
7517,Battery,Medium
7518,Engine,High
7519,Engine,High
7520,Brake,Low
7521,Engine,High
7522,Battery,Medium
7523,Brake,High
7524,Brake,High
7525,Battery,Low
7526,Battery,Low
7527,Sensor,Medium
7528,Battery,Medium
7529,Battery,Low
7530,Engine,High
7531,Engine,Medium
7532,Engine,Medium
7533,Engine,Medium
7534,Engine,Low
7535,Sensor,Low
7536,Battery,Medium
7537,Sensor,High
7538,Sensor,Low
7539,Brake,Medium
7540,Battery,Medium
7541,Engine,Medium
7542,Engine,High
7543,Brake,High
7544,Brake,Medium
7545,Battery,Medium
7546,Battery,Medium
7547,Brake,Medium
7548,Sensor,High
7549,Engine,Low
7550,Sensor,High
7551,Battery,Low
7552,Sensor,Low
7553,Sensor,High
7554,Battery,Low
7555,Battery,High
7556,Sensor,Medium
7557,Sensor,Medium
7558,Sensor,High
7559,Battery,Medium
7560,Battery,Low
7561,Engine,Medium
7562,Brake,Medium
7563,Brake,Low
7564,Brake,Low
7565,Battery,High
7566,Engine,Medium
7567,Battery,High
7568,Sensor,Low
7569,Battery,High
7570,Battery,Medium
7571,Sensor,Medium
7572,Battery,High
7573,Brake,High
7574,Brake,Low
7575,Sensor,High
7576,Brake,Low
7577,Engine,High
7578,Engine,High
7579,Battery,Low
7580,Battery,High
7581,Brake,Low
7582,Sensor,Medium
7583,Sensor,Low
7584,Battery,High
7585,Brake,Low
7586,Engine,High
7587,Sensor,Low
7588,Sensor,High
7589,Brake,Low
7590,Engine,High
7591,Sensor,Low
7592,Battery,Medium
7593,Brake,Low
7594,Engine,Low
7595,Battery,Low
7596,Engine,Medium
7597,Engine,Low
7598,Engine,Medium
7599,Battery,Low
7600,Battery,Medium
7601,Engine,High
7602,Sensor,Medium
7603,Brake,Medium
7604,Battery,High
7605,Battery,Medium
7606,Engine,Low
7607,Battery,Low
7608,Engine,Low
7609,Battery,Medium
7610,Engine,High
7611,Battery,Low
7612,Engine,High
7613,Engine,Low
7614,Brake,High
7615,Sensor,Low
7616,Brake,High
7617,Brake,Low
7618,Brake,Medium
7619,Battery,High
7620,Sensor,Medium
7621,Engine,High
7622,Engine,Low
7623,Engine,High
7624,Brake,Low
7625,Battery,Low
7626,Sensor,Low
7627,Sensor,High
7628,Sensor,High
7629,Battery,Low
7630,Battery,Low
7631,Brake,Medium
7632,Sensor,Medium
7633,Engine,Medium
7634,Battery,Medium
7635,Sensor,Low
7636,Sensor,Low
7637,Brake,Low
7638,Engine,Low
7639,Engine,High
7640,Sensor,Low
7641,Battery,Low
7642,Battery,High
7643,Engine,Medium
7644,Battery,Medium
7645,Sensor,Low
7646,Engine,Low
7647,Brake,Medium
7648,Battery,High
7649,Battery,Low
7650,Battery,Medium
7651,Sensor,Low
7652,Battery,Low
7653,Brake,High
7654,Battery,Low
7655,Brake,High
7656,Battery,High
7657,Engine,Low
7658,Sensor,High
7659,Sensor,Low
7660,Sensor,High
7661,Engine,Medium
7662,Brake,High
7663,Sensor,Medium
7664,Brake,High
7665,Battery,Medium
7666,Battery,Medium
7667,Brake,Low
7668,Engine,High
7669,Brake,Low
7670,Battery,Medium
7671,Engine,Low
7672,Sensor,High
7673,Battery,Medium
7674,Sensor,Low
7675,Brake,High
7676,Engine,Medium
7677,Engine,Medium
7678,Engine,Medium
7679,Battery,High
7680,Brake,Medium
7681,Engine,High
7682,Battery,High
7683,Brake,High
7684,Brake,High
7685,Sensor,Low
7686,Engine,Low
7687,Sensor,High
7688,Sensor,Medium
7689,Engine,Low
7690,Brake,Low
7691,Sensor,High
7692,Sensor,Low
7693,Battery,Medium
7694,Brake,High
7695,Battery,High
7696,Sensor,High
7697,Brake,Medium
7698,Brake,Medium
7699,Sensor,Low
7700,Battery,Low
7701,Sensor,Medium
7702,Brake,Medium
7703,Sensor,Low
7704,Brake,Medium
7705,Brake,Medium
7706,Engine,Medium
7707,Battery,Medium
7708,Brake,High
7709,Battery,Medium
7710,Engine,Low
7711,Battery,Medium
7712,Engine,Low
7713,Sensor,Medium
7714,Brake,High
7715,Brake,Low
7716,Battery,Low
7717,Engine,Low
7718,Battery,High
7719,Engine,Low
7720,Sensor,Medium
7721,Brake,Low
7722,Brake,High
7723,Sensor,High
7724,Engine,Medium
7725,Engine,High
7726,Engine,Medium
7727,Brake,Low
7728,Engine,Medium
7729,Sensor,High
7730,Engine,High
7731,Battery,Low
7732,Engine,Low
7733,Sensor,High
7734,Brake,Low
7735,Engine,Low
7736,Battery,High
7737,Battery,Low
7738,Sensor,Low
7739,Engine,High
7740,Engine,Medium
7741,Engine,High
7742,Battery,Medium
7743,Brake,Medium
7744,Engine,High
7745,Battery,Low
7746,Brake,High
7747,Sensor,Medium
7748,Sensor,High
7749,Battery,Medium
7750,Battery,Medium
7751,Engine,High
7752,Sensor,High
7753,Engine,Medium
7754,Engine,Low
7755,Sensor,Medium
7756,Sensor,High
7757,Sensor,Low
7758,Brake,Medium
7759,Engine,High
7760,Engine,Low
7761,Sensor,Low
7762,Sensor,Medium
7763,Sensor,High
7764,Sensor,Medium
7765,Sensor,Medium
7766,Brake,High
7767,Battery,Medium
7768,Engine,Medium
7769,Battery,Low
7770,Brake,Medium
7771,Engine,High
7772,Sensor,Low
7773,Brake,High
7774,Brake,Medium
7775,Sensor,Low
7776,Sensor,Low
7777,Battery,High
7778,Engine,High
7779,Brake,Medium
7780,Sensor,Medium
7781,Brake,Low
7782,Engine,Low
7783,Sensor,Medium
7784,Sensor,Medium
7785,Engine,High
7786,Sensor,High
7787,Engine,High
7788,Sensor,Low
7789,Engine,Low
7790,Brake,Low
7791,Engine,Medium
7792,Battery,Medium
7793,Brake,Medium
7794,Brake,High
7795,Sensor,High
7796,Sensor,High
7797,Battery,High
7798,Brake,High
7799,Sensor,Medium
7800,Battery,Medium
7801,Engine,Low
7802,Engine,Low
7803,Battery,Medium
7804,Engine,Low
7805,Engine,Low
7806,Brake,Low
7807,Brake,Low
7808,Engine,High
7809,Engine,Medium
7810,Battery,Low
7811,Brake,High
7812,Battery,Low
7813,Brake,Medium
7814,Battery,Medium
7815,Sensor,Low
7816,Battery,High
7817,Sensor,Medium
7818,Engine,Medium
7819,Brake,Low
7820,Brake,Medium
7821,Sensor,Medium
7822,Brake,Medium
7823,Sensor,Low
7824,Sensor,Medium
7825,Battery,Low
7826,Battery,Low
7827,Battery,High
7828,Battery,High
7829,Sensor,Medium
7830,Brake,Low
7831,Sensor,High
7832,Brake,Low
7833,Engine,Low
7834,Brake,Medium
7835,Engine,Medium
7836,Engine,Medium
7837,Battery,Medium
7838,Brake,Low
7839,Sensor,Low
7840,Battery,High
7841,Engine,Low
7842,Brake,Medium
7843,Sensor,Medium
7844,Engine,High
7845,Sensor,High
7846,Engine,Medium
7847,Brake,Medium
7848,Brake,Medium
7849,Battery,Low
7850,Battery,High
7851,Sensor,Low
7852,Brake,Medium
7853,Battery,Low
7854,Engine,Medium
7855,Battery,Low
7856,Engine,High
7857,Sensor,Low
7858,Battery,Low
7859,Engine,High
7860,Sensor,Medium
7861,Battery,Low
7862,Sensor,High
7863,Engine,Medium
7864,Brake,Medium
7865,Battery,High
7866,Engine,High
7867,Sensor,High
7868,Sensor,Low
7869,Brake,Low
7870,Sensor,Medium
7871,Brake,Low
7872,Sensor,Medium
7873,Engine,Medium
7874,Brake,Medium
7875,Brake,High
7876,Engine,High
7877,Battery,High
7878,Battery,Medium
7879,Brake,Low
7880,Engine,High
7881,Battery,High
7882,Battery,Low
7883,Sensor,Low
7884,Battery,Medium
7885,Engine,Low
7886,Engine,Low
7887,Engine,Low
7888,Sensor,Low
7889,Brake,Medium
7890,Engine,Low
7891,Sensor,Medium
7892,Brake,Low
7893,Engine,Medium
7894,Brake,Medium
7895,Engine,Medium
7896,Battery,High
7897,Sensor,Low
7898,Engine,Medium
7899,Battery,Low
7900,Engine,Medium
7901,Battery,Medium
7902,Sensor,Low
7903,Engine,Medium
7904,Engine,Medium
7905,Sensor,High
7906,Brake,High
7907,Brake,High
7908,Sensor,High
7909,Brake,Low
7910,Battery,Low
7911,Sensor,Low
7912,Battery,Medium
7913,Engine,High
7914,Brake,Low
7915,Brake,High
7916,Brake,Medium
7917,Battery,High
7918,Sensor,High
7919,Engine,High
7920,Engine,Low
7921,Engine,Low
7922,Engine,Medium
7923,Engine,High
7924,Engine,Low
7925,Sensor,High
7926,Sensor,High
7927,Brake,Low
7928,Battery,Low
7929,Brake,High
7930,Brake,Medium
7931,Battery,Medium
7932,Sensor,Medium
7933,Sensor,Medium
7934,Engine,High
7935,Engine,Low
7936,Battery,Low
7937,Battery,Low
7938,Brake,High
7939,Brake,Medium
7940,Battery,High
7941,Battery,Medium
7942,Battery,Medium
7943,Engine,Low
7944,Engine,Low
7945,Battery,Low
7946,Sensor,Medium
7947,Engine,High
7948,Engine,Medium
7949,Sensor,Low
7950,Battery,Low
7951,Sensor,Medium
7952,Battery,High
7953,Engine,High
7954,Sensor,High
7955,Sensor,High
7956,Battery,High
7957,Brake,Medium
7958,Battery,Medium
7959,Engine,Low
7960,Brake,Medium
7961,Battery,Low
7962,Battery,Low
7963,Brake,Low
7964,Engine,Medium
7965,Engine,Low
7966,Engine,Low
7967,Brake,Low
7968,Sensor,Low
7969,Battery,Low
7970,Brake,High
7971,Brake,Medium
7972,Engine,Low
7973,Battery,Medium
7974,Brake,High
7975,Battery,Low
7976,Brake,Low
7977,Engine,High
7978,Sensor,Low
7979,Brake,Medium
7980,Sensor,Low
