warranty_event_id,vehicle_id,claim_cost,failure_confirmed
9682,1659,2918.15,0
9683,27226,4746.83,0
9684,32830,4998.98,1
9685,30180,4268.67,1
9686,2454,4485.73,1
9687,565,2336.4,0
9688,533,1308.4,0
9689,30723,383.64,1
9690,7515,249.28,1
9691,21729,4121.79,0
9692,30318,1045.42,0
9693,34548,4330.0,1
9694,23348,2434.63,0
9695,2647,2750.23,1
9696,24760,3955.63,1
9697,26722,1158.91,1
9698,12890,1479.46,1
9699,7835,4495.93,1
9700,8099,1639.34,1
9701,31996,3101.25,0
9702,33316,4613.95,0
9703,1953,282.4,0
9704,4058,4521.33,1
9705,6079,1967.73,0
9706,1257,2318.75,0
9707,27299,2892.37,0
9708,17344,3138.65,1
9709,12217,3027.96,0
9710,6655,2434.49,0
9711,4735,4713.24,1
9712,22268,2212.09,0
9713,23623,326.01,0
9714,7593,2563.12,1
9715,477,948.12,0
9716,22382,1875.09,1
9717,25069,2141.95,1
9718,17027,792.79,1
9719,18640,2859.49,0
9720,15316,792.75,0
9721,11010,2160.95,1
9722,14137,2091.0,0
9723,34794,4057.12,0
9724,31107,4347.22,1
9725,27660,2064.43,1
9726,27645,3601.62,0
9727,8876,724.38,1
9728,23618,1343.52,0
9729,11454,493.26,1
9730,5219,577.71,0
9731,26887,3959.79,1
9732,12403,2326.88,0
9733,3788,548.43,0
9734,16680,4743.88,0
9735,25791,2287.23,1
9736,26460,2726.16,1
9737,348,550.32,1
9738,28047,612.49,0
9739,33577,2421.35,0
9740,590,1465.55,1
9741,4190,1517.36,0
9742,23590,4931.32,0
9743,34587,2341.86,1
9744,1247,4971.97,1
9745,21742,3972.64,1
9746,27273,4631.0,1
9747,26708,3489.27,0
9748,24736,3750.19,1
9749,19,4307.58,0
9750,5330,4590.22,0
9751,23512,882.81,0
9752,169,259.88,1
9753,8143,1912.0,0
9754,6736,1838.67,1
9755,21730,1607.21,1
9756,16032,3923.96,0
9757,9361,1727.11,1
9758,8859,1908.62,0
9759,10345,2370.82,1
9760,19927,2070.7,1
9761,6469,1505.76,0
9762,12660,2650.63,1
9763,2250,4437.11,0
9764,4860,2662.73,1
9765,15569,3336.71,0
9766,18975,3843.38,1
9767,16902,3756.14,0
9768,33605,4867.17,0
9769,593,2685.61,1
9770,17657,4112.19,1
9771,2156,564.37,0
9772,27614,1309.45,0
9773,2291,492.51,0
9774,2285,1876.52,1
9775,19717,1099.26,1
9776,12197,3760.24,0
9777,24049,558.16,0
9778,15671,1917.13,1
9779,10673,1429.66,0
9780,23501,2844.97,0
9781,14642,2491.56,0
9782,25299,2299.21,1
9783,13553,2485.7,1
9784,29469,3141.12,0
9785,24109,3873.43,0
9786,31503,2873.97,0
9787,7077,3589.69,0
9788,16767,2041.16,1
9789,33630,4992.16,0
9790,10481,2817.36,0
9791,27663,3989.27,1
9792,8742,3802.71,1
9793,3909,761.89,0
9794,20709,2091.86,0
9795,14380,4934.72,0
9796,25830,2909.3,1
9797,11718,687.48,0
9798,25721,908.99,0
9799,23787,3975.82,0
9800,25039,619.8,1
9801,1222,2289.87,0
9802,7053,2009.03,0
9803,4402,4383.54,1
9804,22714,1611.19,0
9805,2943,4790.09,1
9806,7622,215.1,1
9807,31157,353.14,0
9808,14127,4723.17,0
9809,26055,3019.86,1
9810,27214,1007.13,1
9811,1614,3297.21,1
9812,19310,4293.77,0
9813,29772,591.89,0
9814,18206,4518.91,1
9815,18543,721.75,0
9816,33134,4514.66,1
9817,24807,3462.92,1
9818,4610,1797.19,1
9819,26078,2691.04,0
9820,30607,914.07,1
9821,8109,3565.13,0
9822,5857,3220.63,1
9823,21548,4911.96,1
9824,7019,4032.59,1
9825,20999,1442.78,1
9826,492,4863.16,0
9827,6859,2035.5,1
9828,19097,4625.03,1
9829,4492,996.31,1
9830,18307,1323.37,0
9831,8179,598.76,1
9832,28561,1704.86,0
9833,15060,3966.41,0
9834,4950,588.45,0
9835,17201,3395.63,1
9836,19928,487.61,1
9837,19721,2667.13,0
9838,76,493.49,0
9839,22812,441.18,1
9840,6684,668.21,0
9841,30519,2610.87,1
9842,6396,2676.75,0
9843,19789,954.1,1
9844,20645,2345.06,0
9845,31263,4967.8,1
9846,2727,1308.14,0
9847,9481,4773.41,1
9848,30878,843.49,1
9849,22972,3090.79,0
9850,20173,3885.57,0
9851,30558,3509.43,0
9852,4258,2314.39,1
9853,5115,2166.41,0
9854,27109,1455.52,1
9855,11160,1804.53,0
9856,25901,4693.64,0
9857,22963,2346.31,1
9858,16135,4107.43,1
9859,33211,2273.28,1
9860,26894,3795.2,0
9861,11677,255.75,0
9862,19219,840.72,1
9863,17189,1678.33,0
9864,16443,3178.51,0
9865,10388,3409.36,0
9866,22252,2648.37,0
9867,21076,3030.95,1
9868,15680,3377.94,0
9869,22970,3137.15,0
9870,15326,3091.59,0
9871,34114,611.56,1
9872,17688,2960.03,1
9873,24807,3636.62,0
9874,18125,1032.29,0
9875,3362,4316.51,0
9876,9754,2357.17,1
9877,4506,2105.68,0
9878,27699,346.52,1
9879,8613,2480.71,0
9880,7335,266.98,0
9881,20471,3661.32,0
9882,28468,466.46,1
9883,19587,4442.63,0
9884,18685,625.84,0
9885,26846,1829.03,0
9886,15036,2630.35,1
9887,3399,1490.88,1
9888,27409,3744.41,0
9889,14688,1419.68,1
9890,21764,3082.44,1
9891,11512,3643.09,1
9892,6768,4816.32,1
9893,4464,3070.81,1
9894,3631,2471.65,1
9895,13856,1252.63,0
9896,15412,4047.81,0
9897,16173,600.83,0
9898,8032,2526.5,0
9899,16251,395.45,1
9900,34624,4541.35,0
9901,10269,2803.58,1
9902,10457,967.9,0
9903,438,2623.37,0
9904,18319,2709.01,0
9905,22766,4412.82,1
9906,25212,191.54,1
9907,22144,4860.74,1
9908,20327,4713.38,0
9909,31721,4528.54,0
9910,33867,2110.84,0
9911,246,1027.89,1
9912,12913,2795.68,0
9913,17793,1315.94,0
9914,15207,3074.89,1
9915,23836,3723.78,0
9916,18393,987.34,1
9917,4196,4769.39,1
9918,14238,1633.22,1
9919,5091,1768.55,0
9920,7081,1825.42,1
9921,25120,812.13,1
9922,6203,2276.34,0
9923,27091,992.45,0
9924,4912,2185.12,0
9925,11464,3284.65,1
9926,14843,2236.52,1
9927,34935,4746.27,0
9928,29425,3192.86,0
9929,31300,550.08,1
9930,9594,4125.58,1
9931,32482,705.54,1
9932,6190,766.13,1
9933,3460,1206.5,1
9934,14703,3218.76,1
9935,24878,2500.63,0
9936,6024,4403.58,0
9937,27861,1065.8,0
9938,22423,4577.39,0
9939,5155,524.95,0
9940,3182,1988.34,1
9941,32280,4896.04,0
9942,8435,1878.71,1
9943,219,2048.37,0
9944,32643,3112.76,0
9945,31230,2494.14,1
9946,26605,3253.75,1
9947,18197,4752.09,1
9948,31899,2167.32,0
9949,2514,3612.44,1
9950,7078,2944.45,0
9951,23574,4822.49,1
9952,623,2182.57,0
9953,24832,4905.84,0
9954,25678,1293.27,0
9955,33952,1649.45,1
9956,13003,4877.07,1
9957,6604,2450.11,1
9958,9803,1614.77,1
9959,23104,2457.55,0
9960,7862,361.26,0
9961,17949,4232.68,1
9962,3268,2226.18,1
9963,13005,561.1,0
9964,21167,3719.81,1
9965,33481,1344.08,1
9966,32252,3510.6,0
9967,20539,786.11,1
9968,5836,4188.94,0
9969,15433,4539.62,0
9970,4256,709.17,0
9971,3597,3447.26,0
9972,23372,4597.53,1
9973,22158,4719.94,0
9974,562,3022.09,1
9975,34151,2593.59,0
9976,5674,2212.63,0
9977,29986,120.3,0
9978,21329,2160.65,0
9979,2417,3746.21,0
9980,6982,4198.2,0
9981,23477,510.45,1
9982,3436,261.67,1
9983,29246,3884.73,1
9984,10373,2709.71,0
9985,832,3125.05,1
9986,32505,4424.08,1
9987,16722,2863.59,1
9988,5591,4682.81,0
9989,25520,4701.32,0
9990,17335,2938.57,0
9991,13643,549.98,1
9992,26115,2522.65,1
9993,593,1758.6,1
9994,27607,2200.29,1
9995,17337,2967.51,0
9996,32342,197.98,1
9997,6047,4015.16,0
9998,2250,2788.65,0
9999,31704,3693.74,1
10000,28462,1644.17,0
10001,5361,3570.85,1
10002,13456,3661.91,0
10003,4377,929.93,1
10004,14574,1723.83,0
10005,18238,2522.24,0
10006,33950,2146.97,1
10007,5331,1425.78,1
10008,12178,356.79,0
10009,30539,1051.96,1
10010,2034,2313.45,1
10011,3119,2258.6,1
10012,8712,2537.28,1
10013,7005,4395.13,0
10014,30878,1597.57,1
10015,13135,899.74,1
10016,28048,3189.03,1
10017,19522,4339.63,1
10018,23807,4101.93,1
10019,15391,2413.26,1
10020,31256,2729.82,0
10021,33189,1286.51,1
10022,33712,4763.82,1
10023,26885,2174.55,1
10024,9542,2022.62,1
10025,31728,3505.59,1
10026,23445,929.94,0
10027,14372,274.24,1
10028,4701,3749.46,0
10029,12883,2221.68,1
10030,17941,2196.49,1
10031,12228,4211.47,1
10032,15534,888.94,0
10033,25589,544.49,1
10034,7099,3811.87,0
10035,29217,2280.11,0
10036,7708,3141.61,1
10037,18889,4940.1,0
10038,19160,457.47,1
10039,24058,2437.71,1
10040,3071,4910.98,0
10041,5817,440.96,0
10042,34468,4417.6,1
10043,1843,3603.31,0
10044,10708,2067.69,1
10045,12773,1814.68,1
10046,16096,498.87,1
10047,16629,4056.98,0
10048,25473,229.65,1
10049,19852,617.5,0
10050,3360,2525.34,0
10051,31557,1099.13,0
10052,7545,1767.93,0
10053,18748,4316.79,0
10054,4255,1674.57,0
10055,14555,1867.63,1
10056,5814,4762.6,0
10057,9557,1008.35,0
10058,25134,1991.06,0
10059,6994,346.93,0
10060,1748,4068.32,1
10061,4060,1309.11,1
10062,25672,4513.95,0
10063,5555,4786.94,0
10064,18172,1621.35,1
10065,17368,1832.61,0
10066,6949,4175.2,1
10067,28775,731.37,0
10068,31466,2439.01,0
10069,24597,3469.55,0
10070,28244,4510.38,0
10071,20688,4029.59,1
10072,12367,976.78,0
10073,2598,585.56,0
10074,1695,4666.37,1
10075,20146,973.13,0
10076,17149,286.33,1
10077,31946,1756.45,0
10078,19016,702.96,1
10079,10596,3337.68,0
10080,8707,3289.1,1
10081,4462,2500.31,0
10082,29152,2110.17,1
10083,25547,3073.24,0
10084,1037,3428.78,1
10085,30845,2442.83,0
10086,19012,1134.26,1
10087,31219,1860.52,1
10088,14846,3118.92,0
10089,5394,2752.56,1
10090,6274,2586.52,0
10091,9663,379.11,0
10092,20454,991.93,1
10093,7042,1635.41,0
10094,22011,3774.13,1
10095,19111,4882.44,0
10096,18790,592.62,0
10097,7977,1827.61,0
10098,2053,3034.53,1
10099,12345,1108.99,0
10100,30147,3069.0,1
10101,30705,2124.93,0
10102,31813,4749.11,1
10103,28980,2251.46,1
10104,637,774.57,1
10105,30984,1904.88,0
10106,25229,4596.13,1
10107,27044,3878.17,0
10108,10986,1731.07,0
10109,8191,2849.6,1
10110,28292,3835.89,0
10111,14847,2221.14,1
10112,29749,2128.57,0
10113,28035,4261.8,1
10114,22760,2894.92,0
10115,14336,1471.98,0
10116,4822,3605.31,1
10117,10668,4391.65,1
10118,18433,3616.19,0
10119,7572,936.08,0
10120,13673,2683.87,1
10121,3181,3036.79,0
10122,26265,3390.9,1
10123,21237,2252.38,1
10124,9655,902.05,1
10125,24466,1845.28,1
10126,31276,4097.97,1
10127,17000,1163.0,0
10128,7011,4491.98,1
10129,30982,3519.29,1
10130,25203,1695.95,1
10131,17693,2252.34,1
10132,16550,1552.7,0
10133,32417,2888.1,1
10134,18504,2186.94,0
10135,21987,1439.0,0
10136,16518,3756.29,1
10137,12639,4139.13,1
10138,22787,780.49,1
10139,24006,1494.18,1
10140,9095,2690.76,0
10141,13110,1934.02,0
10142,32164,2755.25,1
10143,28385,925.86,0
10144,32722,992.35,1
10145,22926,2461.7,1
10146,1187,3029.97,0
10147,29943,4803.0,1
10148,33069,628.64,0
10149,14790,2364.78,0
10150,6156,4433.58,1
10151,14860,1364.66,0
10152,10982,2203.44,0
10153,1547,2339.58,1
10154,8138,1948.2,0
10155,30249,347.25,0
10156,8018,3623.54,0
10157,17766,1040.62,0
10158,19699,3744.25,0
10159,11110,1644.99,0
10160,30316,4703.14,0
10161,14132,3679.24,0
10162,32225,2250.8,1
10163,3562,850.18,1
10164,4144,543.18,1
10165,6161,260.79,1
10166,26411,785.07,0
10167,1242,777.05,1
10168,9851,4581.06,0
10169,10294,403.56,0
10170,3022,793.8,1
10171,6936,1412.25,0
10172,34719,4319.44,1
10173,22626,1520.64,1
10174,5851,247.18,1
10175,25151,4916.08,1
10176,33858,3653.69,1
10177,28174,3829.27,0
10178,8789,3799.36,1
10179,28545,987.66,1
10180,11819,333.97,1
10181,17768,2128.16,1
10182,23408,3092.91,1
10183,19920,1794.3,0
10184,20059,3144.34,0
10185,23733,3832.84,0
10186,22886,1543.27,1
10187,6968,4757.03,1
10188,28942,4349.98,0
10189,1414,3002.85,0
10190,3414,2133.92,1
10191,13434,3195.95,1
10192,5977,4696.85,0
10193,12818,1333.82,0
10194,30838,3022.76,0
10195,16349,2691.55,1
10196,21027,4112.34,0
10197,13347,953.18,1
10198,29316,4894.51,0
10199,22810,3537.81,0
10200,2593,3196.0,1
10201,24919,1861.93,0
10202,34586,868.39,1
10203,12205,1954.21,0
10204,18824,3827.01,1
10205,5384,333.88,1
10206,7234,3825.08,1
10207,8462,1200.54,0
10208,19474,4548.09,1
10209,786,2590.52,0
10210,23281,2032.59,1
10211,15531,2254.87,0
10212,8968,4553.87,1
10213,860,2002.7,1
10214,16611,118.08,0
10215,21636,1354.52,0
10216,33506,1458.41,1
10217,16452,1626.81,1
10218,12823,4465.85,1
10219,33991,4921.04,0
10220,15578,1222.98,1
10221,25852,2493.85,0
10222,7729,224.06,1
10223,3960,4275.38,1
10224,26925,3382.23,0
10225,943,4633.88,1
10226,5888,937.61,0
10227,11544,3443.32,0
10228,23933,4536.72,0
10229,6360,2519.51,0
10230,7230,509.22,1
10231,32751,1368.63,1
10232,13339,1700.9,1
10233,33001,448.69,0
10234,29067,1259.59,0
10235,4048,1158.97,0
10236,4331,909.23,0
10237,11625,2744.34,0
10238,28046,3049.39,0
10239,27386,4114.71,1
10240,10171,4954.79,1
10241,31302,4930.09,0
10242,1908,648.13,1
10243,26870,4177.66,1
10244,33831,2927.79,0
10245,10758,2812.29,1
10246,18720,2174.21,1
10247,27971,4062.52,0
10248,2007,1538.43,0
10249,14133,4398.64,1
10250,33487,3826.1,0
10251,10845,4210.47,1
10252,5421,2640.25,1
10253,12523,3244.68,0
10254,23329,1603.68,1
10255,6136,118.13,0
10256,1004,2287.55,0
10257,15592,1748.87,1
10258,16221,2578.37,1
10259,4039,1636.37,1
10260,26221,685.75,1
10261,4461,2690.25,1
10262,21188,3471.91,1
10263,6884,618.4,0
10264,11703,332.19,1
10265,1505,3569.25,0
10266,3892,3832.06,1
10267,1465,2427.71,1
10268,396,3064.73,0
10269,26277,3600.49,1
10270,18016,3706.26,1
10271,7750,2596.02,1
10272,10115,1127.23,0
10273,32427,1031.28,1
10274,21689,1313.1,1
10275,7704,809.6,1
10276,21157,2236.28,0
10277,34662,1719.53,0
10278,14647,1718.12,1
10279,18854,486.52,1
10280,263,1175.48,1
10281,6695,3288.46,1
10282,2799,1991.86,1
10283,4695,1880.1,1
10284,7701,1032.06,0
10285,20159,4399.74,0
10286,23401,313.28,1
10287,17009,4410.33,0
10288,17057,4257.39,1
10289,4851,4634.57,0
10290,30649,2266.66,0
10291,29750,4965.97,1
10292,10082,717.97,0
10293,24920,2586.97,1
10294,11231,1566.02,0
10295,32088,4992.55,1
10296,12739,4650.38,1
10297,29856,780.93,0
10298,12720,435.65,1
10299,13979,4456.99,1
10300,1163,4786.78,0
10301,12708,1241.34,1
10302,28416,2747.8,1
10303,17461,928.9,0
10304,33329,4687.29,1
10305,8822,4330.97,1
10306,7997,775.0,1
10307,21972,4127.39,1
10308,33372,371.04,1
10309,26245,2794.04,1
10310,31562,516.12,1
10311,12602,3974.97,0
10312,9808,3993.06,0
10313,2707,4730.35,1
10314,15476,3698.42,0
10315,28140,4687.26,1
10316,3591,4039.63,0
10317,30094,1502.11,1
10318,18023,4331.92,0
10319,29596,479.14,1
10320,19728,3833.33,0
10321,6063,4790.44,0
10322,18198,3480.49,0
10323,11136,3456.03,0
10324,602,2673.33,1
10325,15318,1593.47,0
10326,12786,1432.48,1
10327,11134,2600.21,1
10328,21021,4788.16,1
10329,33732,1263.02,1
10330,23981,4201.72,1
10331,7005,484.79,0
10332,8006,3940.44,1
10333,18421,4018.12,1
10334,21694,4398.33,1
10335,25515,3327.44,1
10336,17435,2825.88,1
10337,33310,3548.05,1
10338,33856,835.96,1
10339,11383,482.87,0
10340,2449,4346.68,1
10341,14428,4517.98,1
10342,26850,1341.89,0
10343,23136,4508.78,0
10344,23932,3149.77,0
10345,10087,4006.54,0
10346,15229,4603.35,0
10347,17694,4062.4,0
10348,10082,4946.24,1
10349,20437,912.9,0
10350,11273,3152.66,0
10351,15883,2346.17,1
10352,6805,2917.6,0
10353,24791,3622.03,0
10354,4081,2724.65,1
10355,10662,4189.07,0
10356,12085,1440.92,1
10357,17374,1897.3,0
10358,25357,3374.89,0
10359,5357,4822.51,1
10360,16443,3734.14,0
10361,4692,3901.66,1
10362,31841,1924.94,1
10363,21281,4055.83,1
10364,25370,1850.41,1
10365,33877,1896.95,0
10366,20634,4608.01,1
10367,18180,4804.32,1
10368,30311,879.64,1
10369,14823,1589.24,0
10370,12654,3384.02,0
10371,19663,3057.35,0
10372,8601,1138.05,1
10373,13086,1652.57,1
10374,28928,4964.04,0
10375,1767,4901.83,0
10376,11452,118.54,1
10377,4696,1711.12,1
10378,9813,4905.43,1
10379,13885,2245.52,1
10380,13475,131.36,0
10381,20845,2709.32,1
10382,28429,3757.17,1
10383,7716,1232.75,1
10384,16571,2164.34,0
10385,34160,4325.95,1
10386,22695,3165.29,0
10387,11496,3421.87,0
10388,1655,315.4,0
10389,15082,3943.32,0
10390,4212,3548.82,0
10391,1734,2141.73,1
10392,11507,1321.01,0
10393,1851,4613.64,0
10394,34090,4784.43,1
10395,29928,4517.94,1
10396,9488,2210.08,1
10397,19254,3990.64,1
10398,17886,567.59,0
10399,1834,2664.71,0
10400,25210,4749.15,1
10401,26698,4678.18,1
10402,10988,2389.96,1
10403,3752,1757.42,1
10404,34578,2552.81,1
10405,20768,3319.09,0
10406,2299,4305.11,0
10407,13969,3451.34,0
10408,3137,1015.53,1
10409,18399,4027.83,0
10410,31478,1281.27,1
10411,24454,4023.2,1
10412,20262,463.34,0
10413,9059,609.66,0
10414,28275,1585.48,0
10415,30598,3098.03,0
10416,13001,622.48,1
10417,19308,2268.49,1
10418,11112,4500.99,0
10419,8703,219.73,0
10420,32376,4574.96,1
10421,3308,982.96,0
10422,18219,1964.76,1
10423,23910,2129.67,1
10424,10121,648.84,0
10425,20278,1400.69,0
10426,15848,3964.43,0
10427,1571,609.4,1
10428,31763,2104.3,1
10429,17307,2255.18,0
10430,27292,589.13,0
10431,18393,1725.7,0
10432,9447,478.53,1
10433,1538,3403.29,0
10434,2182,1253.74,0
10435,30680,549.77,0
10436,32556,2730.64,0
10437,8119,861.56,0
10438,14625,3552.68,0
10439,34371,2613.57,0
10440,3659,4988.99,1
10441,4877,4316.8,1
10442,1975,4400.2,1
10443,4096,1016.18,0
10444,13678,1122.57,1
10445,29489,2418.2,0
10446,15659,669.81,1
10447,2009,515.23,1
10448,27041,2062.12,0
10449,27122,4604.2,1
10450,25858,3334.17,1
10451,26106,964.42,1
10452,4670,4244.31,1
10453,18523,456.9,0
10454,29215,3616.06,0
10455,31203,4417.25,0
10456,6773,375.65,0
10457,33972,2513.54,1
10458,32489,3636.35,0
10459,23364,3787.95,0
10460,25935,1620.47,1
10461,3456,4158.97,1
10462,18557,3077.38,1
10463,33494,3029.42,1
10464,31481,4820.38,1
10465,23038,1580.07,0
10466,8293,2864.45,0
10467,16668,1043.82,0
10468,29960,3597.05,0
10469,34136,2827.29,0
10470,5119,235.24,0
10471,1112,1546.99,0
10472,31389,3427.12,1
10473,984,720.75,1
10474,33107,3023.21,0
10475,29902,3863.98,0
10476,1501,2631.88,0
10477,18703,2181.43,0
10478,23603,4748.88,1
10479,12272,4783.16,0
10480,8233,1091.78,1
10481,20977,1495.56,1
10482,22213,4720.47,1
10483,29815,4194.57,1
10484,15885,374.41,1
10485,10663,4056.47,0
10486,34190,3313.7,1
10487,10164,541.99,0
10488,8349,4925.77,0
10489,11472,3198.65,1
10490,6652,4457.42,1
10491,3313,4411.54,1
10492,15210,2998.33,1
10493,29387,1781.13,1
10494,28073,650.1,1
10495,15136,2546.15,0
10496,11755,2184.65,0
10497,416,4741.94,1
10498,25370,954.03,1
10499,3703,1938.8,1
10500,3930,2234.92,1
10501,8784,598.62,1
10502,16417,3007.14,1
10503,22734,4394.78,1
10504,9487,2836.74,1
10505,14014,1192.25,0
10506,2680,1430.46,0
10507,8949,2079.46,1
10508,11252,3050.62,0
10509,6309,3031.57,1
10510,18109,2794.37,0
10511,23589,541.39,1
10512,23264,4390.43,0
10513,4731,3993.39,0
10514,30371,1288.98,0
10515,11327,426.93,0
10516,2518,721.01,1
10517,15339,3828.47,0
10518,27033,3637.25,0
10519,27929,606.88,0
10520,29276,676.57,1
10521,18507,375.53,1
10522,16196,2990.94,0
10523,13338,2286.34,1
10524,11646,2412.17,1
10525,31478,4769.92,1
10526,11905,3628.78,0
10527,31118,2965.67,0
10528,14449,2916.25,1
10529,14246,4132.07,0
10530,28160,1070.09,1
10531,13249,1609.33,0
10532,15698,445.28,0
10533,29138,1329.76,1
10534,2599,769.02,1
10535,4965,1680.61,1
10536,9848,3699.6,1
10537,14840,2953.73,1
10538,15455,3556.25,0
10539,3862,706.99,0
10540,7323,1963.03,0
10541,1396,1167.27,0
10542,27946,1119.11,1
10543,7010,3322.63,0
10544,29598,3208.79,0
10545,20919,1846.78,1
10546,18692,2389.4,1
10547,15145,2445.52,1
10548,14891,2096.28,1
10549,27838,2427.46,1
10550,9336,1164.3,1
10551,21571,1831.85,0
10552,13910,767.22,0
10553,24935,1194.49,0
10554,7163,2479.24,1
10555,22281,2021.2,1
10556,26965,1962.2,0
10557,7470,3908.82,1
10558,31451,2441.89,0
10559,16898,754.34,1
10560,11741,455.43,1
10561,25729,2277.78,1
10562,5183,2354.65,0
10563,14546,4196.62,0
10564,30078,1887.8,1
10565,23719,4709.62,0
10566,20911,807.2,1
10567,19217,1773.13,0
10568,16051,711.87,0
10569,652,1039.24,1
10570,6920,3789.53,1
10571,16901,3363.99,1
10572,8487,2749.19,1
10573,1160,904.93,0
10574,14037,416.11,0
10575,138,1765.06,1
10576,28296,3751.19,1
10577,16833,3276.58,0
10578,14674,3533.25,1
10579,19906,4162.63,0
10580,11652,4098.86,1
10581,11308,3574.14,0
10582,16130,501.57,1
10583,8144,4063.46,1
10584,33702,1004.8,0
10585,23791,503.88,1
10586,22459,2830.25,0
10587,26692,1505.21,1
10588,24645,2528.88,1
10589,32935,3363.99,0
10590,26024,133.86,1
10591,14525,298.35,0
10592,26327,1782.15,0
10593,32471,3670.16,1
10594,16699,2217.83,0
10595,27815,2849.86,0
10596,12855,403.69,0
10597,12046,4297.97,1
10598,29294,2568.52,0
10599,33871,2106.37,0
10600,29950,3625.38,0
10601,13763,2081.02,0
10602,2007,1866.64,0
10603,6003,4545.42,0
10604,5801,4612.02,1
10605,8900,2927.83,1
10606,17236,2278.77,0
10607,8487,4372.31,0
10608,1306,2099.38,0
10609,18621,2799.69,0
10610,28134,1951.09,1
10611,24248,4995.35,0
10612,16476,2349.86,0
10613,28300,3149.89,1
10614,13679,3038.62,1
10615,22708,2644.46,1
10616,31146,4603.87,1
10617,11231,121.48,1
10618,31914,168.73,0
10619,34166,2136.58,1
10620,29781,4172.23,0
10621,24933,2336.78,1
10622,274,3583.77,1
10623,15255,4220.78,1
10624,32676,227.01,0
10625,24381,2716.32,1
10626,18712,2113.6,1
10627,28859,4881.71,1
10628,26098,550.79,1
10629,20820,422.17,0
10630,34745,2879.76,0
10631,21314,571.25,0
10632,29355,4775.37,0
10633,5487,1680.89,1
10634,21808,841.06,1
10635,21955,2141.76,1
10636,16981,1652.56,1
10637,12807,1634.2,1
10638,30751,892.74,0
10639,26606,483.57,1
10640,31012,2054.56,1
10641,24535,3432.44,1
10642,32557,3885.61,1
10643,921,621.88,1
10644,10055,4150.19,1
10645,1837,1616.95,0
10646,24902,144.76,0
10647,8041,3505.08,0
10648,31140,737.0,1
10649,372,1649.61,0
10650,14806,2613.56,1
10651,23099,1601.67,0
10652,19888,742.12,1
10653,24915,3892.51,0
10654,24074,2412.61,1
10655,25056,1191.95,0
10656,4226,4053.55,0
10657,9960,2977.84,0
10658,21930,3949.89,0
10659,33298,2957.68,0
10660,19859,3506.57,0
10661,30379,2526.85,0
10662,33132,3676.41,0
10663,30166,3906.87,0
10664,16415,388.41,0
10665,12266,771.38,0
10666,10201,3034.5,1
10667,17846,4544.87,1
10668,2148,1189.34,0
10669,4849,4979.82,0
10670,24934,2824.07,1
10671,7881,2826.88,0
10672,6847,4549.05,0
10673,15524,4127.73,0
10674,2364,4700.98,0
10675,10894,1831.99,1
10676,4863,445.61,0
10677,21970,2648.28,1
10678,14064,2315.29,0
10679,12919,996.77,0
10680,15744,211.61,1
10681,1529,2311.67,1
10682,11525,2651.67,0
10683,25201,2153.37,0
10684,26768,3368.33,0
10685,26784,1043.5,1
10686,34690,3720.69,1
10687,21319,1816.19,0
10688,34779,946.95,0
10689,20394,2787.46,0
10690,3188,1057.58,0
10691,31854,451.86,1
10692,27060,4822.02,1
10693,1078,3813.18,0
10694,15022,2895.23,1
10695,16163,4889.4,0
10696,9234,4283.78,1
10697,28379,2913.81,1
10698,701,1263.61,1
10699,5382,3565.24,0
10700,13246,4078.63,1
10701,27864,2536.9,0
10702,3839,318.17,0
10703,3850,3098.38,1
10704,19310,3320.67,1
10705,4453,4033.49,0
10706,27025,4875.18,0
10707,33030,4151.26,1
10708,27719,4303.22,0
10709,23499,1492.49,0
10710,23075,3827.78,1
10711,13938,1935.0,0
10712,5408,2877.93,0
10713,16615,4319.34,1
10714,20727,3925.0,0
10715,4164,4087.6,1
10716,17478,856.33,0
10717,20325,2362.54,1
10718,32796,4137.67,0
10719,4055,1679.7,1
10720,13495,4893.47,0
10721,23570,3155.27,1
10722,25339,328.53,1
10723,2823,4472.54,1
10724,6075,4071.71,1
10725,10095,465.81,1
10726,11219,3225.08,1
10727,4131,1724.85,0
10728,29175,254.01,0
10729,12814,344.88,1
10730,34096,2626.58,1
10731,31265,4004.48,0
10732,2243,2912.41,0
10733,3272,2916.42,1
10734,33550,4931.14,0
10735,21476,4640.42,0
10736,29460,706.46,1
10737,34228,3979.21,0
10738,18196,2226.37,0
10739,30949,1497.68,0
10740,26766,3063.6,0
10741,32763,3737.04,1
10742,6117,3025.23,0
10743,6088,3262.6,1
10744,34866,1778.09,0
10745,21892,3013.57,1
10746,20822,955.17,0
10747,7710,1268.71,0
10748,10924,4240.35,1
10749,33967,329.1,1
10750,20519,3476.78,0
10751,1975,3239.47,0
10752,20409,3709.93,0
10753,13738,3832.65,1
10754,22416,4298.51,0
10755,8587,1978.55,1
10756,21969,143.66,0
10757,24357,3245.86,1
10758,18725,2296.67,1
10759,17669,1986.73,0
10760,31244,2739.45,0
10761,3958,1650.8,0
10762,7148,3882.14,1
10763,13431,873.18,0
10764,34136,214.01,0
10765,33529,453.66,0
10766,5915,3532.21,1
10767,29343,4768.81,0
10768,34232,3272.5,1
10769,5235,831.71,0
10770,33264,1196.15,1
10771,22630,3750.58,1
10772,9376,3897.88,0
10773,20936,4814.15,0
10774,323,4677.01,1
