event_id,time_id,vehicle_id,part_id,failure_probability,predicted_days_to_failure
9939,20242,32901,31101,0.731,142
9940,13002,30292,23992,0.015,29
9941,27925,27794,15865,0.391,22
9942,29258,17977,25688,0.872,164
9943,10706,12718,29701,0.77,174
9944,10793,28276,33402,0.704,127
9945,33874,27340,7314,0.202,42
9946,22049,25095,9847,0.689,134
9947,24348,10840,26873,0.952,129
9948,28488,12055,3129,0.898,1
9949,4123,8616,23650,0.358,89
9950,34014,12626,1888,0.67,158
9951,25295,8878,24845,0.763,1
9952,8888,67,32099,0.633,17
9953,2376,19981,698,0.394,42
9954,25313,21228,25831,0.264,84
9955,21994,13395,24475,0.868,154
9956,11119,9282,25133,0.354,21
9957,21637,14843,26624,0.935,37
9958,5100,8571,32017,0.761,31
9959,22472,23499,20374,0.588,12
9960,16906,26164,6440,0.879,25
9961,34550,6614,22149,0.476,70
9962,29173,28719,1790,0.865,176
9963,4917,5333,21555,0.405,37
9964,8733,11122,30953,0.781,28
9965,2128,14941,28165,0.867,90
9966,15703,12485,23731,0.115,159
9967,7883,21627,18144,0.75,50
9968,29236,16861,17572,0.986,174
9969,15982,5244,14144,0.379,163
9970,8844,23695,7326,0.099,70
9971,14640,4024,20543,0.685,88
9972,8126,18246,34238,0.336,174
9973,20255,33255,14563,0.935,104
9974,18460,3580,3745,0.856,130
9975,18159,25971,5052,0.364,65
9976,6736,29591,8470,0.167,105
9977,18066,26909,1126,0.219,51
9978,5935,17524,5663,0.597,26
9979,21839,26237,108,0.596,118
9980,30529,27876,20845,0.736,9
9981,20235,21426,18144,0.335,3
9982,2673,21549,17387,0.14,60
9983,3808,12948,33291,0.677,163
9984,24492,6020,18078,0.079,58
9985,12482,1823,1620,0.358,78
9986,22825,23252,7780,0.144,170
9987,12047,11016,12586,0.61,77
9988,34351,26858,33594,0.084,67
9989,28125,14987,26213,0.392,41
9990,3554,15880,8107,0.136,84
9991,14686,7346,8641,0.322,16
9992,28647,9184,26608,0.579,18
9993,2455,13086,3717,0.218,30
9994,33671,28358,10926,0.236,72
9995,29864,10269,21878,0.891,55
9996,2744,13356,6158,0.231,66
9997,8449,10772,34941,0.286,142
9998,15777,34385,30761,0.171,165
9999,14764,18904,13746,0.46,91
10000,4570,32535,21490,0.82,78
10001,15589,21159,17510,0.23,9
10002,252,23790,34366,0.215,12
10003,2259,9472,33624,0.967,82
10004,1286,21382,33344,0.13,157
10005,8392,9762,30630,0.246,177
10006,17093,14654,27574,0.431,33
10007,8643,10846,21008,0.518,37
10008,31949,24218,30112,0.219,131
10009,25456,32868,2230,0.954,115
10010,2599,19301,9849,0.854,145
10011,20978,1469,33040,0.58,122
10012,21279,7658,30817,0.503,17
10013,26692,14949,34934,0.813,139
10014,2411,15587,21945,0.842,41
10015,12685,14082,33912,0.631,154
10016,3709,17326,18360,0.794,26
10017,27817,33846,31171,0.069,55
10018,20398,34239,30935,0.681,83
10019,34411,27149,3887,0.375,119
10020,26796,4835,12248,0.3,130
10021,8070,10169,242,0.709,50
10022,3220,6050,12987,0.211,96
10023,7687,31345,16579,0.647,159
10024,11465,10794,23084,0.456,146
10025,28962,25375,3755,0.901,154
10026,2155,16783,13404,0.83,1
10027,18025,5569,2661,0.581,104
10028,213,33887,900,0.114,101
10029,8736,7306,2333,0.505,61
10030,199,6543,972,0.514,98
10031,8124,24275,1814,0.579,68
10032,912,22662,21247,0.759,129
10033,1143,24195,23755,0.794,69
10034,15461,20261,22353,0.65,33
10035,27559,3565,18945,0.784,21
10036,5390,4060,20085,0.159,42
10037,22075,30224,15184,0.117,158
10038,29697,689,16853,0.434,3
10039,9740,20321,29505,0.968,45
10040,4279,16797,9789,0.583,171
10041,31104,9664,2431,0.723,90
10042,31063,19556,22237,0.673,70
10043,33515,7266,18451,0.254,52
10044,15559,11641,15846,0.435,79
10045,8530,10544,31315,0.979,59
10046,25000,21623,24518,0.279,106
10047,26012,2076,17144,0.569,101
10048,2500,14526,4551,0.792,146
10049,29719,5099,6833,0.333,138
10050,19362,24178,16602,0.665,172
10051,9602,31616,12600,0.957,153
10052,10892,33169,4754,0.216,172
10053,20482,4474,16368,0.892,76
10054,10919,14972,31905,0.964,120
10055,8864,34949,12156,0.387,27
10056,9877,7783,6397,0.262,46
10057,20839,644,25637,0.328,53
10058,17774,10287,7030,0.372,62
10059,29178,19986,28617,0.669,73
10060,10213,18883,9024,0.328,39
10061,29995,23281,30170,0.676,104
10062,5205,16844,27005,0.817,53
10063,9967,1119,27986,0.015,17
10064,14855,19477,27872,0.468,3
10065,30640,16165,30553,0.894,104
10066,31630,16123,6973,0.127,119
10067,28683,27167,9078,0.174,110
10068,25675,454,34039,0.445,115
10069,16107,3726,33339,0.288,24
10070,31331,7061,12943,0.177,37
10071,20579,6537,18392,0.972,109
10072,23570,3126,20835,0.87,165
10073,6033,8334,14211,0.767,124
10074,12267,21705,32351,0.328,168
10075,5917,11179,23285,0.244,61
10076,30131,5059,12839,0.009,116
10077,1904,27023,30337,0.713,134
10078,22527,30258,21638,0.365,172
10079,32762,21106,25677,0.166,160
10080,29575,824,10643,0.952,155
10081,25501,3932,6685,0.935,89
10082,715,8882,5088,0.793,63
10083,34032,24687,24895,0.423,26
10084,2723,833,1021,0.785,119
10085,12118,13449,29658,0.296,1
10086,22405,30931,27131,0.57,7
10087,8673,22723,25538,0.91,87
10088,23559,11042,884,0.115,37
10089,4668,30988,1705,0.628,106
10090,23279,6008,25972,0.773,165
10091,13358,13392,23137,0.007,24
10092,17141,16370,548,0.486,104
10093,31220,3996,1823,0.502,80
10094,24854,12457,16569,0.421,108
10095,8818,17741,2601,0.002,113
10096,13454,27932,6510,0.925,148
10097,8899,5766,29991,0.755,101
10098,23068,1636,27377,0.718,175
10099,2279,32129,26933,0.272,134
10100,21119,19687,28761,0.266,133
10101,23459,1376,22264,0.908,10
10102,10464,9558,4051,0.412,31
10103,25361,2204,7309,0.239,39
10104,6172,603,20089,0.087,147
10105,30133,13192,19326,0.744,168
10106,6991,26778,22097,0.355,121
10107,21355,23131,16369,0.633,61
10108,23980,5671,12281,0.214,130
10109,8795,27760,16257,0.545,74
10110,17763,9669,34740,0.933,162
10111,15710,19909,6025,0.651,15
10112,26320,15112,24654,0.927,59
10113,48,15611,24454,0.959,3
10114,21070,7373,4763,0.354,168
10115,13445,2613,11543,0.838,22
10116,31178,6965,21193,0.529,118
10117,15604,26773,23883,0.96,161
10118,20398,16667,27654,0.815,9
10119,11787,34920,1973,0.504,20
10120,3699,7857,18573,0.618,117
10121,26902,1545,26802,0.813,131
10122,1449,26582,9140,0.266,82
10123,21158,14072,27016,0.159,22
10124,10491,22451,6328,0.851,133
10125,20304,33063,14684,0.995,15
10126,540,14472,13452,0.076,51
10127,4346,21146,18445,0.615,169
10128,28230,27863,5697,0.427,53
10129,30630,34100,24418,0.626,99
10130,2576,25681,11877,0.419,17
10131,16763,24564,34936,0.67,47
10132,13911,27666,13072,0.044,16
10133,34847,24673,855,0.36,73
10134,33411,28421,1581,0.162,96
10135,29965,8319,4547,0.531,110
10136,26821,32449,26357,0.804,164
10137,24,15883,14029,0.978,145
10138,15477,31973,34251,0.471,134
10139,26185,29981,21159,0.532,140
10140,13656,27110,32875,0.466,57
10141,18284,31329,10967,0.275,41
10142,20223,19441,11123,0.059,157
10143,21346,14461,33758,0.493,19
10144,33147,27382,11069,0.481,95
10145,20448,1564,14552,0.761,41
10146,26770,32015,10938,0.734,160
10147,5163,24,15839,0.754,174
10148,30401,4497,8954,0.486,114
10149,34080,14536,24988,0.19,46
10150,14292,30772,4514,0.315,79
10151,9733,2304,28446,0.402,3
10152,32009,3133,18948,0.134,115
10153,30187,29363,26859,0.376,150
10154,22494,7868,1114,0.588,98
10155,12943,7705,31647,0.617,145
10156,27578,4144,4856,0.575,136
10157,21486,27536,9144,0.169,94
10158,29396,2030,16266,0.644,113
10159,29251,14916,6979,0.85,69
10160,33026,19192,11034,0.673,143
10161,1313,9735,18956,0.247,2
10162,10497,4859,9298,0.971,3
10163,16536,15733,19004,0.083,29
10164,15932,25977,19812,0.276,137
10165,17983,17549,29511,0.137,109
10166,12161,16389,13297,0.745,25
10167,32421,984,17670,0.923,43
10168,9551,14063,27376,0.825,142
10169,21491,7751,30861,0.217,77
10170,15980,29494,22217,0.73,46
10171,12526,24740,33364,0.959,59
10172,18183,336,1045,0.815,31
10173,27935,34382,25353,0.025,37
10174,33015,2189,12030,0.669,18
10175,10999,420,27845,0.802,32
10176,25404,2573,1642,0.868,72
10177,17287,9248,14713,0.031,157
10178,413,7477,17784,0.694,9
10179,26254,2409,30998,0.637,172
10180,13232,9996,3918,0.652,84
10181,34806,31439,9876,0.101,165
10182,6321,25721,23270,0.176,38
10183,28281,16013,34396,0.183,13
10184,22890,3673,16333,0.755,47
10185,34785,7301,5837,0.199,44
10186,23981,16072,4530,0.193,107
10187,7361,17409,25738,0.34,131
10188,16641,29606,16300,0.201,94
10189,6363,26697,14072,0.559,34
10190,31952,31421,15803,0.398,19
10191,1875,16212,24056,0.083,100
10192,16388,2565,21449,0.229,123
10193,20615,34320,25612,0.474,14
10194,7944,8957,25803,0.737,21
10195,5722,21076,19208,0.426,158
10196,14441,4842,4042,0.182,133
10197,15845,1170,12750,0.174,43
10198,21195,11100,11967,0.207,97
10199,21050,17113,12341,0.89,151
10200,24578,8402,29088,0.706,173
10201,18189,26412,30395,0.395,108
10202,6719,20827,34735,0.835,131
10203,1563,27157,24119,0.278,11
10204,30877,30089,5774,0.438,136
10205,7681,14388,7588,0.408,129
10206,2887,6654,17548,0.722,40
10207,2901,34782,28608,0.79,110
10208,22714,12821,10712,0.779,133
10209,26989,33812,4592,0.945,157
10210,31382,23060,18619,0.909,32
10211,12542,19518,18976,0.406,91
10212,7150,22929,19525,0.045,13
10213,14626,9641,6344,0.718,141
10214,31791,16368,2272,0.374,38
10215,7235,28252,17936,0.273,47
10216,5212,8949,3871,0.513,65
10217,20584,27681,2364,0.867,53
10218,22748,29560,26413,0.673,46
10219,19770,19278,29667,0.923,150
10220,21964,30116,14923,0.601,153
10221,6310,7328,30225,0.051,48
10222,28338,2004,12173,0.014,83
10223,498,34237,29002,0.599,13
10224,17271,33908,11989,0.888,54
10225,24388,21496,5467,0.581,85
10226,19246,3937,16489,0.298,21
10227,34994,31504,6499,0.716,173
10228,3845,11065,6421,0.952,94
10229,18109,24609,29106,0.983,12
10230,4996,16822,34100,0.082,57
10231,3053,17544,26666,0.412,7
10232,15665,14044,14124,0.687,53
10233,6576,12287,26486,0.239,11
10234,3041,27071,28786,0.012,43
10235,16125,28247,20290,0.06,99
10236,32959,31616,2046,0.489,109
10237,31247,12993,9787,0.202,163
10238,20360,20536,20512,0.019,111
10239,23201,17281,9097,0.861,85
10240,19092,30143,29065,0.742,175
10241,11993,11077,31027,0.866,4
10242,21730,10657,60,0.881,89
10243,26924,27698,10780,0.905,128
10244,34552,26829,14220,0.73,107
10245,21450,11548,1151,0.653,68
10246,7836,30074,18854,0.817,153
10247,13990,16662,3850,0.079,126
10248,6834,502,8900,0.575,18
10249,33611,21666,29148,0.001,108
10250,91,30036,4516,0.129,159
10251,21494,3542,8039,0.28,67
10252,33434,18329,3990,0.32,156
10253,2078,25235,29950,0.819,31
10254,26932,1669,6821,0.525,7
10255,10615,8896,11137,0.094,31
10256,26487,30239,31412,0.137,167
10257,8951,6701,25126,0.675,22
10258,13129,5068,28947,0.047,57
10259,8524,2415,16892,0.477,84
10260,25807,3457,13953,0.089,59
10261,24274,22279,28196,0.977,8
10262,20829,3693,20541,0.424,135
10263,19862,17988,25625,0.516,117
10264,29417,430,1959,0.997,92
10265,14139,6676,13883,0.81,121
10266,10466,21563,11432,0.098,109
10267,29357,19233,7101,0.668,178
10268,27629,19181,21165,0.872,34
10269,12640,26246,14202,0.705,19
10270,9996,8168,70,0.941,98
10271,3389,6231,27152,0.576,149
10272,29372,27794,19571,0.836,134
10273,33673,28252,3645,0.481,151
10274,18469,33100,407,0.375,177
10275,11834,17589,8233,0.23,18
10276,1011,1142,26542,0.529,75
10277,1550,21396,8754,0.151,7
10278,17697,12891,32,0.795,37
10279,15177,19701,5407,0.428,8
10280,15596,8532,18684,0.216,107
10281,17970,34705,21230,0.643,61
10282,22416,300,13926,0.959,22
10283,2183,11981,1740,0.217,113
10284,24763,18391,30174,0.392,178
10285,21991,18662,8885,0.698,90
10286,27782,10725,12137,0.155,85
10287,7683,9133,10676,0.587,47
10288,32527,32947,27570,0.557,35
10289,15978,3090,27354,0.372,37
10290,25014,14729,6542,0.438,80
10291,12567,2137,15076,0.605,110
10292,18625,408,25283,0.031,110
10293,27673,5080,12211,0.192,167
10294,12139,17457,9888,0.943,56
10295,31414,16633,15098,0.268,53
10296,14785,14448,26933,0.763,149
10297,33533,4335,23402,0.247,125
10298,20933,33614,35,0.789,117
10299,13803,16583,22200,0.067,30
10300,26013,1385,17568,0.671,155
10301,3275,6316,14248,0.136,2
10302,17496,6185,11682,0.529,96
10303,4789,23985,7583,0.207,22
10304,3290,2703,13495,0.134,68
10305,18754,12095,33684,0.17,152
10306,22658,24960,26782,0.521,42
10307,3079,6041,34519,0.894,161
10308,14387,27887,19197,0.529,140
10309,827,11438,8711,0.363,20
10310,6599,22527,34737,0.464,69
10311,27317,19436,5229,0.69,151
10312,34468,21108,6914,0.61,17
10313,30930,14098,10894,0.075,111
10314,20448,10334,29899,0.75,27
10315,10317,25041,24513,0.824,69
10316,14538,18634,29327,0.669,46
10317,30447,400,23476,0.442,164
10318,6651,33659,7493,0.513,108
10319,33876,24096,15018,0.221,150
10320,13706,14413,31464,0.605,90
10321,10872,6520,15574,0.894,96
10322,28530,32846,5344,0.003,87
10323,12658,24208,12796,0.414,4
10324,22338,24479,1657,0.11,27
10325,19289,26399,12793,0.386,77
10326,14900,24339,6937,0.109,89
10327,236,18004,702,0.148,45
10328,10375,7042,32893,0.816,155
10329,34617,4391,6976,0.616,32
10330,11131,6277,7568,0.956,36
10331,19288,14846,16805,0.331,29
10332,33843,25717,17337,0.671,86
10333,12915,31235,27548,0.646,104
10334,6159,23342,1967,0.358,31
10335,14687,8113,7347,0.658,19
10336,28069,14494,13833,0.496,65
10337,27524,30855,25867,0.858,104
10338,2827,21738,670,0.625,4
10339,25536,18720,1638,0.551,38
10340,31075,31274,31271,0.726,129
10341,13326,29133,27885,0.083,117
10342,34696,26972,8436,0.626,2
10343,33057,30172,34378,0.122,4
10344,34203,5953,21931,0.256,52
10345,9648,30167,14669,0.605,40
10346,17956,13579,12159,0.525,38
10347,9493,6034,21218,0.097,45
10348,20196,19456,26738,0.845,140
10349,24922,16432,13230,0.068,96
10350,27395,19526,27916,0.212,14
10351,7782,30186,12240,0.54,138
10352,4960,29889,22667,0.945,82
10353,28740,1899,11848,0.56,68
10354,19567,4060,8975,0.959,120
10355,20548,29720,29746,0.206,134
10356,15064,26330,4718,0.469,102
10357,18569,7617,4068,0.989,142
10358,18610,14554,34136,0.906,154
10359,20635,31379,20737,0.944,97
10360,16941,33189,9861,0.901,105
10361,15702,11970,16827,0.305,96
10362,210,11258,4044,0.597,162
10363,18879,16471,11143,0.724,52
10364,27686,9965,5799,0.528,39
10365,30970,2739,507,0.012,163
10366,43,30905,27350,0.615,172
10367,18035,17836,1238,0.366,102
10368,30523,4548,15799,0.04,135
10369,22720,25387,21536,0.95,62
10370,20441,14854,692,0.227,126
10371,30038,32405,13056,0.131,126
10372,21717,6991,4491,0.858,102
10373,20365,21650,27396,0.056,66
10374,18001,10150,12624,0.33,14
10375,26758,27365,16763,0.715,141
10376,17965,24379,30014,0.323,116
10377,23074,20038,16103,0.451,146
10378,16104,14571,10631,0.077,120
10379,16653,11685,24693,0.875,56
10380,28993,25184,18552,0.002,109
10381,32250,22458,27789,0.628,22
10382,3979,2930,11752,0.345,166
10383,9476,10588,9402,0.058,120
10384,31168,3688,33334,0.671,108
10385,12069,24509,21823,0.514,69
10386,20568,11341,16916,0.923,84
10387,28015,27877,8486,0.301,41
10388,25909,34909,27279,0.772,172
10389,2657,16975,20515,0.014,7
10390,13359,9983,32991,0.76,156
10391,24849,33238,8636,0.296,22
10392,19778,9435,27388,0.65,43
10393,9285,3742,25152,0.451,80
10394,6888,17739,12581,0.437,17
10395,31402,2302,7449,0.838,99
10396,31072,8073,24126,0.133,25
10397,27508,10705,24900,0.693,118
10398,32102,21737,7139,0.241,110
10399,32550,32640,5263,0.067,93
10400,3218,10204,4807,0.42,35
10401,25500,14049,31331,0.354,165
10402,16037,27247,15874,0.188,45
10403,2996,5853,6131,0.68,4
10404,32041,22080,25914,0.482,81
10405,14636,9522,17218,0.822,70
10406,6848,31549,20625,0.726,49
10407,9068,10353,31618,0.064,25
10408,16323,2364,12451,0.393,136
10409,31395,27934,23238,0.078,157
10410,23086,29311,6622,0.332,91
10411,4194,16573,17350,0.903,152
10412,29903,19710,29841,0.403,16
10413,3182,32191,22764,0.666,118
10414,23157,29208,24296,0.56,21
10415,30871,28720,7564,0.134,89
10416,33998,260,15824,0.758,15
10417,9277,9650,34353,0.194,97
10418,24166,20365,11692,0.136,18
10419,26984,9799,11029,0.803,153
10420,9097,14209,34586,0.402,22
10421,4140,26189,10947,0.487,155
10422,32713,29319,927,0.837,17
10423,15121,33846,17294,0.188,101
10424,11887,6185,28527,0.311,16
10425,7983,9291,4413,0.703,174
10426,11724,636,7942,0.538,83
10427,10406,6449,360,0.66,8
10428,8507,34476,24325,0.483,86
10429,6305,9707,32728,0.527,162
10430,19008,31413,11625,0.943,48
10431,23009,10230,25064,0.635,141
10432,18078,2308,30196,0.155,44
10433,10537,20217,34435,0.672,72
10434,323,4760,19688,0.22,39
10435,28474,17259,9148,0.464,50
10436,19042,33392,23444,0.365,163
10437,31837,15991,13275,0.187,73
10438,34558,485,14792,0.893,121
10439,16,18979,19057,0.778,144
10440,22873,1757,18039,0.322,83
10441,19417,19316,29376,0.615,70
10442,17091,6605,14495,0.584,153
10443,21140,2133,8112,0.712,175
10444,27029,16825,6645,0.996,16
10445,18159,13803,6719,0.534,139
10446,10801,6677,5027,0.768,86
10447,14956,25496,20625,0.227,168
10448,17064,16786,5363,0.613,61
10449,23736,7297,16694,0.217,142
10450,21961,975,5246,0.544,78
10451,7369,14051,30520,0.869,93
10452,5171,20149,29598,0.369,39
10453,25180,15406,4334,0.502,99
10454,22163,8192,31672,0.171,9
10455,10271,3224,25871,0.914,78
10456,7472,32017,32504,0.316,101
10457,11435,27381,2111,0.551,36
10458,29791,994,31733,0.636,40
10459,25018,6534,873,0.89,66
10460,8191,31804,32745,0.799,123
10461,2110,29440,17159,0.823,121
10462,28006,11954,33813,0.728,90
10463,5135,12710,5182,0.872,105
10464,1923,7234,21842,0.652,162
10465,15581,10985,22463,0.159,136
10466,7542,26216,12237,0.092,8
10467,4515,34463,7382,0.902,69
10468,25577,23739,22505,0.813,112
10469,16610,3252,17473,0.704,161
10470,12289,14354,27414,0.85,20
10471,34814,32798,30619,0.037,121
10472,21985,32949,8161,0.719,160
10473,2040,7692,26027,0.083,116
10474,31423,21769,8480,0.972,169
10475,2985,25961,23485,0.292,100
10476,27639,8606,33195,0.88,41
10477,6867,434,14558,0.375,148
10478,16426,12635,10415,0.391,79
10479,27994,15531,19026,0.123,128
10480,8147,32243,32368,0.898,155
10481,21698,28729,30396,0.577,140
10482,14280,17569,2905,0.551,50
10483,16843,28475,30261,0.578,65
10484,13112,3175,12423,0.457,129
10485,4842,12241,8728,0.085,77
10486,11264,21322,19513,0.532,41
10487,30608,22889,30665,0.946,68
10488,15033,24640,33924,0.521,12
10489,7267,1504,32353,0.915,171
10490,11339,32039,27218,0.762,171
10491,4510,23340,26372,0.597,91
10492,26354,30929,9493,0.634,151
10493,2947,33175,6290,0.823,68
10494,4852,4302,23180,0.154,152
10495,25861,29623,20538,0.394,3
10496,25101,23339,21735,0.808,34
10497,22827,18927,18389,0.771,58
10498,684,32317,23025,0.895,141
10499,33424,19565,20096,0.334,174
10500,16902,17569,17024,0.342,42
10501,17417,13823,822,0.679,133
10502,22141,17702,24635,0.329,141
10503,2427,2050,9540,0.395,115
10504,3176,14957,29594,0.243,50
10505,17819,34997,15550,0.737,128
10506,24271,25342,3835,0.381,174
10507,31052,5059,22793,0.103,92
10508,24489,18347,2599,0.323,9
10509,15608,5860,2955,0.641,123
10510,22002,286,31041,0.067,109
10511,3843,16511,10831,0.455,65
10512,24433,27584,5656,0.368,123
10513,27189,328,29323,0.108,98
10514,32021,11578,490,0.685,152
10515,2067,1861,10595,0.695,5
10516,28055,6497,10900,0.888,99
10517,7755,23523,16866,0.477,48
10518,28857,23386,12254,0.485,15
10519,10800,16241,15312,0.936,162
10520,12274,4960,11822,0.965,89
10521,10387,19110,33661,0.348,39
10522,455,27487,8010,0.703,22
10523,992,1586,19597,0.993,168
10524,1136,12964,29823,0.64,125
10525,4100,30105,2143,0.895,62
10526,18997,27079,33361,0.69,99
10527,12525,9678,26964,0.499,142
10528,7532,27174,18389,0.356,74
10529,332,10011,22203,0.169,10
10530,1739,6348,3036,0.986,64
10531,16069,4451,20531,0.714,58
10532,7519,1177,33108,0.314,6
10533,29232,13827,3037,0.072,67
10534,13046,17366,34156,0.107,115
10535,2416,20079,31890,0.972,5
10536,26908,10243,30150,0.966,122
10537,28273,26594,3056,0.738,121
10538,25374,33979,26713,0.953,25
10539,24521,6585,31182,0.095,8
10540,5873,4094,31623,0.679,155
10541,9057,30974,33236,0.558,77
10542,24888,22326,13736,0.673,94
10543,16376,2249,34648,0.307,101
10544,16492,21448,25581,0.393,131
10545,19848,13713,32238,0.947,21
10546,21174,23163,7935,0.402,126
10547,4538,19474,30847,0.534,131
10548,18902,28800,9145,0.409,61
10549,20004,33544,22140,0.433,138
10550,29083,14186,7029,0.625,75
10551,33566,11976,31578,0.391,17
10552,31327,14851,21404,0.387,110
10553,12230,24782,15604,0.492,101
10554,9204,11046,26458,0.417,113
10555,4190,15768,478,0.9,30
10556,30336,20529,31002,0.774,85
10557,24478,32934,12785,0.759,103
10558,33686,6810,6625,0.914,108
10559,27850,6422,7738,0.256,46
10560,11739,34468,7108,0.189,79
10561,22916,22819,4521,0.442,32
10562,30067,27134,16544,0.208,75
10563,12672,31545,19201,0.905,22
10564,17133,32589,23712,0.629,96
10565,25636,26724,4915,0.317,18
10566,672,23444,26999,0.075,14
10567,30124,1122,25566,0.521,21
10568,21403,15722,26748,0.075,33
10569,2523,27336,9837,0.155,24
10570,30018,22774,21783,0.71,126
10571,2127,20171,6446,0.779,61
10572,24076,4462,32082,0.75,30
10573,23792,11307,20298,0.085,171
10574,5361,20587,21915,0.533,171
10575,25180,27598,20034,0.256,94
10576,23735,13843,15181,0.562,35
10577,6124,7240,4588,0.144,41
10578,28496,33504,17868,0.158,119
10579,25632,4648,14083,0.98,34
10580,7400,12668,27365,0.785,171
10581,29914,6514,25167,0.044,42
10582,10359,10502,26875,0.93,11
10583,1707,30807,12252,0.514,11
10584,21537,16560,31343,0.013,110
10585,21836,13287,27309,0.683,76
10586,7526,22644,31182,0.028,12
10587,4067,24603,29654,0.895,100
10588,22039,31240,4502,0.794,65
10589,25316,15831,25414,0.91,137
10590,12471,14658,19780,0.236,58
10591,16643,9697,24833,0.009,179
10592,3899,18348,26459,0.401,161
10593,16109,4451,19886,0.145,174
10594,11114,26240,13448,0.071,130
10595,23277,8840,23308,0.799,61
10596,14189,20871,26666,0.519,74
10597,2160,14801,23499,0.209,90
10598,31154,20022,12981,0.244,82
10599,14075,32992,16723,0.174,20
10600,15129,9511,29139,0.191,161
10601,3103,6830,3767,0.522,66
10602,23726,25416,4473,0.942,147
10603,6989,12221,23410,0.031,2
10604,33123,23174,12772,0.189,114
10605,9674,27356,22807,0.525,99
10606,15900,10019,31263,0.227,106
10607,21184,12085,28762,0.436,154
10608,31411,13996,12543,0.781,30
10609,2196,24792,12146,0.79,56
10610,28677,23764,8653,0.845,134
10611,9389,29545,15550,0.177,126
10612,9691,2955,4483,0.728,154
10613,29977,7923,13070,0.76,11
10614,2896,18152,34688,0.659,8
10615,8155,15422,9761,0.242,144
10616,17628,28901,10038,0.103,99
10617,28324,6453,1216,0.074,178
10618,18753,671,30928,0.577,120
10619,16814,1578,16405,0.16,49
10620,25951,5847,33409,0.499,147
10621,23156,28987,29992,0.801,102
10622,34150,7350,5092,0.857,151
10623,631,5828,3577,0.77,38
10624,1135,1478,7080,0.415,4
10625,28026,30562,2781,0.903,177
10626,4297,29797,31831,0.856,85
10627,13221,31229,4319,0.519,118
10628,7242,19097,30512,0.532,28
10629,28445,25694,2655,0.903,109
10630,14881,1328,28018,0.906,131
10631,6045,34834,12828,0.802,107
10632,18690,3172,26004,0.699,45
10633,25794,20021,22504,0.235,26
10634,15764,16006,12796,0.678,151
10635,24466,25936,11328,0.202,171
10636,10416,16921,8453,0.861,81
10637,24003,23785,16481,0.06,34
10638,29770,4007,25874,0.628,43
10639,4467,1702,30887,0.8,150
10640,34650,10008,30004,0.032,68
10641,9316,18392,1672,0.61,120
10642,2426,64,31732,0.667,80
10643,2224,9206,4913,0.803,14
10644,32336,1309,17166,0.493,109
10645,13610,27263,26879,0.569,86
10646,32401,29597,17220,0.134,20
10647,14195,984,34510,0.311,86
10648,4201,5747,17110,0.909,70
10649,9555,21871,11548,0.555,27
10650,5721,20504,14127,0.315,154
10651,29670,34105,11539,0.451,107
10652,13353,32131,11245,0.063,162
10653,9571,26816,27657,0.071,123
10654,5741,32863,31057,0.357,85
10655,28926,20049,6827,0.103,93
10656,11019,7281,4374,0.539,104
10657,3472,28965,32758,0.763,105
10658,29448,4823,19150,0.269,36
10659,2017,6807,23765,0.244,91
10660,24822,15047,21503,0.935,30
10661,12373,8299,19989,0.594,47
10662,34945,8581,29132,0.318,95
10663,33521,7522,6063,0.146,59
10664,25303,586,13507,0.067,125
10665,33825,16069,14558,0.09,106
10666,14158,484,17116,0.887,129
10667,16670,13379,2709,0.856,171
10668,10186,27504,9257,0.547,55
10669,29200,16540,7549,0.122,161
10670,12314,20969,2333,0.597,22
10671,20114,11386,31402,0.438,8
10672,31337,4558,20387,0.417,146
10673,17278,10667,17986,0.163,159
10674,301,30987,33778,0.56,57
10675,32186,18858,13249,0.55,27
10676,4714,11406,14838,0.463,77
10677,25068,2045,12239,0.663,1
10678,6505,8422,14909,0.269,143
10679,31625,33137,4178,0.006,63
10680,11284,20621,21842,0.401,146
10681,7966,11601,33127,0.764,161
10682,15634,25021,32389,0.477,108
10683,10282,1423,24254,0.01,130
10684,25575,6394,3753,0.41,104
10685,23237,32187,20530,0.702,163
10686,1431,5802,12349,0.364,75
10687,6175,11689,8634,0.183,53
10688,7938,10410,32919,0.696,21
10689,24132,8130,11908,0.445,97
10690,9305,17483,7887,0.263,153
10691,20735,696,20607,0.876,109
10692,389,22583,5355,0.483,90
10693,16172,2140,6359,0.654,77
10694,617,22579,15365,0.531,133
10695,9320,29997,21691,0.557,61
10696,32688,21967,763,0.508,116
10697,31988,30968,11940,0.826,85
10698,10566,8863,12616,0.141,100
10699,12530,31323,28258,0.931,6
10700,26095,29175,4131,0.267,37
10701,24477,23284,30037,0.725,146
10702,1342,17745,12738,0.289,98
10703,24387,25001,3007,0.716,103
10704,15319,20386,15825,0.364,1
10705,32880,18805,22340,0.398,120
10706,22645,32115,10079,0.852,148
10707,22505,10748,33118,0.878,123
10708,14058,2120,11901,0.043,112
10709,17572,26064,28405,0.653,42
10710,145,7217,23254,0.263,116
10711,30002,970,11167,0.685,27
10712,17285,22865,17921,0.664,51
10713,3947,34411,539,0.069,20
10714,8879,25970,4615,0.25,32
10715,26648,29546,34345,0.423,179
10716,27287,24212,26791,0.583,54
10717,13711,34671,5190,0.572,22
10718,10919,9597,27179,0.409,53
