region_id,region_name,climate
7047,Europe,Hot
7048,Asia,Cold
7049,Africa,Hot
7050,America,Temperate
7051,Europe,Temperate
7052,Europe,Hot
7053,America,Temperate
7054,Africa,Hot
7055,Africa,Hot
7056,Africa,Cold
7057,Africa,Cold
7058,Asia,Temperate
7059,Africa,Cold
7060,Asia,Temperate
7061,Africa,Temperate
7062,Africa,Temperate
7063,Africa,Temperate
7064,Asia,Hot
7065,Africa,Hot
7066,Asia,Cold
7067,Europe,Temperate
7068,Europe,Hot
7069,Africa,Hot
7070,America,Hot
7071,America,Temperate
7072,America,Hot
7073,Africa,Cold
7074,Africa,Temperate
7075,Africa,Cold
7076,Europe,Hot
7077,Asia,Temperate
7078,Africa,Hot
7079,America,Hot
7080,Europe,Hot
7081,Asia,Cold
7082,Africa,Temperate
7083,America,Temperate
7084,Europe,Temperate
7085,Africa,Temperate
7086,America,Cold
7087,Africa,Temperate
7088,Europe,Cold
7089,Africa,Temperate
7090,Africa,Cold
7091,Europe,Hot
7092,Africa,Hot
7093,Asia,Cold
7094,America,Cold
7095,Africa,Cold
7096,Europe,Cold
7097,Africa,Temperate
7098,America,Temperate
7099,Africa,Hot
7100,Africa,Hot
7101,America,Temperate
7102,America,Cold
7103,Asia,Cold
7104,Africa,Cold
7105,Europe,Temperate
7106,Europe,Temperate
7107,Europe,Hot
7108,Europe,Hot
7109,America,Hot
7110,Africa,Temperate
7111,Asia,Temperate
7112,Europe,Temperate
7113,America,Cold
7114,Africa,Hot
7115,America,Hot
7116,Asia,Hot
7117,Asia,Cold
7118,Europe,Temperate
7119,Africa,Hot
7120,Africa,Hot
7121,America,Cold
7122,America,Hot
7123,America,Cold
7124,Africa,Hot
7125,Africa,Cold
7126,Europe,Temperate
7127,Asia,Cold
7128,Asia,Temperate
7129,Europe,Hot
7130,Asia,Temperate
7131,Asia,Hot
7132,America,Hot
7133,Europe,Temperate
7134,Europe,Hot
7135,Asia,Hot
7136,Europe,Temperate
7137,America,Hot
7138,America,Temperate
7139,Africa,Temperate
7140,Africa,Hot
7141,America,Cold
7142,America,Temperate
7143,Asia,Hot
7144,Europe,Hot
7145,Africa,Cold
7146,America,Temperate
7147,Europe,Cold
7148,America,Temperate
7149,America,Hot
7150,America,Temperate
7151,Asia,Hot
7152,Asia,Hot
7153,Europe,Cold
7154,Europe,Hot
7155,Europe,Cold
7156,Africa,Temperate
7157,Asia,Temperate
7158,Asia,Hot
7159,Africa,Cold
7160,Africa,Cold
7161,Africa,Hot
7162,Asia,Cold
7163,Europe,Temperate
7164,Europe,Cold
7165,Asia,Temperate
7166,America,Cold
7167,Asia,Temperate
7168,Europe,Hot
7169,Africa,Temperate
7170,America,Temperate
7171,Africa,Temperate
7172,Asia,Hot
7173,Asia,Hot
7174,Asia,Cold
7175,America,Hot
7176,Asia,Temperate
7177,Europe,Temperate
7178,America,Hot
7179,Europe,Cold
7180,Asia,Temperate
7181,Europe,Temperate
7182,Africa,Temperate
7183,Africa,Cold
7184,Asia,Hot
7185,Africa,Temperate
7186,Asia,Temperate
7187,Europe,Hot
7188,America,Cold
7189,Asia,Hot
7190,Africa,Hot
7191,America,Cold
7192,Asia,Hot
7193,America,Cold
7194,Europe,Hot
7195,Europe,Cold
7196,America,Hot
7197,Asia,Hot
7198,America,Hot
7199,Africa,Hot
7200,Asia,Hot
7201,America,Cold
7202,Asia,Temperate
7203,Africa,Cold
7204,Asia,Temperate
7205,America,Temperate
7206,America,Hot
7207,America,Hot
7208,Europe,Hot
7209,Europe,Cold
7210,Africa,Temperate
7211,Europe,Cold
7212,Europe,Hot
7213,Africa,Temperate
7214,Asia,Cold
7215,Asia,Cold
7216,Africa,Cold
7217,Africa,Hot
7218,America,Hot
7219,Asia,Temperate
7220,Europe,Temperate
7221,America,Temperate
7222,Asia,Cold
7223,Europe,Temperate
7224,Europe,Hot
7225,Africa,Hot
7226,Europe,Hot
7227,Africa,Cold
7228,Europe,Cold
7229,Asia,Cold
7230,Europe,Hot
7231,Asia,Hot
7232,Africa,Hot
7233,America,Temperate
7234,Africa,Temperate
7235,America,Hot
7236,Europe,Cold
7237,Asia,Temperate
7238,Europe,Temperate
7239,Africa,Hot
7240,Asia,Cold
7241,Africa,Hot
7242,America,Hot
7243,Africa,Cold
7244,Europe,Hot
7245,Europe,Temperate
7246,Europe,Cold
7247,America,Temperate
7248,Europe,Hot
7249,Africa,Cold
7250,America,Temperate
7251,Africa,Temperate
7252,Asia,Temperate
7253,Europe,Cold
7254,Asia,Temperate
7255,Europe,Cold
7256,America,Temperate
7257,America,Cold
7258,Asia,Temperate
7259,Asia,Cold
7260,Europe,Hot
7261,America,Cold
7262,Europe,Cold
7263,Africa,Temperate
7264,Africa,Temperate
7265,Europe,Hot
7266,Europe,Hot
7267,Europe,Temperate
7268,Europe,Hot
7269,Asia,Hot
7270,Asia,Hot
7271,Asia,Cold
7272,Asia,Cold
7273,Africa,Hot
7274,Europe,Hot
7275,Asia,Temperate
7276,Asia,Hot
7277,America,Hot
7278,America,Hot
7279,Europe,Cold
7280,Asia,Temperate
7281,Asia,Hot
7282,Africa,Temperate
7283,Asia,Cold
7284,Europe,Temperate
7285,America,Temperate
7286,America,Temperate
7287,Asia,Cold
7288,Africa,Temperate
7289,Africa,Hot
7290,Europe,Hot
7291,Africa,Hot
7292,Asia,Cold
7293,Europe,Temperate
7294,Asia,Temperate
7295,Europe,Cold
7296,Africa,Temperate
7297,Africa,Hot
7298,Asia,Temperate
7299,America,Temperate
7300,Africa,Temperate
7301,America,Temperate
7302,Asia,Temperate
7303,Africa,Temperate
7304,Africa,Cold
7305,America,Hot
7306,Asia,Cold
7307,America,Cold
7308,Africa,Hot
7309,Europe,Cold
7310,Africa,Hot
7311,America,Hot
7312,Europe,Hot
7313,America,Hot
7314,Europe,Temperate
7315,Europe,Hot
7316,America,Cold
7317,America,Cold
7318,Europe,Temperate
7319,Europe,Temperate
7320,Africa,Temperate
7321,America,Cold
7322,Africa,Temperate
7323,Asia,Cold
7324,America,Temperate
7325,Asia,Temperate
7326,Asia,Hot
7327,America,Hot
7328,Asia,Cold
7329,Europe,Hot
7330,Africa,Hot
7331,Europe,Hot
7332,Asia,Hot
7333,Europe,Hot
7334,America,Hot
7335,Asia,Hot
7336,America,Cold
7337,Asia,Hot
7338,Asia,Hot
7339,America,Temperate
7340,Asia,Cold
7341,Africa,Cold
7342,America,Temperate
7343,Asia,Cold
7344,Africa,Cold
7345,Africa,Cold
7346,Asia,Hot
7347,Africa,Hot
7348,Asia,Hot
7349,Asia,Temperate
7350,Asia,Temperate
7351,Asia,Hot
7352,Africa,Hot
7353,Europe,Cold
7354,America,Temperate
7355,Europe,Temperate
7356,Asia,Cold
7357,Asia,Temperate
7358,Asia,Hot
7359,Europe,Hot
7360,America,Temperate
7361,Europe,Temperate
7362,America,Hot
7363,Asia,Temperate
7364,Africa,Temperate
7365,Africa,Cold
7366,Europe,Temperate
7367,Africa,Hot
7368,Africa,Temperate
7369,America,Temperate
7370,Asia,Hot
7371,Africa,Hot
7372,Asia,Temperate
7373,Asia,Temperate
7374,Asia,Temperate
7375,Asia,Temperate
7376,Africa,Temperate
7377,Europe,Temperate
7378,Africa,Cold
7379,Europe,Hot
7380,Europe,Temperate
7381,Asia,Hot
7382,Africa,Cold
7383,America,Hot
7384,Europe,Hot
7385,Europe,Hot
7386,Africa,Cold
7387,America,Temperate
7388,America,Cold
7389,Europe,Cold
7390,Africa,Cold
7391,America,Hot
7392,Asia,Cold
7393,America,Cold
7394,Europe,Hot
7395,Asia,Hot
7396,America,Hot
7397,America,Cold
7398,America,Hot
7399,Europe,Temperate
7400,Asia,Temperate
7401,Europe,Hot
7402,America,Cold
7403,Africa,Cold
7404,Asia,Temperate
7405,Africa,Cold
7406,Europe,Temperate
7407,Asia,Hot
7408,Asia,Temperate
7409,America,Cold
7410,Europe,Temperate
7411,America,Cold
7412,America,Temperate
7413,Europe,Hot
7414,America,Temperate
7415,Europe,Hot
7416,Africa,Hot
7417,America,Hot
7418,Asia,Cold
7419,Asia,Hot
7420,Africa,Cold
7421,Asia,Hot
7422,Africa,Temperate
7423,Africa,Temperate
7424,America,Hot
7425,Europe,Temperate
7426,Africa,Temperate
7427,Asia,Cold
7428,Asia,Cold
7429,Europe,Temperate
7430,America,Hot
7431,Asia,Hot
7432,America,Cold
7433,Africa,Temperate
7434,Asia,Cold
7435,Africa,Hot
7436,Asia,Cold
7437,Asia,Temperate
7438,Europe,Hot
7439,Africa,Temperate
7440,Europe,Hot
7441,Europe,Temperate
7442,Europe,Temperate
7443,Europe,Cold
7444,America,Hot
7445,America,Temperate
7446,America,Hot
7447,Africa,Cold
7448,America,Temperate
7449,Africa,Hot
7450,Asia,Cold
7451,America,Temperate
7452,Asia,Hot
7453,America,Cold
7454,Europe,Cold
7455,America,Temperate
7456,Africa,Temperate
7457,Asia,Temperate
7458,Europe,Hot
7459,America,Cold
7460,Europe,Cold
7461,Asia,Temperate
7462,Africa,Cold
7463,America,Temperate
7464,Asia,Temperate
7465,Asia,Cold
7466,Africa,Cold
7467,Asia,Hot
7468,Europe,Temperate
7469,America,Cold
7470,Asia,Temperate
7471,America,Cold
7472,America,Temperate
7473,Africa,Temperate
7474,America,Temperate
7475,Africa,Temperate
7476,Asia,Temperate
7477,Asia,Hot
7478,Asia,Cold
7479,America,Cold
7480,America,Hot
7481,Europe,Hot
7482,America,Hot
7483,Africa,Hot
7484,Europe,Temperate
7485,America,Hot
7486,Europe,Hot
7487,America,Hot
7488,America,Hot
7489,Europe,Temperate
7490,Africa,Hot
7491,Africa,Cold
7492,America,Cold
7493,Europe,Temperate
7494,Africa,Temperate
7495,Africa,Cold
7496,Africa,Temperate
7497,Asia,Cold
7498,Africa,Temperate
7499,America,Temperate
7500,America,Hot
7501,Africa,Cold
7502,Africa,Temperate
7503,Europe,Cold
7504,Asia,Temperate
7505,America,Cold
7506,Asia,Hot
7507,Europe,Hot
7508,Africa,Hot
7509,Africa,Cold
7510,Asia,Cold
7511,America,Temperate
7512,Africa,Hot
7513,Asia,Cold
7514,Europe,Cold
7515,Asia,Hot
7516,Asia,Cold
7517,America,Temperate
7518,Asia,Hot
7519,Asia,Hot
7520,Asia,Hot
7521,America,Hot
7522,Europe,Cold
7523,America,Hot
7524,Africa,Temperate
7525,Africa,Hot
7526,Asia,Cold
7527,Africa,Temperate
7528,America,Temperate
7529,Asia,Temperate
7530,America,Temperate
7531,Africa,Hot
7532,Africa,Hot
7533,America,Temperate
7534,America,Cold
7535,Africa,Cold
7536,Africa,Temperate
7537,America,Cold
7538,America,Temperate
7539,Europe,Temperate
7540,America,Hot
7541,Asia,Hot
7542,America,Temperate
7543,Asia,Hot
7544,Europe,Cold
7545,Europe,Hot
7546,Europe,Temperate
7547,America,Temperate
7548,Europe,Temperate
7549,Europe,Cold
7550,Asia,Hot
7551,America,Hot
7552,Europe,Hot
7553,Asia,Temperate
7554,Asia,Cold
7555,America,Temperate
7556,Africa,Hot
7557,Africa,Cold
7558,America,Hot
7559,Africa,Temperate
7560,Europe,Temperate
7561,Europe,Cold
7562,America,Cold
7563,Africa,Cold
7564,Europe,Hot
7565,Africa,Hot
7566,Asia,Cold
7567,Asia,Temperate
7568,America,Temperate
7569,Asia,Cold
7570,Asia,Temperate
7571,Africa,Temperate
7572,Asia,Temperate
7573,America,Cold
7574,Asia,Hot
7575,Europe,Hot
7576,America,Hot
7577,America,Cold
7578,America,Temperate
7579,Asia,Hot
7580,Asia,Temperate
7581,America,Temperate
7582,Africa,Cold
7583,America,Cold
7584,Europe,Cold
7585,Europe,Cold
7586,Europe,Hot
7587,Europe,Temperate
7588,America,Hot
7589,America,Temperate
7590,America,Hot
7591,America,Temperate
7592,America,Cold
7593,Africa,Cold
7594,Africa,Temperate
7595,Africa,Hot
7596,America,Temperate
7597,Asia,Cold
7598,America,Cold
7599,Europe,Cold
7600,America,Hot
7601,Europe,Temperate
7602,Africa,Hot
7603,Europe,Cold
7604,America,Cold
7605,Asia,Hot
7606,Europe,Temperate
7607,Asia,Hot
7608,America,Cold
7609,America,Temperate
7610,Europe,Temperate
7611,Europe,Temperate
7612,Africa,Cold
7613,Asia,Cold
7614,Europe,Cold
7615,America,Cold
7616,Europe,Hot
7617,America,Temperate
7618,Africa,Hot
7619,Asia,Cold
7620,Asia,Cold
7621,Africa,Temperate
7622,Europe,Temperate
7623,Asia,Cold
7624,Africa,Cold
7625,Africa,Temperate
7626,Africa,Cold
7627,Africa,Hot
7628,Africa,Hot
7629,America,Temperate
7630,Europe,Hot
7631,Asia,Cold
7632,Africa,Temperate
7633,America,Cold
7634,Europe,Cold
7635,Europe,Temperate
7636,America,Cold
7637,Africa,Hot
7638,Asia,Cold
7639,Africa,Hot
7640,America,Cold
7641,Africa,Temperate
7642,Asia,Cold
7643,America,Temperate
7644,Africa,Temperate
7645,Europe,Cold
7646,America,Hot
7647,Europe,Cold
7648,Asia,Hot
7649,Asia,Cold
7650,Africa,Hot
7651,Europe,Temperate
7652,Europe,Hot
7653,Africa,Temperate
7654,Asia,Temperate
7655,Europe,Cold
7656,Europe,Temperate
7657,Africa,Temperate
7658,Asia,Cold
7659,Africa,Hot
7660,Europe,Cold
7661,Africa,Hot
7662,Africa,Hot
7663,Asia,Cold
7664,Africa,Temperate
7665,America,Hot
7666,America,Temperate
7667,America,Hot
7668,Europe,Cold
7669,Europe,Hot
7670,Asia,Temperate
7671,Africa,Temperate
7672,Asia,Temperate
7673,Africa,Cold
7674,Asia,Cold
7675,Africa,Temperate
7676,America,Cold
7677,Asia,Cold
7678,Africa,Cold
7679,America,Cold
7680,Europe,Cold
7681,Africa,Cold
7682,Africa,Cold
7683,Africa,Cold
7684,Asia,Cold
7685,Europe,Hot
7686,Asia,Temperate
7687,Europe,Cold
7688,Asia,Hot
7689,Africa,Hot
7690,Africa,Hot
7691,Asia,Hot
7692,Africa,Hot
7693,Asia,Temperate
7694,Asia,Hot
7695,Europe,Temperate
7696,Africa,Hot
7697,Africa,Temperate
7698,Africa,Temperate
7699,Asia,Hot
7700,Europe,Cold
7701,Africa,Temperate
7702,America,Cold
7703,Asia,Cold
7704,Africa,Hot
7705,Europe,Cold
7706,Asia,Temperate
7707,Asia,Hot
7708,Asia,Cold
7709,Asia,Cold
7710,America,Hot
7711,Europe,Hot
7712,Asia,Hot
7713,Asia,Cold
7714,Asia,Hot
7715,Europe,Hot
7716,Africa,Hot
7717,America,Temperate
7718,America,Temperate
7719,America,Hot
7720,Africa,Temperate
7721,Europe,Cold
7722,Europe,Hot
7723,America,Cold
7724,America,Hot
7725,Asia,Cold
7726,Europe,Temperate
7727,Africa,Hot
7728,Africa,Hot
7729,Africa,Temperate
7730,Europe,Cold
7731,America,Hot
7732,America,Temperate
7733,Europe,Temperate
7734,America,Temperate
7735,Asia,Temperate
7736,Asia,Cold
7737,Asia,Hot
7738,Asia,Hot
7739,Asia,Temperate
7740,Europe,Temperate
7741,Africa,Temperate
7742,America,Hot
7743,Asia,Hot
7744,Asia,Hot
7745,Africa,Temperate
7746,Africa,Cold
7747,Africa,Hot
7748,Africa,Cold
7749,Europe,Hot
7750,America,Temperate
7751,Africa,Temperate
7752,America,Hot
7753,Asia,Temperate
7754,Africa,Temperate
7755,Asia,Hot
7756,Europe,Cold
7757,Asia,Cold
7758,Europe,Temperate
7759,Asia,Temperate
7760,America,Cold
7761,Europe,Hot
7762,Africa,Hot
7763,Europe,Cold
7764,Africa,Temperate
7765,Europe,Hot
7766,Africa,Cold
7767,Europe,Cold
7768,Asia,Temperate
7769,Asia,Cold
7770,Asia,Cold
7771,Africa,Temperate
7772,Asia,Hot
7773,America,Cold
7774,America,Temperate
7775,Asia,Temperate
7776,Europe,Hot
7777,Asia,Cold
7778,Africa,Cold
7779,Africa,Cold
7780,America,Cold
7781,Europe,Cold
7782,Africa,Hot
7783,Africa,Cold
7784,America,Temperate
7785,Europe,Cold
7786,America,Hot
7787,Asia,Hot
7788,Europe,Cold
7789,Europe,Cold
7790,Asia,Temperate
7791,Europe,Temperate
7792,America,Cold
7793,America,Hot
7794,Africa,Temperate
7795,America,Cold
7796,America,Hot
7797,Europe,Hot
7798,America,Temperate
7799,America,Hot
7800,Asia,Cold
7801,Asia,Cold
7802,Europe,Cold
7803,Asia,Cold
7804,America,Hot
7805,Europe,Hot
7806,America,Cold
7807,Africa,Hot
7808,Africa,Cold
7809,Asia,Cold
7810,America,Temperate
7811,Asia,Cold
7812,Europe,Hot
7813,America,Hot
7814,Africa,Hot
7815,Asia,Cold
7816,America,Temperate
7817,America,Temperate
7818,Africa,Cold
7819,Europe,Temperate
7820,Africa,Cold
7821,Europe,Cold
7822,Asia,Hot
7823,Asia,Hot
7824,Asia,Temperate
7825,Asia,Cold
7826,Europe,Cold
7827,Europe,Temperate
7828,Asia,Cold
7829,Asia,Cold
7830,America,Cold
7831,America,Hot
7832,Africa,Cold
7833,Europe,Temperate
7834,Africa,Cold
7835,Europe,Cold
7836,Europe,Temperate
7837,Asia,Hot
7838,Asia,Temperate
7839,Africa,Temperate
7840,Asia,Cold
7841,Asia,Temperate
7842,Asia,Hot
7843,America,Temperate
7844,Europe,Cold
7845,Asia,Cold
7846,Asia,Temperate
7847,Europe,Hot
7848,Africa,Temperate
7849,America,Cold
7850,America,Temperate
7851,America,Hot
7852,America,Hot
7853,Asia,Temperate
7854,Asia,Temperate
7855,Europe,Hot
7856,America,Temperate
7857,America,Cold
7858,Asia,Cold
7859,America,Temperate
7860,Asia,Cold
7861,Europe,Cold
7862,Africa,Cold
7863,Europe,Temperate
7864,Asia,Cold
7865,Africa,Cold
7866,Europe,Hot
7867,Asia,Cold
7868,Asia,Cold
7869,Africa,Temperate
7870,Africa,Cold
7871,America,Temperate
7872,Asia,Hot
7873,Africa,Cold
7874,Asia,Hot
7875,Africa,Hot
7876,Europe,Cold
7877,America,Hot
7878,America,Cold
7879,Europe,Hot
7880,America,Temperate
7881,Africa,Temperate
7882,Africa,Temperate
7883,America,Temperate
7884,Asia,Hot
7885,Asia,Hot
7886,Asia,Hot
7887,Europe,Hot
7888,Europe,Hot
7889,Europe,Cold
7890,Africa,Temperate
7891,America,Temperate
7892,Europe,Cold
7893,Africa,Temperate
7894,Africa,Temperate
7895,Africa,Temperate
7896,Europe,Cold
7897,Europe,Hot
7898,Africa,Hot
7899,Europe,Hot
7900,Africa,Hot
7901,Africa,Temperate
7902,Europe,Cold
7903,Africa,Hot
7904,Europe,Cold
7905,Europe,Temperate
7906,America,Hot
7907,Africa,Temperate
7908,Asia,Temperate
7909,Europe,Hot
7910,Africa,Cold
7911,Asia,Hot
7912,America,Temperate
7913,America,Cold
7914,Asia,Cold
7915,America,Hot
7916,Asia,Hot
7917,America,Hot
7918,America,Cold
7919,Africa,Cold
7920,America,Hot
7921,Africa,Temperate
7922,Asia,Cold
7923,America,Temperate
7924,Africa,Hot
7925,Europe,Hot
7926,Asia,Temperate
7927,America,Hot
7928,Asia,Temperate
7929,America,Temperate
7930,Asia,Cold
7931,Asia,Temperate
7932,Africa,Hot
7933,Asia,Hot
7934,Asia,Hot
7935,America,Hot
7936,Asia,Hot
7937,Asia,Cold
7938,Europe,Cold
7939,Asia,Cold
7940,Africa,Temperate
7941,Europe,Cold
7942,America,Temperate
7943,Europe,Temperate
7944,Asia,Cold
7945,America,Hot
7946,Africa,Cold
7947,Europe,Temperate
7948,America,Temperate
7949,Europe,Temperate
7950,America,Cold
7951,Africa,Cold
7952,Europe,Temperate
7953,Asia,Cold
7954,America,Cold
7955,Europe,Temperate
7956,America,Cold
7957,Asia,Cold
7958,America,Hot
7959,Africa,Hot
7960,America,Cold
7961,America,Cold
7962,Africa,Cold
7963,America,Temperate
7964,America,Cold
7965,America,Cold
7966,Europe,Hot
7967,Africa,Cold
7968,Asia,Hot
7969,Asia,Cold
7970,Asia,Temperate
7971,Europe,Cold
7972,America,Cold
7973,America,Hot
7974,Asia,Hot
7975,Asia,Hot
7976,Africa,Cold
7977,Europe,Temperate
7978,America,Hot
7979,Africa,Cold
7980,Asia,Cold
7981,Asia,Cold
7982,Africa,Hot
7983,America,Cold
7984,America,Cold
7985,Africa,Hot
7986,America,Cold
7987,Africa,Cold
7988,Asia,Temperate
7989,America,Cold
7990,Africa,Temperate
7991,America,Hot
7992,Europe,Hot
7993,America,Temperate
7994,Europe,Temperate
7995,Africa,Temperate
7996,Europe,Cold
7997,Europe,Cold
7998,Europe,Temperate
7999,Africa,Temperate
8000,America,Temperate
8001,Europe,Hot
8002,Europe,Cold
8003,Asia,Cold
8004,Africa,Hot
8005,Asia,Cold
8006,Asia,Temperate
8007,Africa,Cold
8008,America,Temperate
8009,America,Hot
8010,America,Hot
8011,America,Cold
8012,Europe,Temperate
8013,Asia,Temperate
8014,Europe,Cold
8015,Europe,Hot
8016,Europe,Temperate
8017,America,Cold
8018,Africa,Temperate
8019,Asia,Temperate
8020,Asia,Temperate
8021,Africa,Cold
8022,Europe,Hot
8023,Europe,Hot
8024,Europe,Hot
8025,America,Cold
8026,Africa,Cold
8027,Asia,Hot
8028,America,Cold
8029,America,Hot
8030,Asia,Hot
8031,Africa,Cold
8032,Asia,Temperate
8033,Asia,Temperate
8034,Africa,Cold
8035,Asia,Cold
8036,Europe,Hot
8037,Europe,Temperate
8038,Africa,Temperate
8039,America,Hot
8040,America,Hot
8041,America,Temperate
8042,Europe,Hot
8043,America,Temperate
8044,Europe,Cold
8045,Europe,Cold
8046,Asia,Temperate
8047,Asia,Temperate
8048,America,Hot
8049,America,Cold
8050,Europe,Temperate
8051,America,Hot
8052,America,Temperate
8053,Europe,Cold
8054,Africa,Temperate
8055,America,Temperate
8056,Europe,Temperate
8057,America,Temperate
8058,America,Temperate
8059,Africa,Cold
8060,Europe,Hot
8061,Asia,Cold
8062,Africa,Hot
8063,America,Hot
8064,Europe,Cold
8065,Africa,Temperate
8066,Europe,Hot
8067,Asia,Temperate
8068,Africa,Cold
8069,Africa,Hot
8070,Asia,Hot
8071,America,Cold
8072,America,Cold
8073,Europe,Temperate
8074,Asia,Cold
8075,Asia,Temperate
8076,Africa,Hot
8077,Europe,Temperate
8078,America,Hot
8079,Africa,Hot
8080,Africa,Hot
8081,Africa,Cold
8082,Africa,Temperate
8083,America,Temperate
8084,Asia,Temperate
8085,America,Temperate
8086,Europe,Hot
8087,America,Hot
8088,Asia,Temperate
8089,America,Cold
8090,America,Cold
8091,Africa,Cold
8092,Africa,Temperate
8093,Africa,Hot
8094,Asia,Cold
8095,America,Cold
8096,America,Cold
8097,Asia,Temperate
8098,Europe,Hot
8099,Europe,Hot
8100,America,Temperate
8101,Africa,Hot
8102,Asia,Hot
8103,Asia,Cold
8104,Africa,Hot
8105,Africa,Temperate
8106,Africa,Hot
8107,America,Cold
8108,Africa,Cold
8109,Asia,Temperate
8110,Africa,Hot
8111,Europe,Hot
8112,America,Cold
8113,Africa,Hot
8114,Africa,Cold
8115,America,Temperate
8116,Africa,Hot
8117,Europe,Cold
8118,Asia,Temperate
8119,Europe,Hot
8120,Europe,Cold
8121,Asia,Cold
8122,Europe,Hot
8123,Asia,Temperate
8124,Africa,Hot
8125,America,Cold
8126,Asia,Cold
8127,Europe,Temperate
8128,Africa,Temperate
8129,Europe,Temperate
8130,Africa,Temperate
8131,Europe,Temperate
8132,Africa,Cold
8133,Africa,Cold
8134,Europe,Temperate
8135,Europe,Cold
8136,Africa,Hot
8137,Europe,Temperate
8138,Europe,Hot
8139,Africa,Temperate
8140,America,Cold
8141,Asia,Temperate
8142,Africa,Cold
8143,Asia,Cold
8144,America,Cold
8145,Europe,Cold
8146,Asia,Temperate
8147,Europe,Hot
8148,Africa,Temperate
8149,Africa,Cold
8150,America,Temperate
8151,Africa,Hot
8152,Europe,Temperate
8153,Europe,Cold
8154,America,Cold
8155,Europe,Cold
8156,Africa,Temperate
8157,Europe,Temperate
8158,America,Hot
8159,Asia,Hot
8160,Africa,Hot
8161,America,Cold
8162,Europe,Temperate
8163,Europe,Temperate
8164,America,Cold
8165,Asia,Cold
8166,America,Hot
8167,Africa,Cold
8168,America,Cold
8169,America,Cold
8170,Asia,Hot
8171,Europe,Cold
8172,Europe,Hot
8173,Asia,Temperate
8174,Africa,Cold
8175,America,Cold
8176,America,Hot
8177,Europe,Temperate
8178,Asia,Temperate
8179,Africa,Cold
8180,Europe,Temperate
8181,Asia,Hot
8182,Asia,Hot
8183,Africa,Hot
8184,America,Hot
8185,Europe,Hot
8186,Africa,Temperate
8187,America,Temperate
8188,Africa,Cold
8189,America,Cold
8190,Europe,Temperate
8191,Europe,Temperate
8192,Africa,Cold
8193,Africa,Cold
8194,America,Hot
8195,America,Temperate
8196,Europe,Temperate
8197,Asia,Temperate
8198,Asia,Temperate
8199,America,Hot
8200,America,Temperate
8201,Europe,Hot
8202,Asia,Temperate
8203,Asia,Cold
8204,Africa,Temperate
8205,Africa,Cold
8206,Africa,Cold
8207,America,Temperate
8208,Asia,Hot
8209,Africa,Temperate
8210,America,Temperate
8211,Asia,Temperate
8212,Asia,Temperate
8213,Africa,Temperate
8214,Europe,Cold
8215,Asia,Temperate
8216,Asia,Temperate
8217,Europe,Temperate
8218,Africa,Hot
8219,Asia,Cold
8220,Europe,Hot
8221,Europe,Hot
8222,Europe,Cold
8223,Africa,Temperate
8224,Europe,Cold
8225,America,Cold
8226,Africa,Temperate
8227,Europe,Cold
8228,America,Temperate
8229,Asia,Temperate
8230,Asia,Temperate
8231,Europe,Cold
8232,Asia,Temperate
8233,Africa,Hot
8234,Europe,Cold
8235,Asia,Hot
8236,Europe,Hot
8237,Asia,Hot
8238,Africa,Cold
8239,Europe,Temperate
8240,America,Hot
8241,Asia,Hot
8242,America,Temperate
8243,Europe,Temperate
8244,Asia,Hot
8245,Europe,Hot
8246,Africa,Cold
8247,Africa,Temperate
8248,Asia,Temperate
8249,Africa,Cold
8250,America,Cold
8251,Africa,Cold
8252,Africa,Hot
8253,Europe,Cold
8254,Europe,Cold
8255,Asia,Hot
8256,Africa,Hot
8257,America,Temperate
8258,America,Hot
8259,Africa,Temperate
8260,Asia,Cold
8261,Asia,Temperate
8262,America,Hot
8263,America,Temperate
8264,Europe,Temperate
8265,Africa,Temperate
8266,Africa,Hot
8267,Africa,Temperate
8268,America,Cold
8269,America,Cold
8270,America,Cold
8271,Europe,Cold
8272,America,Temperate
8273,Europe,Cold
8274,Europe,Temperate
8275,America,Hot
8276,Africa,Temperate
8277,Asia,Hot
8278,Europe,Hot
8279,Africa,Cold
8280,America,Cold
8281,Europe,Hot
8282,Asia,Cold
8283,America,Temperate
8284,Africa,Cold
8285,Europe,Temperate
8286,America,Cold
8287,America,Temperate
8288,America,Hot
8289,Africa,Cold
8290,America,Temperate
8291,Asia,Temperate
8292,Asia,Temperate
8293,Asia,Hot
8294,Asia,Hot
8295,Africa,Temperate
8296,Europe,Cold
8297,America,Cold
8298,Asia,Hot
8299,Africa,Temperate
8300,America,Temperate
8301,America,Cold
8302,America,Hot
8303,Asia,Temperate
8304,Asia,Hot
8305,America,Hot
8306,America,Temperate
8307,Africa,Temperate
8308,Africa,Hot
8309,America,Hot
8310,Africa,Temperate
8311,Asia,Cold
8312,Asia,Hot
8313,America,Cold
8314,Europe,Hot
8315,Asia,Hot
8316,Europe,Hot
8317,Asia,Temperate
8318,Europe,Temperate
8319,Europe,Temperate
8320,Europe,Cold
8321,Africa,Cold
8322,Africa,Cold
8323,Europe,Temperate
8324,America,Hot
8325,Africa,Hot
8326,Asia,Cold
8327,Africa,Temperate
8328,Africa,Temperate
8329,Asia,Hot
8330,Asia,Temperate
8331,Europe,Cold
8332,Africa,Temperate
8333,America,Cold
8334,Asia,Cold
8335,Asia,Cold
8336,Africa,Cold
8337,America,Hot
