investment_event_id,region_id,predicted_budget,roi_prediction
6404,17438,220801.83,0.38
6405,14013,186409.09,0.36
6406,6676,241253.86,0.65
6407,10509,441554.64,0.48
6408,28394,388315.25,0.26
6409,10771,475109.32,0.19
6410,33417,124521.27,0.19
6411,3067,41370.31,0.11
6412,14633,204240.59,0.45
6413,6088,332269.72,0.31
6414,4796,300678.0,0.42
6415,19145,58489.02,0.3
6416,34480,123384.48,0.17
6417,1476,320442.15,0.58
6418,6804,390262.64,0.73
6419,31691,482477.83,0.65
6420,29554,247238.45,0.11
6421,20463,273693.12,0.64
6422,8470,203614.29,0.58
6423,13527,38775.46,0.73
6424,4942,394585.87,0.74
6425,17152,98174.64,0.22
6426,7892,413276.29,0.47
6427,13842,235037.91,0.16
6428,33553,455730.91,0.69
6429,11720,318705.6,0.17
6430,2114,254879.31,0.13
6431,27377,459646.23,0.85
6432,31050,29262.59,0.13
6433,10527,257729.95,0.54
6434,13715,450899.41,0.46
6435,10676,93858.12,0.61
6436,24541,354246.06,0.16
6437,17735,233146.03,0.51
6438,8325,313878.16,0.37
6439,24245,161774.9,0.14
6440,9037,13943.32,0.42
6441,9640,403133.57,0.17
6442,6445,207399.86,0.61
6443,20641,90650.68,0.24
6444,8850,339210.88,0.88
6445,12696,409825.98,0.22
6446,12555,165545.82,0.14
6447,31264,54745.98,0.51
6448,11144,244308.44,0.13
6449,24870,192519.31,0.84
6450,23641,260723.72,0.52
6451,7279,222307.34,0.49
6452,28864,58653.72,0.8
6453,848,70332.71,0.87
6454,34659,85484.57,0.11
6455,1099,392737.47,0.83
6456,10975,319758.54,0.57
6457,9028,335633.82,0.86
6458,25096,342340.52,0.69
6459,10578,234017.63,0.17
6460,28899,114870.85,0.34
6461,32490,216255.4,0.4
6462,10139,340579.28,0.25
6463,9648,75625.51,0.32
6464,6797,95118.95,0.5
6465,18253,39449.46,0.25
6466,10056,126778.01,0.13
6467,13145,67081.55,0.68
6468,30922,262857.44,0.4
6469,20338,292029.92,0.28
6470,14343,259952.42,0.49
6471,14251,258035.18,0.48
6472,12653,400499.27,0.34
6473,9801,312721.35,0.13
6474,18455,311140.66,0.16
6475,27062,140271.08,0.27
6476,10461,103934.05,0.54
6477,24572,466127.2,0.74
6478,7564,465604.7,0.84
6479,31318,444932.93,0.63
6480,26181,178422.83,0.76
6481,11595,18506.85,0.56
6482,34312,447958.11,0.74
6483,33453,43245.41,0.78
6484,27583,198891.69,0.61
6485,24565,208378.64,0.78
6486,24781,23197.03,0.41
6487,11,31525.66,0.33
6488,14378,220628.76,0.46
6489,31267,492804.75,0.53
6490,8607,239855.84,0.1
6491,17644,46464.87,0.45
6492,32343,21392.55,0.85
6493,15739,462657.3,0.17
6494,7276,340662.13,0.12
6495,9400,420566.23,0.87
6496,15297,116220.2,0.41
6497,24291,376769.83,0.57
6498,4346,34696.31,0.66
6499,33099,112617.38,0.27
6500,21307,453316.43,0.78
6501,34651,11105.95,0.69
6502,29701,409110.01,0.35
6503,21428,74348.28,0.29
6504,21949,479119.49,0.88
6505,29253,305062.18,0.76
6506,14863,62569.83,0.55
6507,21144,268368.06,0.18
6508,23083,233003.58,0.45
6509,34923,233081.07,0.39
6510,16965,244092.99,0.27
6511,26227,36104.76,0.65
6512,22403,22880.94,0.58
6513,17512,389746.17,0.5
6514,31081,366538.7,0.17
6515,26485,50042.21,0.29
6516,10029,112576.26,0.21
6517,4551,476625.9,0.19
6518,29768,29234.24,0.51
6519,24255,223452.91,0.85
6520,34944,416960.84,0.88
6521,15158,78826.64,0.58
6522,6071,31089.99,0.3
6523,28865,402013.5,0.54
6524,482,34423.69,0.45
6525,21420,271516.25,0.34
6526,11841,141305.14,0.76
6527,2773,441353.95,0.43
6528,6598,371201.46,0.36
6529,29614,487567.09,0.44
6530,12911,102271.47,0.68
6531,30464,135967.38,0.39
6532,29779,116137.88,0.89
6533,19567,251038.51,0.66
6534,30571,42827.2,0.81
6535,10350,358222.03,0.78
6536,21739,290759.81,0.27
6537,3077,81742.52,0.73
6538,25410,93078.34,0.59
6539,18574,101051.54,0.58
6540,18265,174461.52,0.67
6541,28939,94647.59,0.4
6542,32294,480172.93,0.29
6543,1156,130725.87,0.48
6544,30759,493933.24,0.36
6545,5334,67275.23,0.39
6546,32392,426851.65,0.54
6547,1093,80752.91,0.76
6548,19193,278462.75,0.41
6549,5787,340802.28,0.33
6550,21654,315247.88,0.28
6551,34499,49494.15,0.63
6552,264,392108.19,0.43
6553,18987,13151.05,0.32
6554,21203,496309.31,0.23
6555,12912,476934.75,0.28
6556,16488,183522.58,0.33
6557,8031,449019.63,0.22
6558,13311,453031.96,0.34
6559,4201,109305.53,0.12
6560,20342,409836.67,0.23
6561,26086,494584.61,0.58
6562,8794,10015.41,0.35
6563,9766,443586.32,0.21
6564,15816,183702.82,0.85
6565,27966,497073.21,0.8
6566,3543,241256.69,0.23
6567,24990,59357.76,0.89
6568,29384,196707.25,0.5
6569,16944,161996.29,0.28
6570,13631,450753.95,0.61
6571,26051,71264.0,0.85
6572,30272,70435.82,0.2
6573,14555,270998.75,0.22
6574,28590,228411.79,0.64
6575,27033,360869.53,0.69
6576,25224,416680.16,0.35
6577,12107,283944.4,0.78
6578,7424,175785.48,0.39
6579,33866,226763.16,0.33
6580,31794,343852.55,0.17
6581,26726,160746.35,0.5
6582,25316,420406.84,0.72
6583,732,130581.4,0.29
6584,10342,79759.49,0.1
6585,1057,227938.67,0.33
6586,30182,467986.9,0.64
6587,4980,135513.38,0.32
6588,9112,342867.37,0.38
6589,28503,92444.01,0.87
6590,21754,458723.81,0.61
6591,16811,163638.02,0.63
6592,13069,428401.16,0.38
6593,21364,108752.44,0.75
6594,25523,214315.69,0.8
6595,2937,40354.57,0.16
6596,19383,162219.77,0.14
6597,24858,27147.04,0.84
6598,13715,235776.85,0.79
6599,3327,449882.12,0.77
6600,21435,405983.93,0.44
6601,29586,414264.16,0.27
6602,7119,69486.8,0.48
6603,23894,277225.07,0.68
6604,22335,254067.04,0.6
6605,3061,456249.57,0.15
6606,8205,62244.91,0.35
6607,23743,490890.21,0.17
6608,581,151488.05,0.48
6609,17946,78044.41,0.27
6610,31730,69676.8,0.4
6611,16047,427082.13,0.81
6612,28058,297636.92,0.73
6613,12721,271826.84,0.76
6614,32668,360622.37,0.42
6615,25548,263982.45,0.12
6616,8284,155423.71,0.83
6617,15434,98666.53,0.17
6618,28017,164918.79,0.53
6619,20533,289055.71,0.19
6620,28943,415355.78,0.29
6621,1875,434449.09,0.56
6622,3111,185919.15,0.49
6623,18457,280274.88,0.37
6624,12803,123971.65,0.56
6625,3897,305690.05,0.17
6626,4578,332330.96,0.2
6627,10558,454337.91,0.33
6628,4957,92999.2,0.14
6629,33196,382884.59,0.16
6630,30328,135013.35,0.37
6631,29756,288125.52,0.74
6632,16347,49937.23,0.76
6633,1173,306278.37,0.36
6634,26800,67088.28,0.54
6635,32647,107203.83,0.57
6636,25463,448046.92,0.21
6637,4077,441957.12,0.62
6638,11999,242738.91,0.66
6639,18740,139881.75,0.16
6640,27730,246617.67,0.26
6641,3407,313851.63,0.42
6642,13574,463895.96,0.52
6643,13141,46879.88,0.9
6644,33139,418799.95,0.63
6645,21344,205261.96,0.28
6646,15502,227464.13,0.81
6647,16583,449369.15,0.38
6648,14054,294094.95,0.32
6649,29546,345197.41,0.57
6650,13709,156799.97,0.67
6651,1862,130843.26,0.51
6652,24626,215430.65,0.7
6653,25809,479579.34,0.21
6654,28923,216098.41,0.67
6655,32909,310382.62,0.72
6656,1317,115752.75,0.61
6657,6267,56121.07,0.24
6658,26324,320452.09,0.25
6659,9320,263738.04,0.35
6660,10915,130617.81,0.34
6661,27982,230592.98,0.29
6662,24222,276995.64,0.64
6663,20120,365993.15,0.11
6664,7923,36497.23,0.56
6665,5100,235702.56,0.41
6666,28291,184604.32,0.65
6667,2388,449946.33,0.17
6668,10188,363880.49,0.87
6669,34850,295660.4,0.37
6670,24871,322142.21,0.18
6671,11683,255427.39,0.75
6672,17541,367070.23,0.61
6673,8712,206063.48,0.14
6674,33458,434284.04,0.77
6675,31032,300808.19,0.48
6676,8089,276975.68,0.72
6677,13135,62325.54,0.84
6678,32400,369955.03,0.24
6679,17169,269394.35,0.85
6680,15590,437596.91,0.43
6681,18107,318767.93,0.76
6682,15390,396836.11,0.47
6683,31897,263359.24,0.55
6684,7111,134942.92,0.88
6685,20189,285430.36,0.68
6686,5128,121473.63,0.62
6687,23787,402995.8,0.14
6688,4477,15611.86,0.22
6689,15793,295269.08,0.53
6690,20152,109294.26,0.73
6691,29942,490537.88,0.16
6692,27424,239344.27,0.89
6693,3988,252044.59,0.87
6694,26638,91795.34,0.6
6695,18019,230422.48,0.88
6696,19984,274383.93,0.64
6697,12792,280362.07,0.34
6698,4805,454321.16,0.56
6699,14615,249290.82,0.16
6700,670,440422.09,0.31
6701,33197,143373.77,0.86
6702,34081,300527.65,0.29
6703,34462,282772.53,0.15
6704,32159,405819.99,0.88
6705,33834,387006.58,0.58
6706,28017,164934.36,0.16
6707,10070,461065.07,0.26
6708,33703,357753.83,0.86
6709,28550,37458.35,0.38
6710,22077,389499.33,0.72
6711,13692,276337.72,0.69
6712,16305,360737.9,0.7
6713,17366,192239.6,0.36
6714,30811,186959.32,0.34
6715,7501,273602.03,0.24
6716,8039,75631.5,0.14
6717,31522,10120.75,0.34
6718,12074,425074.2,0.28
6719,11723,165439.76,0.42
6720,33807,69526.73,0.41
6721,4160,471044.62,0.12
6722,2813,370616.77,0.18
6723,4025,76711.87,0.5
6724,20484,482362.94,0.72
6725,22027,29582.9,0.13
6726,21683,342484.18,0.84
6727,21271,247997.28,0.13
6728,7578,197607.35,0.4
6729,33179,86235.24,0.52
6730,692,480141.1,0.32
6731,1270,216813.04,0.34
6732,5907,62601.73,0.26
6733,11287,50107.44,0.55
6734,10966,99745.4,0.55
6735,9136,376244.81,0.86
6736,6688,473273.99,0.68
6737,3911,359315.11,0.27
6738,7254,378476.75,0.21
6739,1888,493991.48,0.82
6740,31084,384695.79,0.29
6741,402,170586.34,0.67
6742,8359,353567.74,0.88
6743,24549,49602.5,0.84
6744,23472,418675.12,0.81
6745,24697,336273.53,0.74
6746,18523,364935.65,0.75
6747,2695,165672.01,0.74
6748,25447,234122.03,0.49
6749,19428,335955.26,0.43
6750,31043,485859.66,0.59
6751,33640,394170.86,0.78
6752,25163,419572.53,0.48
6753,26346,19847.64,0.51
6754,20576,117381.58,0.3
6755,29224,192544.11,0.83
6756,22327,298266.49,0.56
6757,21236,231641.27,0.87
6758,11213,311141.0,0.6
6759,22258,99702.07,0.56
6760,5195,359572.0,0.64
6761,22173,131257.96,0.86
6762,938,355935.23,0.79
6763,26969,314680.0,0.46
6764,22950,361731.58,0.37
6765,7991,445990.23,0.36
6766,27843,187504.6,0.34
6767,34894,395736.27,0.22
6768,6970,356704.3,0.32
6769,13804,202976.64,0.41
6770,11696,301747.82,0.22
6771,5250,178462.44,0.53
6772,7547,462041.65,0.6
6773,29970,181873.87,0.35
6774,10118,418550.38,0.2
6775,17252,305062.22,0.88
6776,18035,155794.16,0.55
6777,8405,403586.56,0.25
6778,12464,252036.09,0.15
6779,16806,222465.45,0.89
6780,34257,455464.19,0.57
6781,21559,18862.38,0.14
6782,1572,330915.37,0.39
6783,13925,21266.93,0.49
6784,30246,25324.88,0.3
6785,13415,349455.19,0.58
6786,502,22898.01,0.11
6787,28524,339823.11,0.74
6788,6205,188674.51,0.54
6789,32411,243001.01,0.59
6790,20487,236248.15,0.67
6791,9972,469369.32,0.64
6792,27784,459075.47,0.8
6793,23803,290125.31,0.18
6794,34716,228359.3,0.16
6795,28974,463575.73,0.24
6796,28774,179501.7,0.51
6797,12881,203065.23,0.54
6798,2977,216021.41,0.43
6799,16636,476063.17,0.19
6800,27659,229414.93,0.89
6801,185,106841.76,0.23
6802,21777,404053.5,0.33
6803,26639,431012.38,0.83
6804,29609,45950.1,0.81
6805,2245,188712.34,0.52
6806,13968,147337.45,0.27
6807,23191,352211.34,0.52
6808,12109,258288.35,0.42
6809,14994,336398.03,0.49
6810,11643,235280.97,0.14
6811,28298,427544.95,0.54
6812,31792,335384.8,0.66
6813,31333,421764.59,0.18
6814,22668,391762.41,0.78
6815,11825,380854.09,0.68
6816,448,314996.2,0.16
6817,11552,320398.49,0.75
6818,30992,364481.1,0.62
6819,32536,405123.66,0.65
6820,22523,332030.17,0.77
6821,13150,108942.73,0.79
6822,13670,480645.68,0.17
6823,5611,314648.33,0.74
6824,20977,278838.65,0.57
6825,7197,120603.13,0.42
6826,25546,163915.05,0.69
6827,16545,286860.48,0.5
6828,8074,477433.25,0.63
6829,29423,312994.07,0.45
6830,19120,469033.2,0.49
6831,5255,190039.63,0.89
6832,868,363373.92,0.13
6833,19161,296881.16,0.34
6834,20513,358443.95,0.68
6835,1445,249450.09,0.54
6836,31249,357319.48,0.75
6837,6316,285024.44,0.38
6838,29896,22692.74,0.57
6839,20141,441133.12,0.21
6840,31308,107629.71,0.9
6841,32181,318861.92,0.56
6842,2863,95857.62,0.76
6843,18668,184916.11,0.75
6844,34612,232350.13,0.16
6845,4002,214278.07,0.26
6846,2794,479269.02,0.18
6847,32669,268788.6,0.85
6848,11119,81801.8,0.5
6849,8486,190592.0,0.26
6850,7003,100894.04,0.58
6851,23353,104119.86,0.69
6852,27558,385285.47,0.79
6853,29479,73554.23,0.43
6854,17950,354474.25,0.64
6855,807,215620.01,0.35
6856,4952,256998.63,0.42
6857,21108,402720.43,0.62
6858,24223,11002.61,0.88
6859,22107,232004.96,0.81
6860,29210,158223.58,0.9
6861,2832,324123.69,0.78
6862,24799,420297.47,0.9
6863,6530,188097.42,0.75
6864,19309,214542.07,0.56
6865,32670,451001.39,0.25
6866,15899,399717.62,0.4
6867,23478,396356.23,0.66
6868,6228,16532.94,0.11
6869,8474,497527.11,0.65
6870,30439,318512.47,0.38
6871,28883,401287.58,0.82
6872,6896,96195.96,0.79
6873,1172,465582.88,0.37
6874,1050,346867.12,0.79
6875,14452,46640.91,0.33
6876,15102,103889.74,0.85
6877,18594,365890.75,0.24
6878,12843,360200.53,0.1
6879,5241,426596.75,0.81
6880,18989,125076.17,0.46
6881,1288,354279.28,0.35
6882,17226,429499.47,0.8
6883,34148,116259.3,0.29
6884,30714,301790.28,0.21
6885,1553,273953.63,0.47
6886,25923,434310.96,0.58
6887,21886,108179.46,0.82
6888,3093,201750.74,0.82
6889,29839,115215.69,0.84
6890,9968,272650.13,0.47
6891,30385,287949.63,0.6
6892,4013,120619.15,0.55
6893,14108,177492.31,0.35
6894,17262,75202.14,0.15
6895,15714,371734.62,0.13
6896,6171,382465.96,0.16
6897,8698,44422.64,0.46
6898,1801,43607.27,0.48
6899,18159,465323.65,0.57
6900,25541,321505.8,0.72
6901,31507,352968.19,0.69
6902,25422,22940.02,0.25
6903,23406,233388.51,0.54
6904,20660,457552.23,0.18
6905,16694,72605.12,0.39
6906,15295,429768.44,0.85
6907,6179,20752.47,0.78
6908,12119,56857.82,0.68
6909,16794,193274.21,0.56
6910,29751,11115.16,0.84
6911,34464,157293.01,0.33
6912,9633,275757.12,0.79
6913,13414,433124.68,0.71
6914,15057,365121.55,0.52
6915,21707,422887.8,0.53
6916,14289,176363.74,0.64
6917,2516,416734.07,0.69
6918,19319,170937.81,0.3
6919,5197,90751.04,0.31
6920,30950,144403.7,0.42
6921,14814,73376.69,0.66
6922,10079,251576.68,0.14
6923,20894,143275.78,0.59
6924,30183,252339.45,0.48
6925,20349,392768.48,0.56
6926,32926,473652.14,0.17
6927,20140,333333.35,0.76
6928,21523,357613.1,0.54
6929,13621,70672.51,0.49
6930,18127,213828.4,0.49
6931,15977,273883.29,0.45
6932,9680,272986.83,0.45
6933,25843,46197.06,0.61
6934,20291,248928.37,0.57
6935,16272,298843.86,0.79
6936,14923,30328.54,0.8
6937,7653,326840.52,0.29
6938,1329,374134.94,0.14
6939,16366,460365.26,0.42
6940,7535,120449.12,0.38
6941,11808,439750.97,0.31
6942,9267,464875.73,0.18
6943,24261,177147.36,0.28
6944,3512,420341.07,0.65
6945,32710,151757.42,0.79
6946,2845,295978.09,0.23
6947,24802,16025.27,0.45
6948,25642,191764.25,0.42
6949,31098,314253.95,0.57
6950,15523,439122.38,0.35
6951,26871,142693.0,0.31
6952,22874,441986.23,0.16
6953,10130,449965.62,0.8
6954,19345,11535.69,0.44
6955,6134,276609.02,0.22
6956,26813,188452.77,0.2
6957,15858,280426.41,0.73
6958,18734,132196.87,0.46
6959,219,89622.55,0.87
6960,23447,51719.49,0.4
6961,10432,302907.96,0.83
6962,12741,495492.26,0.55
6963,12034,24894.15,0.8
6964,8955,384309.02,0.66
6965,6481,342533.73,0.88
6966,7984,465058.27,0.51
6967,34527,372435.35,0.11
6968,14102,183457.24,0.46
6969,2845,462920.76,0.76
6970,29372,37617.13,0.61
6971,20558,336550.77,0.12
6972,16026,171449.43,0.3
6973,32263,276836.18,0.29
6974,6379,17535.72,0.79
6975,34680,239571.93,0.16
6976,4711,275355.81,0.68
6977,9681,206217.37,0.77
6978,9771,215046.89,0.18
6979,27224,264865.82,0.34
6980,11776,476270.72,0.75
6981,30568,147409.77,0.66
6982,21876,372287.43,0.7
6983,27223,152377.9,0.79
6984,27452,160180.4,0.34
6985,3706,460251.77,0.32
6986,11175,496808.61,0.28
6987,15152,402035.29,0.77
6988,7170,266771.28,0.11
6989,18600,397332.21,0.54
6990,22777,92858.17,0.71
6991,24265,169524.23,0.76
6992,33877,341231.51,0.37
6993,1559,330066.86,0.85
6994,7330,286758.83,0.25
6995,18542,99524.04,0.25
6996,14707,274171.11,0.7
6997,4625,296088.19,0.48
6998,33614,50640.9,0.39
6999,27835,177931.96,0.29
7000,7250,129756.79,0.37
7001,11175,395548.77,0.87
7002,20049,486322.51,0.33
7003,14622,103410.89,0.36
7004,1656,36571.55,0.55
7005,182,281073.48,0.1
7006,14045,39252.27,0.43
7007,23373,147485.93,0.15
7008,13679,211040.86,0.52
7009,33049,146718.28,0.35
7010,7675,52414.52,0.56
7011,10941,211440.41,0.67
7012,30652,100650.45,0.64
7013,29224,81114.5,0.41
7014,10120,197666.6,0.45
7015,21545,68275.15,0.11
7016,1034,177908.33,0.68
7017,28953,128287.1,0.87
7018,12682,360061.61,0.33
7019,31767,269964.78,0.78
7020,12340,116665.26,0.53
7021,2361,383397.61,0.51
7022,32364,27951.7,0.81
7023,7394,244738.12,0.6
7024,31373,226977.45,0.76
7025,95,481264.93,0.78
7026,28711,44528.94,0.86
7027,1573,307161.13,0.74
7028,7647,67031.88,0.47
7029,19297,123473.74,0.49
7030,21388,62955.69,0.37
7031,30991,472528.1,0.73
7032,16269,409789.67,0.44
7033,26230,29632.52,0.79
7034,12285,431939.46,0.16
7035,19902,142617.4,0.8
7036,7687,108179.55,0.71
7037,1098,128719.86,0.18
7038,25537,477962.64,0.82
7039,19959,378878.06,0.87
7040,18077,65125.1,0.46
7041,20241,372759.15,0.63
7042,13375,33325.46,0.89
7043,29968,152687.52,0.15
7044,16174,387577.65,0.45
7045,14705,367503.65,0.24
7046,5279,354934.11,0.12
7047,18832,461607.31,0.31
7048,1787,284659.65,0.27
7049,33437,275303.41,0.71
7050,22558,310250.13,0.29
7051,25390,490007.66,0.32
7052,30092,440248.42,0.68
7053,24451,486412.07,0.48
7054,27631,49619.05,0.49
7055,16112,255445.42,0.41
7056,26266,310056.33,0.72
7057,14282,294378.41,0.71
7058,15995,30808.34,0.1
7059,34771,242617.86,0.74
7060,3997,122735.78,0.51
7061,23505,67577.34,0.77
7062,30537,494463.62,0.43
7063,29690,260459.34,0.24
7064,16194,400015.63,0.13
7065,32505,109486.37,0.83
7066,28552,298399.69,0.14
7067,637,266005.02,0.77
7068,4455,364621.12,0.26
7069,17028,470883.05,0.53
7070,28732,471421.42,0.83
7071,12391,19968.02,0.77
7072,23182,31498.3,0.87
7073,27814,356457.69,0.35
7074,22761,343990.47,0.87
7075,8568,20587.48,0.12
7076,9880,493899.12,0.83
7077,4288,457992.1,0.85
7078,18378,61358.33,0.29
7079,28110,173937.45,0.53
7080,1715,69562.66,0.36
7081,21168,385878.17,0.72
7082,13675,50551.91,0.78
7083,27928,29407.52,0.14
7084,2684,90334.96,0.58
7085,6571,122022.87,0.14
7086,9009,187669.07,0.6
7087,21552,382887.93,0.81
7088,7334,331468.24,0.34
7089,14765,279874.54,0.22
7090,24776,168371.54,0.71
7091,12611,279790.58,0.38
7092,16161,481605.17,0.43
7093,21413,199347.66,0.39
7094,27041,161109.77,0.89
7095,7249,212784.41,0.41
7096,10943,431512.51,0.23
7097,11563,177768.65,0.59
7098,7265,357627.06,0.59
7099,7716,25150.92,0.3
7100,28481,336339.42,0.83
7101,34802,132309.13,0.59
7102,34226,484792.45,0.88
7103,11520,134912.28,0.81
7104,33487,409287.26,0.35
7105,20652,68826.68,0.41
7106,30612,195620.53,0.21
7107,30608,240225.42,0.71
7108,8132,310195.18,0.73
7109,11297,266946.57,0.61
7110,990,35089.58,0.14
7111,26574,279479.01,0.14
7112,27822,213551.76,0.81
7113,10433,270985.29,0.87
7114,19839,36248.65,0.4
7115,3215,71238.65,0.32
7116,24976,297435.41,0.54
7117,23926,396931.47,0.81
7118,21539,435467.94,0.82
7119,24999,366379.73,0.18
7120,34009,396726.32,0.8
7121,6117,45582.82,0.64
7122,25987,344739.07,0.24
7123,21171,319447.86,0.22
7124,25463,438095.0,0.32
7125,30521,262505.2,0.39
7126,34504,439106.66,0.68
7127,34193,349573.75,0.76
7128,33242,460896.58,0.11
7129,9824,251565.96,0.45
7130,16934,183726.57,0.35
7131,15640,474568.89,0.85
7132,12428,91532.18,0.42
7133,17858,204299.82,0.85
7134,20753,350703.01,0.7
7135,10700,354307.59,0.29
7136,10704,17799.79,0.56
7137,33799,266523.19,0.27
7138,12316,87960.84,0.63
7139,17415,231289.75,0.25
7140,32099,418509.32,0.25
7141,17239,28459.86,0.29
7142,12265,417766.7,0.21
7143,16248,419442.28,0.12
7144,9343,40509.58,0.69
7145,28004,382888.78,0.2
7146,175,454273.41,0.55
7147,2266,245971.16,0.41
7148,5203,18501.17,0.45
7149,31863,481633.18,0.74
7150,15200,85338.08,0.28
7151,34034,220795.53,0.88
7152,7222,130090.25,0.82
7153,15738,161427.49,0.62
7154,9506,43702.44,0.34
7155,1375,362849.98,0.19
7156,13154,407182.36,0.31
7157,1426,443398.36,0.52
7158,23232,149125.57,0.21
7159,22151,127715.84,0.56
7160,15728,262168.41,0.62
7161,26785,259533.37,0.15
7162,12575,395686.1,0.74
7163,20927,99216.79,0.57
7164,2819,464168.75,0.67
7165,24767,224581.09,0.28
7166,22770,67576.41,0.82
7167,23285,347999.63,0.48
7168,9170,128643.93,0.52
7169,2,294857.24,0.61
7170,28502,73259.87,0.85
7171,6993,421806.53,0.49
7172,20259,28394.67,0.46
7173,31710,155214.49,0.43
7174,7137,223833.26,0.52
7175,18242,318651.85,0.71
7176,16953,256232.7,0.31
7177,31457,186467.31,0.51
7178,29716,149474.64,0.38
7179,8039,377337.45,0.76
7180,15195,290961.56,0.71
7181,7990,62930.13,0.54
7182,31806,61641.99,0.31
7183,3728,313528.97,0.53
7184,6157,331190.72,0.25
7185,14039,424093.64,0.44
7186,4590,327211.17,0.76
7187,17971,476582.19,0.67
7188,14382,397245.54,0.59
7189,18375,477845.82,0.87
7190,21809,401393.09,0.76
7191,3362,446859.04,0.7
7192,17229,156661.0,0.19
7193,4884,365110.04,0.34
7194,10513,164013.22,0.28
7195,2986,426750.06,0.85
7196,6761,120546.86,0.5
7197,799,441192.61,0.25
7198,18674,68245.27,0.19
7199,14964,85353.19,0.59
7200,23334,344754.03,0.3
7201,20034,152309.36,0.89
7202,15552,447691.59,0.43
7203,7080,249215.62,0.39
7204,317,161409.69,0.45
7205,2165,60986.4,0.23
7206,17655,130601.97,0.23
7207,20817,245861.22,0.34
7208,24956,252402.17,0.22
7209,7336,62045.35,0.24
7210,13071,405746.74,0.78
7211,8319,192116.75,0.67
7212,32566,13544.67,0.31
7213,12471,90942.87,0.54
7214,15283,417771.83,0.42
7215,11213,444799.87,0.86
7216,6039,47540.4,0.47
7217,930,159956.6,0.85
7218,9484,355646.26,0.64
7219,23643,262867.77,0.5
7220,20054,293680.41,0.22
7221,26766,178003.33,0.24
7222,16346,426491.88,0.26
7223,33253,208544.77,0.34
7224,34602,455116.36,0.45
7225,15259,331244.3,0.29
7226,27882,169811.63,0.35
7227,5054,96634.18,0.46
7228,13540,174905.82,0.32
7229,3303,268976.44,0.39
7230,25761,54644.9,0.23
7231,31965,100992.41,0.57
7232,7855,329133.23,0.67
7233,28308,36674.26,0.21
7234,14924,372755.2,0.8
7235,16725,376618.02,0.41
7236,29350,40729.75,0.89
7237,1415,75681.69,0.56
7238,9281,90992.77,0.65
7239,2998,310204.1,0.55
7240,32449,115199.93,0.59
7241,15760,391713.44,0.53
7242,20965,81842.57,0.7
7243,24496,413305.05,0.74
7244,1210,87159.87,0.41
7245,5574,259407.79,0.58
7246,9785,30844.17,0.11
7247,1481,251093.14,0.13
7248,22251,337601.25,0.29
7249,26348,103144.41,0.16
7250,17179,86704.07,0.85
7251,23668,101756.55,0.53
7252,15900,93542.16,0.46
7253,1644,267013.56,0.13
7254,9535,467278.94,0.4
7255,8224,247364.44,0.4
7256,6896,390884.84,0.81
7257,22943,472656.27,0.27
7258,14767,211268.14,0.66
7259,30264,210904.16,0.55
7260,6105,127712.8,0.61
7261,9382,167147.13,0.33
7262,28716,290412.6,0.85
7263,14049,254083.0,0.16
7264,30858,166867.0,0.42
7265,8630,79696.51,0.34
7266,28125,105584.12,0.48
7267,1013,250554.33,0.16
7268,7120,19446.53,0.65
7269,29429,332965.27,0.46
7270,4573,59725.31,0.53
7271,8887,455150.06,0.18
7272,28694,158493.55,0.79
7273,34544,15710.54,0.41
7274,17830,348524.3,0.57
7275,30449,362227.25,0.2
7276,30656,232643.35,0.79
7277,21063,193312.56,0.5
7278,5196,96670.31,0.64
7279,32498,412627.67,0.72
7280,5855,372993.81,0.74
7281,7763,88649.66,0.89
7282,16379,220820.28,0.66
7283,12987,121434.24,0.85
7284,429,366375.26,0.34
7285,3225,408405.64,0.27
7286,26572,410287.26,0.65
7287,28205,59290.61,0.59
7288,20019,120793.67,0.39
7289,5505,498501.96,0.68
7290,825,272431.96,0.78
7291,20849,250200.65,0.86
7292,14675,256869.61,0.7
7293,13036,328929.67,0.3
7294,17723,157935.15,0.69
7295,32681,251073.07,0.71
7296,31673,360720.43,0.3
7297,26024,324308.44,0.23
7298,14317,266928.34,0.84
7299,6189,212115.02,0.79
7300,29219,140404.9,0.23
7301,10699,190465.19,0.58
7302,27708,311415.88,0.52
7303,17331,490107.3,0.36
7304,21802,487006.9,0.24
7305,30560,359652.24,0.8
7306,26258,279341.06,0.67
7307,27780,109833.27,0.59
7308,543,461370.41,0.29
7309,15760,483179.51,0.28
7310,28778,106352.33,0.49
7311,21843,98435.62,0.54
7312,29782,331047.95,0.52
7313,23498,24545.2,0.44
7314,5113,417978.06,0.56
7315,31792,373648.52,0.72
7316,7471,204654.64,0.18
7317,16894,400889.23,0.23
7318,691,266177.92,0.81
7319,29051,231824.77,0.69
7320,9251,446711.14,0.11
7321,27467,380110.62,0.52
7322,5287,126780.84,0.27
7323,31409,441607.2,0.52
7324,27847,177349.65,0.21
7325,22301,179700.81,0.31
7326,23139,343656.53,0.24
7327,29070,27898.97,0.32
7328,12268,126355.58,0.21
7329,23331,359736.08,0.79
7330,7995,415461.32,0.75
7331,7185,472750.1,0.28
7332,9645,220928.04,0.59
7333,26319,435407.6,0.12
7334,32804,461519.95,0.3
7335,13427,310520.39,0.25
7336,34887,51848.48,0.16
